identifier,d_interlayer,bond_average,bond_equatorial,bond_axial,angleXMX_average,angleXMX_equatorial,angleXMX_axial,angleMXM_average
68,5.238221212224846,3.2044781559839794,3.2038608311336727,3.2057128056845925,165.14234686977468,163.68693920534508,168.05316219863388,154.35059420102488
85,8.623011012493278,3.21947570332402,3.207596239075301,3.2432346318214567,170.45205694796616,168.72020333928293,173.91576416533258,151.23663889096315
89,8.326090007299182,3.1825318015800215,3.1541042141563373,3.239386976427389,171.38214673591733,169.98863847621868,174.16916325531454,157.96938856987657
90,8.220529019658064,3.172949523159911,3.135158154294478,3.2485322608907774,173.44857268453583,174.1505760224286,172.04456600875022,171.83010739558898
97,7.993086659515575,3.208026867705119,3.193934742555295,3.2362111180047672,173.27325919529417,173.8327470456158,172.1542834946509,149.10400643177414
100,9.34051360628235,3.18998703442846,3.170004537371655,3.229952028542069,172.65737201994204,171.36878226494886,175.23455152992838,155.28008806810314
101,13.851153006024852,3.203463588487567,3.1847723540588966,3.2408460573449056,173.51335042411924,172.20523268531622,176.12958590172525,144.96473028050298
102,17.45455585559634,3.199146254393129,3.186263675302168,3.224911412575053,172.5271099972491,171.9436561722992,173.69401764714905,145.71603297030524
103,10.763015770917873,3.2149243302318404,3.2132888098340713,3.21819537102738,174.69896445789504,175.1434647861605,173.80996380136418,148.58237509585393
104,13.164985295357399,3.221764816246067,3.2237148723887348,3.217864703960733,174.00720318216432,174.4629012201353,173.09580710622228,147.51230432934832
105,10.65730312379053,3.2093817726096465,3.2085137730530158,3.2111177717229076,176.9053428146295,175.42263641534254,179.8707556132033,148.6188507446088
106,14.878827284498069,3.194484996192006,3.170007309988485,3.2434403685990474,170.17649814105337,168.8146747321403,172.9001449588795,147.48723659787697
107,19.216940376401535,3.1963194417447003,3.1732155907883253,3.242527143657451,166.42490343215655,163.12519129680857,173.02432770285247,152.09601238407592
108,4.1147528433223926,3.2116075748365787,3.2031409357384204,3.2285408530328947,170.70544919629694,169.62443056971327,172.8674864494642,148.06942756547159
110,4.0664313439953865,3.201016467840081,3.2099689282472377,3.183111547025767,179.52831782234156,179.51237666488768,179.56020013724924,148.63584985972506
111,4.480510298030106,3.209983836453388,3.199473147802812,3.231005213754541,172.149276836064,169.168334823425,178.11116086134194,141.51946136625267
112,6.423080449885731,3.190752330673567,3.165278736309821,3.2416995194010596,179.84778977055112,179.82591747849915,179.891534354655,143.82198498335418
113,5.826423392448007,3.1986230990756965,3.179143282125513,3.2375827329760654,171.4032758699741,173.61788637195986,166.97405486600263,156.75714888747055
114,5.4042389516687575,3.1915930609620577,3.1910968715573285,3.1925854397715163,173.16373404543938,172.03724077034002,175.4167205956382,170.64494304633206
115,5.297439094066952,3.2311373051411483,3.230755555294942,3.231900804833561,169.84681667661758,171.82002637379247,165.90039728226773,162.85770887491864
116,5.670259627239044,3.2337452083092075,3.26438621410009,3.172463196727443,172.133563039725,173.39827526726907,169.60413858463681,158.67347008424287
118,5.714420892425054,3.2062469492161068,3.1884963835762723,3.241748080495776,171.89441052412826,172.85582997084447,169.97157163069585,150.70424405975962
120,5.222366774245815,3.195170661357473,3.183706263403603,3.218099457265213,174.51728658776253,175.14369785498582,173.2644640533159,162.4311964896641
121,5.326616806486871,3.1938675111725168,3.1952051052744204,3.191192322968711,173.92157071068877,175.84461911332988,170.07547390540654,163.40605367316527
122,5.180033365929294,3.1847748518838324,3.163522948533248,3.2272786585850026,171.2509253646585,173.7011008397953,166.35057441438494,164.5641264640397
131,8.07937354849371,3.218412925873306,3.2081799193070766,3.2388789390057644,171.26078260312883,171.87136774840587,170.03961231257466,148.350324857797
133,8.16822397359845,3.2118806281973384,3.2015045103556403,3.232632863880734,166.66494311228772,163.44176792874043,173.1112934793823,159.13382982793252
141,5.492937849738437,3.2088382476742425,3.1805531993321043,3.265408344358521,170.91582963148957,171.57531005079497,169.59686879287872,169.86102831960002
145,9.179964266287683,3.242229814412653,3.22107538008599,3.2845386830659784,167.43258248585207,165.0522155087817,172.1933164399928,157.62223514072573
146,11.324622658971318,3.205914918672454,3.188369666939127,3.2410054221391107,171.88401800821796,172.2591339774994,171.13378606965512,147.83546464015043
147,9.327663662369778,3.2217221599428707,3.2222154896690514,3.220735500490509,171.10961825497702,172.55333729643303,168.2221801720649,149.34969979885085
148,12.955664493168882,3.19580194476044,3.163641191131655,3.260123452018009,169.69416125323366,167.82003780212938,173.4424081554422,148.38930509632428
149,16.59377559985502,3.200399545455724,3.1925430532691506,3.216112529828872,171.9926524657276,172.90006595525205,170.1778254866786,147.82879467807442
150,9.680439385011677,3.2027073740007137,3.2001279816662147,3.2078661586697126,172.24149438238888,172.39020118077144,171.94408078562384,146.71228543004366
151,10.946038986522385,3.1933681320327953,3.1566239712548807,3.2668564535886246,172.2105291350105,171.7130950100176,173.20539738499622,145.71847370194
152,7.7840188871818405,3.1673065728561043,3.120563070704006,3.260793577160303,173.90261344413875,177.85237439109557,166.00309155022507,173.59240103484382
153,12.96934089281821,3.188013710071583,3.1808243555774713,3.202392419059807,171.924156289404,170.96674701105658,173.83897484609892,146.89696245303836
154,15.698921558437634,3.1649171931136095,3.1371835907686854,3.2203843978034596,170.4206332054471,168.13334936732872,174.99520088168393,167.7974413167542
161,4.773392386009448,3.1945231097116444,3.1882477400882894,3.2070738489583537,172.24448143264877,170.8267597114968,175.07992487495275,169.98571384470296
163,4.6945945900493395,3.2051761335076723,3.2040484340750424,3.207431532372932,175.0705429313248,174.7617729074249,175.68808297912463,163.63272826897588
167,3.6043673271100154,3.2193288280853865,3.240206596128,3.17757329200016,176.34421069065365,175.14360115661682,178.74542975872734,141.78826580938122
168,3.992950476595235,3.1935943188089673,3.1917192857312373,3.197344384964426,169.1204458591435,165.410916276243,176.5395050249445,140.6801963724004
170,10.044397911160814,3.1873234999708555,3.157987090747117,3.2459963184183334,173.7693899870958,176.62313110305746,168.0619077551725,150.29820890212835
175,8.149760618547585,3.1880355452374203,3.1962395822150325,3.171627471282196,175.71207578035833,177.95578029723032,171.22466674661445,164.93863110594748
179,23.82901127916246,3.1720456195563735,3.1672107297887564,3.1817153990916065,175.4769289267913,174.25893116838893,177.91292444359607,151.22390432220874
181,21.85011605287263,3.1972513941320764,3.1632325876203815,3.2652890071554665,178.09267118775486,177.84357213870322,178.59086928585813,145.53853538704652
182,25.996478621311685,3.1780351807421616,3.128880882637272,3.2763437769519412,171.48015320417076,169.09687401893433,176.24671157464368,145.01917451099146
183,8.104935822687718,3.2126581443850966,3.18690716707799,3.2641600989993083,169.33547947521032,167.4594312119012,173.08757600182855,160.37319258558756
186,11.778144751186685,3.2918094677695664,3.2770229690056265,3.3213824652974457,179.98488904685325,179.98569686838022,179.9832734037994,152.6167158343903
188,5.9016686909593625,3.206405280413003,3.2147880774439,3.189639686351209,179.84326647572934,179.8113559368083,179.9070875535714,141.49000084449142
189,16.006031959984234,3.1828127667950543,3.183408289054669,3.181621722275824,178.11263500133143,177.21754606929585,179.90281286540255,152.5605122701192
190,4.28564161173373,3.1956722213478486,3.188596704006156,3.2098232560312345,175.91483931530317,175.57089437899236,176.60272918792475,161.3753273821325
191,5.550800324853533,3.1889769515643103,3.180886529484554,3.2051577957238218,174.95678337618563,176.7552164798599,171.3599171688371,165.05392597103986
193,5.576793509632933,3.2091602405984028,3.1980636649792937,3.23135339183662,174.18196146893285,177.59939591821924,167.3470925703601,150.28834726854132
194,5.450046285637352,3.194488260841266,3.1991770567345625,3.185110669054673,173.83661464389021,175.45708419170649,170.59567554825762,162.19660799827568
195,8.4722980769204,3.2829153718533988,3.3174348934657916,3.2138763286286114,167.75256271890203,170.62111085924192,162.0154664382222,147.0261946895315
196,10.21231048850774,3.2091588761348544,3.214654392370283,3.198167843663997,173.38533733842795,172.5878276804042,174.98035665447546,151.37607129033069
200,15.675070354840843,3.2274913029038,3.2353926995269746,3.21168850965745,173.01411236139015,173.87462240271145,171.2930922787475,147.74291984565534
201,13.77367588075006,3.156379051037709,3.1374322482575097,3.1942726565981063,176.42906139428854,175.99652842061028,177.2941273416451,154.61854102085817
202,9.746231762541505,3.1749666870762687,3.1721224621556314,3.1806551369175415,175.24323179341863,176.7268403769765,172.2760146263029,163.64104245665175
203,10.647830842923549,3.1960234487129853,3.1858336707296298,3.216403004679697,174.2513115246223,172.8319984827636,177.08993760833974,149.5794337650865
204,9.760133395398192,3.2176826501339577,3.207470165357564,3.2381076196867458,174.8882925528825,176.69665888458832,171.27155988947084,151.16317479092538
205,11.824499072288132,3.1810842963752592,3.1811225574336692,3.181007774258439,174.4967911019007,174.13761895457975,175.21513539654268,155.71689359608126
206,19.417851477396567,3.2063838575936607,3.2168582324458836,3.185435107889215,174.75970481369805,177.39297994921253,169.4931545426691,156.01374576991685
209,14.817206915436548,3.2009053121542834,3.161814622991364,3.2790866904801215,172.04917087259415,169.576648648358,176.99421532106643,146.71150472858582
211,6.861142346115544,3.203454626437971,3.1952779477141906,3.2198079838855325,172.69188835534092,176.11248168469072,165.85070169664135,157.5332667567842
212,4.056268902032549,3.2796324028874664,3.3051650954784497,3.228567017705501,167.2791929702289,167.0912108493609,167.65515721196493,157.07957997670587
213,4.049659455979516,3.245106814056038,3.2626640476129993,3.2099923469421157,169.28340616356755,170.08070728911775,167.68880391246708,159.77777757655093
216,10.254570888214266,3.215451437103154,3.2242737777474915,3.1978067558144803,174.50274890253652,173.81159682783095,175.88505305194758,149.317427346521
217,10.289017536713859,3.2086387519055974,3.2036446221075527,3.2186270115016855,174.43891480001264,173.31124905971558,176.69424628060673,146.60766233110812
218,4.070940149297907,3.207143802264229,3.208779145624465,3.203873115543758,169.64526522952153,169.7246505165349,169.48649465549482,169.58329950065132
220,6.3413703519582345,3.2710384152654797,3.3102328446429254,3.1926495565105872,167.76913560403318,168.43804951251153,166.4313077870765,158.250385113354
221,6.556884941392558,3.339499315095955,3.4119419784500744,3.1946139883877174,169.8077761606853,172.52133454105916,164.3806593999376,148.86575040109489
222,7.177300227012132,3.217595043675718,3.216707875135215,3.2193693807567225,172.23490916195476,172.55546913160384,171.59378922265668,151.81174826624692
223,10.076520515206997,3.222080014024231,3.2128339944936,3.2405720530854953,169.20667535127572,171.06106960619732,165.49788684143243,150.28500440960823
224,8.19611774531262,3.2067178266099217,3.1895495168165993,3.2410544461965674,165.66835361665824,161.57368145708836,173.85769793579803,158.29073595191988
228,5.849498099781188,3.2650975432402056,3.3006890450654236,3.193914539589769,169.48385506416835,170.5000533675614,167.45145845738224,159.45628124623556
229,6.1190113632100775,3.2814879681324274,3.312346793061178,3.219770318274926,169.7969741439635,171.97216285542277,165.44659672104493,146.97442400281585
232,15.586943288161255,3.19185619437461,3.1633451511820514,3.248878280759728,170.08286922322392,168.4785674095387,173.29147285059435,156.2465433950012
233,15.541060697745671,3.1893115236818175,3.166595218838366,3.234744133368718,169.6146761813816,169.06603807943577,170.71195238527332,146.51767936777895
234,9.555349332541063,3.258732536391958,3.276613262318241,3.222971084539393,170.90517490658544,169.48382532106325,173.74787407762986,144.6345988816011
239,21.478253323079116,3.191751013895652,3.1721077439508782,3.231037553785199,172.70233232220298,171.64222119255123,174.82255458150644,145.68608795374047
243,13.835141434701633,3.228982955956342,3.2164910965131934,3.253966674842639,169.2620273139264,169.12981897337175,169.52644399503566,145.53560016171997
258,7.730998345539297,3.2224631776754724,3.205215296521557,3.256958939983304,168.20454335453115,167.0210748304878,170.57148040261785,159.70818757358842
260,7.468340010397952,3.2060488846674455,3.173630746211953,3.2708851615784305,170.41231779572323,170.0940045811903,171.04894422478912,168.31366769880788
262,7.534026532409756,3.2177770147242435,3.2146180771729407,3.2240948898268496,169.2135002895843,169.1869665539137,169.2665677609255,163.18880135266284
267,10.863158858095755,3.2089615428463447,3.1874887640363654,3.251907100466303,171.3207913867898,170.00567498875017,173.9510241828691,146.71463770007648
269,9.586164625271437,3.2326936502549075,3.230697019604004,3.2366869115567165,169.64496721542974,172.41796976802027,164.09896211024875,152.2745129391501
270,9.903788214343328,3.2169440798271975,3.2074563026912104,3.2359196340991714,173.5725541865365,174.5163995995535,171.68486336050256,150.9743807815525
271,9.251163981734598,3.214181199048888,3.217271753094047,3.2080000909585706,173.31229028196913,173.7990681331138,172.33873457967974,153.11044025111067
272,10.0251206463868,3.218909786821905,3.2310147082129337,3.194699944039847,170.1340111660625,169.22525128515127,171.95153092788487,150.76993207086994
273,9.603984285395304,3.211131707537142,3.210883781128471,3.2116275603544855,171.04534662164622,172.03105956601192,169.07392073291476,149.15799382395707
274,9.349867861824304,3.221231206234307,3.2275249312115566,3.2086437562798076,172.2577203206703,173.25633760657598,170.26048574885897,150.01181372334088
275,9.338908200799079,3.2172201606260944,3.2187028261839847,3.2142548295103137,174.60412592778167,174.5427167452861,174.72694429277286,148.66875023650687
276,7.441731443800758,3.220523134740858,3.2297714265410002,3.2020265511405728,173.59367754148022,173.19168447981352,174.3976636648136,153.60977487650993
277,7.518307780765486,3.218347826429744,3.213104664375439,3.228834150538354,169.0307203492765,167.03869270227233,173.01477564328482,155.50435850416935
278,8.176953805235286,3.196339972821009,3.187407074731846,3.2142057689993355,175.4486790039598,174.34388675921235,177.65826349345465,149.28004743197027
279,7.215579288201629,3.2470921305483524,3.2664993166798197,3.208277758285417,172.65474512210383,171.84045033758088,174.28333469114972,150.4534044838387
280,7.390164147231318,3.2680007510636937,3.3038364183323847,3.196329416526311,170.99937533655861,169.76227175037877,173.47358250891824,146.35726218975395
281,7.007592131996146,3.196430242018535,3.1867972017422828,3.2156963225710378,167.3564774061551,166.09848683869075,169.8724585410838,156.00168358008835
282,6.986572840717148,3.199143693774895,3.1855554816347738,3.2263201180551375,167.55234001840057,166.5487487496872,169.55952255582736,155.20999944537968
283,4.6742624504991,3.211958001727414,3.2109304689996856,3.214013067182872,167.25314291630352,166.11077065380533,169.5378874412998,155.21767880613186
284,4.825615709351975,3.2150014686014914,3.211532664499943,3.2219390768045884,170.50974439490858,171.19287132689175,169.14349053094222,149.91757940205642
285,5.485268417020107,3.2076904393500065,3.190136348098749,3.2427986218525238,171.09809898497267,171.7229923648049,169.8483122253082,152.0979550584322
286,4.857475645344709,3.263876302895367,3.2942714054227444,3.2030860978406106,174.09751368909164,176.4089018148722,169.4747374375305,150.50783570208648
287,5.921755986501569,3.2599098972223817,3.2963766289962106,3.1869764336747233,168.3500316224088,171.59482646766014,161.86044193190614,154.50162620886832
288,5.873488070307805,3.260046772167739,3.2943380689042288,3.191464178694759,168.851292702726,167.58238055711593,171.38911699394617,153.32178843171945
289,14.26886804925677,3.2263050920665814,3.2342343706696135,3.210446534860518,171.4067069398641,171.2583196074141,171.70348160476408,146.02077942176416
290,14.435259701398419,3.2055169506890393,3.1964175785154776,3.223715695036162,166.75329832839597,164.81203343690152,170.63582811138488,159.09513966266945
291,12.724339550938932,3.209417193736092,3.1872626583891046,3.2537262644300657,168.8016508920991,167.1108160018954,172.18332067250654,150.09377609925224
292,12.32511676873671,3.2364333074444143,3.2431174014835356,3.2230651193661704,174.15989332454538,173.01969949068243,176.4402809922713,146.01649367926294
293,11.767293422919568,3.185194475221774,3.1628007619938994,3.229981901677524,167.1716562874877,165.2929650074655,170.92903884753215,155.28950131639613
294,9.390600704920509,3.1949217554343297,3.1887230039074836,3.2073192584880217,165.94599623918737,164.35885298204903,169.1202827534641,160.8860583424107
295,9.699051042481834,3.261221936935749,3.286989114816129,3.2096875811749896,168.01815523122426,169.10418121101844,165.84610327163597,149.02360385332258
296,10.400526662676075,3.190921969656505,3.1658794374599193,3.241007034049678,168.03804927485552,166.54550835848767,171.02313110759124,153.816321618757
297,10.476592775506523,3.1866095826552043,3.159545588577842,3.2407375708099275,168.68301268638456,166.56772778611972,172.91358248691424,157.96827195769248
298,10.828492009271546,3.205112690763825,3.1801592388747664,3.2550195945419436,170.8629595213806,170.18191698219601,172.2250445997497,145.5665277941087
299,10.763312479733408,3.248338865189383,3.264197800101967,3.216620995364215,170.22978298519988,169.64801607571758,171.3933168041644,153.38646097993546
300,14.015943190110955,3.2189432118190395,3.206294816432509,3.2442400025920994,165.33234810681205,162.87912659192034,170.23879113659547,157.22101699457306
301,14.301398783144808,3.1944622676453918,3.1974164967090344,3.1885538095181087,170.22677739234817,170.5822703232145,169.51579153061556,145.80476770437662
302,13.54556481807869,3.2043185901459936,3.177971344924765,3.257013080588453,170.9168613647959,171.0533490524311,170.64388598952553,146.82265408256143
303,13.39215545706014,3.1962219628933233,3.181796552842415,3.2250727829951407,171.42090881500783,170.05504652197425,174.15263340107504,155.49086317658444
304,13.284835942731421,3.3376605173925102,3.387406068532403,3.2381694151127247,163.44070639824744,167.85257878607365,154.61696162259508,142.35366810092168
305,12.030091120172733,3.193992517391758,3.172714482709079,3.2365485867571158,169.73589164541787,169.94163793623886,169.32439906377587,163.64240206370653
306,12.036134516095444,3.265816896786928,3.293319499145337,3.2108116920701093,166.29299273295277,166.7407630760255,165.3974520468073,145.71000989114984
307,11.26702333204527,3.216801155286975,3.2257298368487177,3.1989437921634902,171.99311006685227,171.9020703628854,172.17518947478598,149.97939828167716
308,11.3609744263184,3.1864987015347537,3.1727057288381353,3.21408464692799,167.58427012841835,166.25807964902356,170.23665108720797,152.77256415134372
309,8.81420817076283,3.2052370896433544,3.218299596181316,3.1791120765674314,167.6588189149643,168.9994550763899,164.97754659211319,160.36170069397184
310,8.503125426467918,3.211078533514447,3.1786284973883254,3.27597860576669,166.8149799975801,166.6783184318295,167.08830312908134,162.14058631865362
311,7.7544916022059915,3.394932914452518,3.49570086049171,3.1933970223741337,159.96902109376114,163.39323772811372,153.12058782505596,151.7407857493127
312,9.43884066484862,3.2694987894021694,3.293875612187273,3.220745143831963,174.4080127270288,173.93940142819685,175.34523532469268,148.4474817320767
313,9.862666877407783,3.2092508875223733,3.199385570523069,3.228981521520982,171.28297326428833,169.3817870307558,175.08534573135344,157.2988098574982
314,10.163522709569694,3.2126088041322656,3.2180581972276245,3.2017100179415467,173.35558153118643,173.54161679044176,172.98351101267582,148.12028161644417
315,10.067879151338373,3.21724855339477,3.220624261931685,3.2104971363209396,171.147690857306,171.50449550598617,170.4340815599456,150.10580261939018
316,9.85555008490396,3.176483146940494,3.1473707653565786,3.2347079101083254,168.74532219616933,169.4750944236897,167.2857777411286,163.5931283896086
317,9.961974557562687,3.2150423054638004,3.208502305777411,3.228122304836578,171.53633719407415,169.64943587930227,175.310139823618,149.4326831239825
318,10.069655344178347,3.2141359316596017,3.2288221262074015,3.1847635425640024,170.05199743412035,169.36122471153942,171.43354287928221,157.42860746708092
319,10.038839025834854,3.224707698005844,3.217610157114819,3.2389027797878924,170.61547910398235,171.64618781633726,168.5540616792725,147.5841442823574
320,10.4502355965628,3.2840295130657373,3.3359043884076534,3.180279762381905,169.43553504291313,170.98162956667377,166.34334599539187,153.88354874618386
321,10.496452596867861,3.2180925701691208,3.2236219421650234,3.2070338261773172,168.83113499300268,167.32511818455973,171.84316860988858,165.95647757134265
322,14.325792344616982,3.2040649444968143,3.187201834159299,3.237791165171846,163.1996231475089,160.0366597283923,169.52554998574212,158.72529470872576
323,14.027133906429883,3.2022494012469704,3.190476262159061,3.2257956794227907,169.59882422001667,168.23125245653046,172.33396774698912,147.01203516585423
324,13.726224891218374,3.208339499168652,3.18884815517183,3.247322187162294,167.7356942377161,165.586557458262,172.03396779662427,161.23533087110127
325,13.77524882159147,3.182013695515933,3.1539439439596393,3.2381531986285195,165.2909177656102,162.64548278375577,170.58178772931907,157.67946274244554
326,12.432536357223794,3.2085701929578794,3.2069369907681438,3.21183659733735,168.8749556159303,166.00518738086757,174.61449208605572,155.53894259361059
327,12.593513309253444,3.227107480765874,3.2315746774944194,3.2181730873087835,171.69500326464163,169.95409451192225,175.17682077008038,147.16438003646172
328,12.08334268262059,3.2585089353944086,3.264467912797608,3.24659098058801,165.58856719607567,166.0354123955548,164.69487679711742,148.19330754052427
329,12.401339192785143,3.1962983408927,3.17960454874678,3.2296859251845396,173.20812273719807,173.28590461525198,173.05255898109021,148.2622587792742
330,7.554386245437856,3.2328459766025506,3.2183565168701618,3.2618248960673277,167.2506793911429,166.44496593694592,168.8621062995368,160.00808985718203
331,11.265746573228794,3.1817619816626888,3.1588879609464255,3.2275100230952125,164.52672577610448,163.5585809301988,166.4630154679159,159.29666928165437
332,11.477686218126525,3.1913746907372,3.178977114363036,3.2161698434855257,167.09513778730798,165.5357753008816,170.21386276016074,153.1105566399666
333,9.01531888799503,3.214966044051613,3.2185064679795063,3.2078851961958272,169.3881976757026,171.0618083875439,166.04097625202002,153.93146184480958
