identifier,height,width,length
308,13.999089458796359,3.6980389655556163,4.537975484346941
309,11.602855868483662,2.7878945709261838,4.285239113912317
310,11.68819154434368,2.9984562468813207,4.568901763377171
311,10.584900514103698,4.702976654418665,3.7050561103343482
312,12.432480073992078,2.906281048155274,4.361963229297392
313,12.666763647414996,3.827256851543126,4.9763027641009705
314,12.89010052410477,3.826251737955186,4.346630084532197
315,12.904334681469848,2.922955937447978,4.8630329159145385
316,12.992909665833942,3.57069035999805,4.227605920306835
317,12.650671793561132,3.6644179616243067,4.608392855642181
318,12.918956766504577,3.500567652429832,4.236922784234657
319,12.719065936967791,3.704527172473772,4.680254169348046
320,12.971687840252581,4.33983718384586,4.458847543634615
321,13.082411210446846,4.339456932298119,4.419585369192122
322,16.943531818414407,3.94306151170991,5.138685888857153
323,16.722685477574032,3.971029713942005,5.11218131608018
324,16.14186850103647,4.4557065356056835,5.025954921434937
325,16.695849654901483,3.897774120476302,5.6461634761991055
326,15.053569519397287,4.366654972676637,5.220874779686009
327,15.215250153956584,3.8573238837153814,4.833879686264636
328,14.429814585991767,4.392573853300204,5.180832017163446
329,15.227956399010637,3.928798918468797,4.030933732715287
330,10.6352448336769,2.9226348379126756,4.346224809884967
331,14.02273497932702,3.71160484323477,4.385380378287518
332,13.991343585294086,3.8097783299526284,4.5147584754658325
333,11.541170678418194,3.202822905822842,4.370705549224277
334,11.885387029794272,3.00304920759937,4.575259426950587
335,12.312857366422772,2.863256524945765,6.556142148497566
336,12.361564466181253,2.978643530991336,4.549335625777033
337,12.951407447184575,3.5932051437918267,4.598706706927535
338,12.93419583523862,3.667100288656724,4.808292869708945
339,13.26807710407126,2.949679593519397,4.2187951782186675
340,12.526245745254263,3.5663974451609084,4.958954271301634
341,12.830554775280902,3.58450018857277,4.4193085129766505
342,12.883609162544776,3.9567075961017144,4.175568345648596
343,12.953899397528069,5.030127246616721,4.518280929781901
344,12.9142343620504,4.795510045268592,4.441146708556167
345,13.509972682710508,3.831906014386533,5.108353359034607
346,12.945191464601539,3.575736876763191,5.901172929213201
347,11.363597229035392,4.313862799437814,5.05036063885489
348,10.915966495259635,3.772763158639277,4.741323090393799
349,10.04395014520766,3.624108218768515,6.055162208110145
350,11.011964665632984,3.009888426720945,5.517331862125599
351,11.517964657137192,2.9455290800612035,5.429696800754963
352,11.502934397292833,3.4908764740815506,5.504125748947091
353,11.409067086299219,3.6274189325699995,5.368105226436765
354,11.530807094407043,4.858121371043975,5.270860098642474
355,14.919101970990075,3.7558941665554197,5.770688461730543
356,14.342486481583187,3.7768064201169764,4.875071345678845
357,13.396605621669032,3.5618326177312225,4.529832251458584
358,13.505697472321767,3.865736694458357,4.824858542793294
359,13.046830199882052,3.63273973303747,4.834059850359594
360,11.98714867164972,3.489673479259908,5.222602443440682
361,9.050877503801296,2.719415601571774,4.783486824050714
362,11.150093244238384,4.154565910101233,4.5591041196788975
363,12.25340555006375,3.2900803819117437,4.730812558906623
364,9.938428912558486,2.794166920131845,4.85846576751006
365,9.90670649685578,2.723228725109593,4.732753323417526
366,9.254026493256667,2.91365799731829,5.8735714721763905
367,11.303340532305446,3.0127462631427533,4.900377792835295
368,11.12510502731821,3.4057060785830546,4.019909023580464
369,11.149204265274399,2.838608209404016,4.527837362581488
370,10.301789735188983,3.105663421959814,5.054907324980392
371,11.380135329229049,3.6103027179517357,4.8341507095223974
372,11.203488897006466,3.59633855341199,4.90779676990792
373,10.884671790517434,3.6804822050412036,4.812092597302202
374,11.143446310645587,4.561357107209831,5.204269639805725
375,11.098662893106354,4.783176527744064,4.7683049649753375
376,7.08743119929594,2.503482268465564,4.206173828085667
377,7.082368100149102,2.7906731495096047,4.593410687807957
378,7.043272234880671,2.3408899254342024,4.369797289482166
379,11.382274268973882,3.736190961487133,4.578796314045563
380,8.996839550942397,2.5214942724462666,4.2754439813855605
381,9.317553677025074,3.83878764703671,4.526714115338839
382,10.293780728114449,2.868907992691204,4.614332708903849
383,10.228111128371967,2.828427252287093,4.605946613984861
384,10.515101484858913,2.715189575436348,4.496853418016576
385,10.518560227394147,3.208248951805232,4.4357191988181075
386,10.576608085153405,3.609467342201963,4.259343936935613
387,10.5003872603107,4.307403788991845,4.18783983852558
388,10.53089600245198,4.25521580026855,4.183225856920662
389,7.889972380173618,1.7953998128964526,4.728680285579653
390,8.034753364548479,3.990726229788968,4.3828533726295635
391,8.894928702122023,3.4066974086413495,4.868826394720956
392,8.753407487593384,3.539122444898082,4.896094278041939
393,8.588716912912574,3.513086843271418,4.820208199876268
394,8.707365712062982,3.715285806756347,5.5092754328476055
395,8.879907574630113,1.949801444765177,4.175122042503775
396,9.341929239306344,2.749266150560791,4.820761591789504
397,9.096676116192306,2.8753199290027274,4.738557966759425
398,9.17356378680247,3.689770093788136,5.1465685076782695
399,9.18596000284926,4.230155289375391,4.636210430305754
400,9.326351264366135,4.315026382381621,4.74178489308032
401,9.382957244993587,4.328470459747183,4.4247727020335645
402,16.69624888134826,4.044798727109758,5.34640981182446
403,16.22445093726357,3.9332969693547817,5.211642889090713
404,15.95756624798674,3.970008166273246,5.535505175084332
405,15.387902839094604,3.7482232575837946,6.494528565655893
406,16.280098458958378,3.9360459946171096,4.773118225595688
439,5.361283925892582,1.6505902203696294,3.512049812507979
440,6.826295667942716,1.7898741588874507,3.759224211409851
441,6.704550728173206,2.7402368691944496,3.544915546932933
461,16.790966450088867,3.96381985316334,4.2472858414906565
462,16.327243339124607,3.926103833953216,4.806245334828337
463,16.63454398406533,3.9852506520758033,4.851501438262741
464,15.823459258292235,4.158175216901618,5.08801198253255
481,16.24416522526269,3.894896074438452,4.8970051144292785
482,15.503017567293202,4.129844575591144,4.773207682355805
490,16.531373045284283,3.834765974713246,5.186720823274957
491,15.125735716553415,3.9346235292440532,5.762149096660684
492,15.926417365977473,3.7056913729358403,5.089420402871383
509,16.552785629866236,3.9470595853949018,5.53267714039504
510,15.66463094557584,3.9669346928135036,5.45612811262778
511,15.721282705057348,3.7276326743199855,5.9079786271698636
634,6.812905465494108,1.78457986331553,3.06216826335693
635,6.563312579140843,2.79194254786678,3.397809789183293
638,5.22090917354479,1.6435129446950354,4.257038520394907
640,6.102815468522213,2.745784196849293,3.9084558300927092
641,6.735965293280756,1.7847633505943963,3.5832241909853915
692,21.069503567921934,4.564735199156413,5.306597483643523
730,21.535459333665223,4.282658452329574,4.913305642825116
732,20.475028974385673,4.036910533576493,6.155741638530843
733,20.861468523074144,4.203575240805723,5.365915090793575
768,15.774828067074957,3.161572417115023,4.01906118709222
942,16.22850569984653,3.2417926074332697,6.310364271155788
979,15.070864763994308,3.506462450485971,4.4925955946708385
1096,20.473914629309533,3.9343638359180675,6.246441411131116
1134,20.33632870610203,3.8950550798482664,5.612016293682573
1145,20.94584198025487,4.443156665979344,5.65123043327927
1147,20.53259583216189,3.9187894539203123,4.902771069688551
1190,15.11886440501392,3.6599176470375143,4.48722250553832
1204,15.169249160104314,3.9036733421445837,4.91278916932161
1212,13.935314577061362,3.285181655323515,5.020913121359278
1667,5.545343271304654,1.6834694180625696,4.283780152640904
1668,5.693430358741345,1.543395537305837,4.325358118496395
1672,6.539550521051709,2.7442430139878935,4.861959126372465
1673,7.149251536286869,1.7877365700773717,4.271137439630236
1674,7.001724777997234,1.792707794577606,4.753157714358947
1675,6.992177759495659,1.7901400296644416,3.7947165976723056
1676,6.979129990150774,1.7926594560885138,4.965665496435438
1678,6.940985684387061,1.7936575298682822,4.994686383045076
1680,7.113087775521429,2.2593159687702995,4.166606414393401
1681,7.122828055978715,2.757078365591916,4.618590229962258
1822,11.141239400963181,3.627428227583062,5.56660202989228
1823,11.15590847073495,3.5235684899098447,4.9570016864243405
1824,11.197074848278493,3.5837306670502995,5.69090723653741
1825,7.239363820925227,2.4671487520500666,5.057337333475019
1826,10.529646712905972,2.912821606453602,5.3017568872380965
1827,10.076179468436717,3.200815929751805,5.570649021399318
1828,8.034751729816097,2.505759452792308,5.4491024492610425
1829,8.016055607700588,2.6422284595771357,5.440743833801151
1830,6.930594623284575,2.7281896694816385,5.213935615777288
1831,8.564274523323586,3.6546443447030423,4.901148144339515
1832,8.677910091907975,3.532465405682629,5.4083590672899415
1833,9.184176134426169,2.2777099357758708,5.804720921732664
1834,9.12581858123503,3.0833161370961784,5.361455562128937
1835,9.165913365864185,2.9943076189005575,5.70774200615544
1836,9.149192622888098,2.964820262095535,5.614201992051602
1837,9.371748253392536,3.4419685119168237,5.295610704077511
1838,9.364497105941822,3.40007990239042,5.509145278486093
1839,9.392582343646481,3.371492946392273,5.479187553115617
1840,9.386248538298059,4.357751065754388,5.200529608179508
1841,9.38693761793752,4.443250568363329,5.160789691321891
1842,9.401115854573877,3.360018373966177,5.243996049689881
1843,9.384602833201809,3.181299980316547,6.309101888396252
1844,9.389957504305457,3.1525738698186654,6.280615589668992
3410,14.672284326288537,3.259654476472063,5.275688757739786
3782,5.278466660770491,1.6648461092303348,3.331288433200868
3783,5.323928416993635,1.6506761427916414,3.500345199567803
3787,6.782470541076354,1.7863294239651761,2.7987368334561333
4302,14.99069345025892,3.8380238347200413,4.24373435106796
4330,13.935284996855582,3.700663073098894,4.484460981104231
4680,14.955104524764721,3.0749010531277854,4.939376295407827
5127,14.86497189408416,3.0178876876704948,5.0655301776977275
5665,14.548142091997672,3.0844063727160145,5.531484555422747
7959,5.025220858820154,1.6513094269089783,2.942909922700024
7960,5.196873626752591,1.6596395857787818,3.574911591068874
7971,6.070774770543087,1.7827838302825905,2.9933488582206107
7998,5.067322740288829,1.6541200442943944,3.627395804208473
7999,5.203595786201504,1.6691806121701211,3.4391174272714267
8014,6.628731589803378,1.7825537597350753,3.1526594774750127
19514,14.875381941285557,4.274050049552214,4.767117631487736
19521,15.15765149266818,3.191192297748707,4.415430287345258
19522,14.767204064269611,3.3412274539080666,4.7348297304417155
19710,16.539442571666886,3.9675392131679064,4.443024545141167
25870,14.790504938981432,3.077954156627321,4.420119551587018
25881,16.287159723773904,3.168220259906338,4.638510644874717
25887,14.151248666923584,3.3250707903820214,5.357611931046504
25888,15.093393170674224,3.4794218963473345,4.628803607838259
26060,15.112943599101236,2.8438078328091088,5.1544357384038175
26061,15.312539188771538,3.806691494249373,4.393484369215475
26099,13.254762585306295,3.3002213458658742,6.240831221642196
26235,10.385371569140027,2.232891205196367,4.789145103951588
29466,14.729206301454276,3.9024592433005454,5.478607721483665
33135,14.686254571709,3.6991503861558046,4.592449601846574
34225,6.749380401980022,1.7897111745538477,4.506692062527078
34226,6.673787969428778,1.7938049702893295,4.891951800363522
34227,6.69177047425128,1.7901897094723105,3.800704860967375
34235,6.504540651922003,2.811621700773745,3.823631516169847
34236,7.11582140723193,1.7865381385794272,4.205670443868314
34244,6.113617004989804,1.7873504692518325,4.27269206001605
34289,7.011620990129488,1.7875196077520548,3.658990245387661
34290,6.983593970096635,1.844582416681388,4.225254737813975
34293,7.025864739399939,1.7889974300401175,3.80110066365899
34294,7.017364804802025,1.7919820535108841,4.97068873772189
34295,6.98541743211723,1.7925926306262145,5.016131631272522
34299,7.017187985844052,1.7890510382119895,4.008609831147398
34300,7.002362112110563,1.7898643180621483,3.7952964816170116
34322,7.142569112780834,2.8112241081918707,4.30819306334047
35322,14.433327180590455,3.0887497313974928,5.143059659455343
35323,14.482261185707518,3.2918478244695484,5.52630367011082
35332,14.605846765887314,3.283367826743839,5.380576477881133
35345,14.993526716762286,3.501656313486418,4.441532250515628
35373,14.344655877775477,3.361315319690497,5.211840689951983
35386,14.565800268569465,3.303077367090177,5.189869236390262
35387,14.292268043325588,3.3367901135603892,5.688087231408256
35408,14.200135462914455,2.678573693456989,6.031994656264461
35410,14.559477211505335,3.161063941510697,5.4001437295295025
35411,14.440346041259136,3.32214301132682,5.517972439333111
35681,14.397957682008585,3.293234478557422,5.4849024295058655
35708,12.817741963560863,3.2905282603014747,5.069313818281234
35849,16.54260565767904,3.3877687708558533,4.012643075968429
35875,15.146637439736168,3.2447203149339456,4.821518273505797
35876,14.946716240714458,3.497927801033984,3.9844471989264347
36000,15.648218062962703,3.426942232466546,4.261923213005323
36003,14.691350319684744,3.411107229889981,3.9725388394458605
36008,14.591731671266055,3.3831795828563065,3.971467816006157
36222,19.40536697510199,2.180445860910724,4.258269441570215
36223,17.29119103698943,1.6626756257164819,5.542934469513693
36224,15.016533796933707,1.9441486014175011,5.473945479822117
36225,15.126236815202073,1.6480178707229212,5.569300015864867
36226,17.07013596585087,1.5820411128197012,5.587493592973533
36227,18.589613300493923,1.662574943522617,5.628772116666068
36228,17.953693455602334,1.6623166687043933,4.974705431014877
36232,19.261118624645107,1.812636522119655,4.9285873261124955
36233,15.036807377903292,1.5455267234978414,5.094488149661526
36234,10.523134422875264,1.6658074082300232,4.9119660978562445
36235,10.196945058039226,1.6681256775062914,4.666310077111456
36236,16.18501841342072,1.9369011224644792,4.9819829925489785
36237,16.7483502736582,1.6627166758105718,7.150206010491537
