identifier,ringcount,linkage_p,six_ring_p,primaryamine,linker_length,linker_position,hetero_nitrogen,fluorination,furan,pyrrole,sidechain_on_linker,sidechain_on_backbone
9065,4,0.6666666666666666,0.75,2,2,1.0,1,0,0,0,0,0
9066,4,0.6666666666666666,0.75,2,2,1.0,1,0,0,0,0,0
9067,4,0.6666666666666666,0.75,2,2,1.0,1,0,0,0,0,0
9068,4,0.6666666666666666,0.75,2,2,1.0,1,0,0,0,0,0
9069,4,0.6666666666666666,0.75,2,2,1.0,1,0,0,0,0,0
9070,4,0.6666666666666666,0.75,2,2,1.0,1,0,0,0,0,0
9071,4,0.6666666666666666,0.75,2,2,1.0,1,0,0,0,0,0
9072,4,0.6666666666666666,0.75,2,2,1.0,1,0,0,0,0,0
9073,4,0.6666666666666666,0.75,2,2,1.0,1,0,0,0,0,0
9074,4,0.6666666666666666,0.75,2,2,1.0,1,0,0,0,0,0
9075,4,0.6666666666666666,0.75,2,2,1.0,0,0,1,0,0,0
9076,4,0.6666666666666666,0.75,2,2,1.0,0,0,0,1,0,0
9077,4,0.6666666666666666,0.75,2,2,1.0,0,1,0,0,0,0
9078,4,0.6666666666666666,0.75,2,2,1.0,0,1,0,0,0,0
9079,4,0.6666666666666666,0.75,2,2,1.0,0,1,0,0,0,0
9080,4,0.6666666666666666,0.75,2,2,1.0,0,1,0,0,0,0
9081,4,0.6666666666666666,0.75,2,2,1.0,0,1,0,0,0,0
9082,4,0.6666666666666666,0.75,2,2,1.0,0,1,0,0,0,0
9083,4,0.6666666666666666,0.75,2,2,1.0,0,1,0,0,0,0
9084,4,0.6666666666666666,0.75,2,2,1.0,0,1,0,0,0,0
9085,4,0.6666666666666666,0.75,2,2,1.0,0,0,0,0,1,0
9086,4,0.6666666666666666,0.75,2,2,1.0,0,0,0,0,1,0
9087,4,0.6666666666666666,0.75,2,2,1.0,0,0,0,0,0,1
9088,4,0.6666666666666666,0.75,2,2,1.0,0,0,0,0,0,1
9089,4,0.6666666666666666,0.75,2,2,1.0,0,0,0,0,0,1
9090,4,0.6666666666666666,0.75,2,2,1.0,0,0,0,0,0,1
9091,4,0.6666666666666666,0.75,2,2,1.0,0,0,0,0,0,1
9092,4,0.6666666666666666,0.75,2,2,1.0,0,0,0,0,0,1
9093,4,0.6666666666666666,0.75,2,2,1.0,0,0,0,0,0,1
9094,4,0.6666666666666666,0.75,2,2,1.0,0,0,0,0,0,1
9095,4,0.6666666666666666,0.75,2,2,1.0,0,0,0,0,0,1
9096,4,0.6666666666666666,0.75,2,2,1.0,0,0,0,0,0,1
9097,5,0.75,0.8,2,2,1.0,0,0,0,0,0,0
9098,5,0.75,0.6,2,2,1.0,0,0,0,0,0,0
9099,5,0.75,0.6,2,2,1.0,0,0,0,0,0,0
9100,5,0.5,0.8,2,2,1.0,0,0,0,0,0,0
9101,5,0.5,0.8,2,2,1.0,0,0,0,0,0,0
9102,5,0.5,0.6,2,2,1.0,0,0,0,0,0,0
9103,5,0.5,0.6,2,2,1.0,0,0,0,0,0,0
9104,5,0.5,0.6,2,2,1.0,0,0,0,0,0,0
9105,4,0.6666666666666666,0.75,1,1,1.0,0,0,0,0,0,0
9106,4,0.6666666666666666,0.75,1,1,1.0,0,0,0,0,0,0
9107,4,0.6666666666666666,0.75,2,3,1.0,0,0,0,0,0,0
9108,4,0.6666666666666666,0.75,2,3,1.0,0,0,0,0,0,0
9109,4,0.6666666666666666,0.75,2,1,1.0,0,0,0,0,0,0
9110,4,0.6666666666666666,0.75,2,1,1.0,0,0,0,0,0,0
9111,4,0.6666666666666666,0.75,2,2,0.9166666666666666,0,0,0,0,0,0
9112,4,0.6666666666666666,0.75,2,2,0.9166666666666666,0,0,0,0,0,0
9113,4,0.6666666666666666,0.75,2,2,0.9166666666666666,0,0,0,0,0,0
9114,4,0.6666666666666666,0.75,2,2,1.0,1,0,0,0,0,0
9115,4,0.6666666666666666,0.75,2,2,1.0,1,0,0,0,0,0
9116,4,0.6666666666666666,0.75,2,2,1.0,1,0,0,0,0,0
9117,4,0.6666666666666666,0.75,2,2,1.0,1,0,0,0,0,0
9118,4,0.6666666666666666,0.75,2,2,1.0,1,0,0,0,0,0
9119,4,0.6666666666666666,0.75,2,2,1.0,1,0,0,0,0,0
9120,4,0.6666666666666666,0.75,2,2,1.0,1,0,0,0,0,0
9121,4,0.6666666666666666,0.75,2,2,1.0,1,0,0,0,0,0
9122,4,0.6666666666666666,0.75,2,2,1.0,0,0,1,0,0,0
9123,4,0.6666666666666666,0.75,2,2,1.0,0,0,0,1,0,0
9124,4,0.6666666666666666,0.75,2,2,1.0,0,1,0,0,0,0
9125,4,0.6666666666666666,0.75,2,2,1.0,0,1,0,0,0,0
9126,4,0.6666666666666666,0.75,2,2,1.0,0,1,0,0,0,0
9127,4,0.6666666666666666,0.75,2,2,1.0,0,1,0,0,0,0
9128,4,0.6666666666666666,0.75,2,2,1.0,0,1,0,0,0,0
9129,4,0.6666666666666666,0.75,2,2,1.0,0,1,0,0,0,0
9130,4,0.6666666666666666,0.75,2,2,1.0,0,1,0,0,0,0
9131,4,0.6666666666666666,0.75,2,2,1.0,0,0,0,0,1,0
9132,4,0.6666666666666666,0.75,2,2,1.0,0,0,0,0,1,0
9133,4,0.6666666666666666,0.75,2,2,1.0,0,0,0,0,0,1
9134,4,0.6666666666666666,0.75,2,2,1.0,0,0,0,0,0,1
9135,4,0.6666666666666666,0.75,2,2,1.0,0,0,0,0,0,1
9136,4,0.6666666666666666,0.75,2,2,1.0,0,0,0,0,0,1
9137,4,0.6666666666666666,0.75,2,2,1.0,0,0,0,0,0,1
9138,4,0.6666666666666666,0.75,2,2,1.0,0,0,0,0,0,1
9139,4,0.6666666666666666,0.75,2,2,1.0,0,0,0,0,0,1
9140,4,0.6666666666666666,0.75,2,2,1.0,0,0,0,0,0,1
9141,5,0.75,0.6,2,2,1.0,0,0,0,0,0,0
9142,5,0.75,0.4,2,2,1.0,0,0,0,0,0,0
9143,5,0.75,0.4,2,2,1.0,0,0,0,0,0,0
9144,5,0.5,0.6,2,2,1.0,0,0,0,0,0,0
9145,5,0.5,0.4,2,2,1.0,0,0,0,0,0,0
9146,5,0.5,0.4,2,2,1.0,0,0,0,0,0,0
9147,4,0.6666666666666666,0.5,1,1,1.0,0,0,0,0,0,0
9148,4,0.6666666666666666,0.5,1,1,1.0,0,0,0,0,0,0
9149,4,0.6666666666666666,0.5,2,3,1.0,0,0,0,0,0,0
9150,4,0.6666666666666666,0.5,2,3,1.0,0,0,0,0,0,0
9151,4,0.6666666666666666,0.5,2,1,1.0,0,0,0,0,0,0
9152,4,0.6666666666666666,0.5,2,1,1.0,0,0,0,0,0,0
9153,4,0.6666666666666666,0.5,2,2,0.9090909090909092,0,0,0,0,0,0
9154,4,0.6666666666666666,0.5,2,2,1.0,1,0,0,0,0,0
9155,4,0.6666666666666666,0.5,2,2,1.0,1,0,0,0,0,0
9156,4,0.6666666666666666,0.5,2,2,1.0,1,0,0,0,0,0
9157,4,0.6666666666666666,0.5,2,2,1.0,1,0,0,0,0,0
9158,4,0.6666666666666666,0.5,2,2,1.0,1,0,0,0,0,0
9159,4,0.6666666666666666,0.5,2,2,1.0,1,0,0,0,0,0
9160,4,0.6666666666666666,0.5,2,2,1.0,1,0,0,0,0,0
9161,4,0.6666666666666666,0.5,2,2,1.0,1,0,0,0,0,0
9162,4,0.6666666666666666,0.5,2,2,1.0,0,0,1,0,0,0
9163,4,0.6666666666666666,0.5,2,2,1.0,0,0,1,0,0,0
9164,4,0.6666666666666666,0.5,2,2,1.0,0,0,0,1,0,0
9165,4,0.6666666666666666,0.5,2,2,1.0,0,0,0,1,0,0
9166,4,0.6666666666666666,0.5,2,2,1.0,0,1,0,0,0,0
9167,4,0.6666666666666666,0.5,2,2,1.0,0,1,0,0,0,0
9168,4,0.6666666666666666,0.5,2,2,1.0,0,1,0,0,0,0
9169,4,0.6666666666666666,0.5,2,2,1.0,0,1,0,0,0,0
9170,4,0.6666666666666666,0.5,2,2,1.0,0,1,0,0,0,0
9171,4,0.6666666666666666,0.5,2,2,1.0,0,0,0,0,1,0
9172,4,0.6666666666666666,0.5,2,2,1.0,0,0,0,0,1,0
9173,4,0.6666666666666666,0.5,2,2,1.0,0,0,0,0,0,1
9174,4,0.6666666666666666,0.5,2,2,1.0,0,0,0,0,0,1
9175,4,0.6666666666666666,0.5,2,2,1.0,0,0,0,0,0,1
9176,4,0.6666666666666666,0.5,2,2,1.0,0,0,0,0,0,1
9177,4,0.6666666666666666,0.5,2,2,1.0,0,0,0,0,0,1
9178,4,0.6666666666666666,0.5,2,2,1.0,0,0,0,0,0,1
9179,4,0.6666666666666666,0.5,2,2,1.0,0,0,0,0,0,1
9180,4,0.6666666666666666,0.5,2,2,1.0,0,0,0,0,0,1
9181,5,0.75,0.6,2,2,1.0,0,0,0,0,0,0
9182,5,0.75,0.4,2,2,1.0,0,0,0,0,0,0
9183,5,0.75,0.4,2,2,1.0,0,0,0,0,0,0
9184,5,0.5,0.6,2,2,1.0,0,0,0,0,0,0
9185,5,0.5,0.4,2,2,1.0,0,0,0,0,0,0
9186,4,0.6666666666666666,0.5,1,1,1.0,0,0,0,0,0,0
9187,4,0.6666666666666666,0.5,1,1,1.0,0,0,0,0,0,0
9188,4,0.6666666666666666,0.5,2,3,1.0,0,0,0,0,0,0
9189,4,0.6666666666666666,0.5,2,3,1.0,0,0,0,0,0,0
9190,4,0.6666666666666666,0.5,2,1,1.0,0,0,0,0,0,0
9191,4,0.6666666666666666,0.5,2,1,1.0,0,0,0,0,0,0
9192,4,0.6666666666666666,0.5,2,2,0.9090909090909092,0,0,0,0,0,0
9193,4,0.6666666666666666,0.5,2,2,1.0,0,0,0,0,0,0
9194,4,0.6666666666666666,0.5,2,2,1.0,1,0,0,0,0,0
9195,4,0.6666666666666666,0.5,2,2,1.0,1,0,0,0,0,0
9196,4,0.6666666666666666,0.5,2,2,1.0,1,0,0,0,0,0
9197,4,0.6666666666666666,0.5,2,2,1.0,1,0,0,0,0,0
9198,4,0.6666666666666666,0.5,2,2,1.0,1,0,0,0,0,0
9199,4,0.6666666666666666,0.5,2,2,1.0,1,0,0,0,0,0
9200,4,0.6666666666666666,0.5,2,2,1.0,0,0,1,0,0,0
9201,4,0.6666666666666666,0.5,2,2,1.0,0,0,1,0,0,0
9202,4,0.6666666666666666,0.5,2,2,1.0,0,0,0,1,0,0
9203,4,0.6666666666666666,0.5,2,2,1.0,0,0,0,1,0,0
9204,4,0.6666666666666666,0.5,2,2,1.0,0,1,0,0,0,0
9205,4,0.6666666666666666,0.5,2,2,1.0,0,1,0,0,0,0
9206,4,0.6666666666666666,0.5,2,2,1.0,0,1,0,0,0,0
9207,4,0.6666666666666666,0.5,2,2,1.0,0,1,0,0,0,0
9208,4,0.6666666666666666,0.5,2,2,1.0,0,0,0,0,1,0
9209,4,0.6666666666666666,0.5,2,2,1.0,0,0,0,0,1,0
9210,4,0.6666666666666666,0.5,2,2,1.0,0,0,0,0,0,1
9211,4,0.6666666666666666,0.5,2,2,1.0,0,0,0,0,0,1
9212,4,0.6666666666666666,0.5,2,2,1.0,0,0,0,0,0,1
9213,4,0.6666666666666666,0.5,2,2,1.0,0,0,0,0,0,1
9214,4,0.6666666666666666,0.5,2,2,1.0,0,0,0,0,0,1
9215,4,0.6666666666666666,0.5,2,2,1.0,0,0,0,0,0,1
9216,3,1.0,0.6666666666666666,1,2,1.0,0,0,0,0,0,0
9217,3,1.0,0.6666666666666666,1,0,1.0,0,0,0,0,0,0
9218,3,1.0,0.6666666666666666,1,1,0.9,0,0,0,0,0,0
9219,3,1.0,0.6666666666666666,1,1,1.0,1,0,0,0,0,0
9220,3,1.0,0.6666666666666666,1,1,1.0,1,0,0,0,0,0
9221,3,1.0,0.6666666666666666,1,1,1.0,1,0,0,0,0,0
9222,3,1.0,0.6666666666666666,1,1,1.0,1,0,0,0,0,0
9223,3,1.0,0.6666666666666666,1,1,1.0,1,0,0,0,0,0
9224,3,1.0,0.6666666666666666,1,1,1.0,1,0,0,0,0,0
9225,3,1.0,0.6666666666666666,1,1,1.0,0,0,1,0,0,0
9226,3,1.0,0.6666666666666666,1,1,1.0,0,0,0,1,0,0
9227,3,1.0,0.6666666666666666,1,1,1.0,0,1,0,0,0,0
9228,3,1.0,0.6666666666666666,1,1,1.0,0,1,0,0,0,0
9229,3,1.0,0.6666666666666666,1,1,1.0,0,1,0,0,0,0
9230,3,1.0,0.6666666666666666,1,1,1.0,0,1,0,0,0,0
9231,3,1.0,0.6666666666666666,1,1,1.0,0,0,0,0,1,0
9232,3,1.0,0.6666666666666666,1,1,1.0,0,0,0,0,0,1
9233,3,1.0,0.6666666666666666,1,1,1.0,0,0,0,0,0,1
9234,3,1.0,0.6666666666666666,1,1,1.0,0,0,0,0,0,1
9235,3,1.0,0.6666666666666666,1,1,1.0,0,0,0,0,0,1
9236,3,1.0,0.6666666666666666,1,1,1.0,0,0,0,0,0,1
9237,3,1.0,0.6666666666666666,1,1,1.0,0,0,0,0,0,1
9238,3,1.0,0.6666666666666666,1,2,1.0,0,0,0,0,0,0
9239,3,1.0,0.6666666666666666,1,0,1.0,0,0,0,0,0,0
9240,3,1.0,0.6666666666666666,1,1,0.9,0,0,0,0,0,0
9241,3,1.0,0.6666666666666666,1,1,1.0,1,0,0,0,0,0
9242,3,1.0,0.6666666666666666,1,1,1.0,1,0,0,0,0,0
9243,3,1.0,0.6666666666666666,1,1,1.0,1,0,0,0,0,0
9244,3,1.0,0.6666666666666666,1,1,1.0,1,0,0,0,0,0
9245,3,1.0,0.6666666666666666,1,1,1.0,1,0,0,0,0,0
9246,3,1.0,0.6666666666666666,1,1,1.0,1,0,0,0,0,0
9247,3,1.0,0.6666666666666666,1,1,1.0,0,0,0,1,0,0
9248,3,1.0,0.6666666666666666,1,1,1.0,0,1,0,0,0,0
9249,3,1.0,0.6666666666666666,1,1,1.0,0,1,0,0,0,0
9250,3,1.0,0.6666666666666666,1,1,1.0,0,1,0,0,0,0
9251,3,1.0,0.6666666666666666,1,1,1.0,0,1,0,0,0,0
9252,3,1.0,0.6666666666666666,1,1,1.0,0,0,0,0,1,0
9253,3,1.0,0.6666666666666666,1,1,1.0,0,0,0,0,0,1
9254,3,1.0,0.6666666666666666,1,1,1.0,0,0,0,0,0,1
9255,3,1.0,0.6666666666666666,1,1,1.0,0,0,0,0,0,1
9256,3,1.0,0.6666666666666666,1,1,1.0,0,0,0,0,0,1
9257,3,1.0,0.6666666666666666,1,1,1.0,0,0,0,0,0,1
9258,3,1.0,0.6666666666666666,1,1,1.0,0,0,0,0,0,1
9259,3,1.0,0.6666666666666666,2,4,1.0,0,0,0,0,0,0
9260,3,1.0,0.6666666666666666,2,4,1.0,0,0,0,0,0,0
9261,3,1.0,0.6666666666666666,2,2,1.0,0,0,0,0,0,0
9262,3,1.0,0.6666666666666666,2,3,0.9,0,0,0,0,0,0
9263,3,1.0,0.6666666666666666,2,3,0.9,0,0,0,0,0,0
9264,3,1.0,0.6666666666666666,2,3,1.0,1,0,0,0,0,0
9265,3,1.0,0.6666666666666666,2,3,1.0,1,0,0,0,0,0
9266,3,1.0,0.6666666666666666,2,3,1.0,1,0,0,0,0,0
9267,3,1.0,0.6666666666666666,2,3,1.0,1,0,0,0,0,0
9268,3,1.0,0.6666666666666666,2,3,1.0,1,0,0,0,0,0
9269,3,1.0,0.6666666666666666,2,3,1.0,1,0,0,0,0,0
9270,3,1.0,0.6666666666666666,2,3,1.0,0,0,1,0,0,0
9271,3,1.0,0.6666666666666666,2,3,1.0,0,0,0,1,0,0
9272,3,1.0,0.6666666666666666,2,3,1.0,0,1,0,0,0,0
9273,3,1.0,0.6666666666666666,2,3,1.0,0,1,0,0,0,0
9274,3,1.0,0.6666666666666666,2,3,1.0,0,1,0,0,0,0
9275,3,1.0,0.6666666666666666,2,3,1.0,0,1,0,0,0,0
9276,3,1.0,0.6666666666666666,2,3,1.0,0,0,0,0,1,0
9277,3,1.0,0.6666666666666666,2,3,1.0,0,0,0,0,1,0
9278,3,1.0,0.6666666666666666,2,3,1.0,0,0,0,0,1,0
9279,3,1.0,0.6666666666666666,2,3,1.0,0,0,0,0,0,1
9280,3,1.0,0.6666666666666666,2,3,1.0,0,0,0,0,0,1
9281,3,1.0,0.6666666666666666,2,3,1.0,0,0,0,0,0,1
9282,3,1.0,0.6666666666666666,2,3,1.0,0,0,0,0,0,1
9283,3,1.0,0.6666666666666666,2,3,1.0,0,0,0,0,0,1
9284,3,1.0,0.6666666666666666,2,3,1.0,0,0,0,0,0,1
9285,3,1.0,0.6666666666666666,2,4,1.0,0,0,0,0,0,0
9286,3,1.0,0.6666666666666666,2,2,1.0,0,0,0,0,0,0
9287,3,1.0,0.6666666666666666,2,3,0.9,0,0,0,0,0,0
9288,3,1.0,0.6666666666666666,2,3,0.9,0,0,0,0,0,0
9289,3,1.0,0.6666666666666666,2,3,1.0,1,0,0,0,0,0
9290,3,1.0,0.6666666666666666,2,3,1.0,1,0,0,0,0,0
9291,3,1.0,0.6666666666666666,2,3,1.0,1,0,0,0,0,0
9292,3,1.0,0.6666666666666666,2,3,1.0,1,0,0,0,0,0
9293,3,1.0,0.6666666666666666,2,3,1.0,1,0,0,0,0,0
9294,3,1.0,0.6666666666666666,2,3,1.0,1,0,0,0,0,0
9295,3,1.0,0.6666666666666666,2,3,1.0,0,0,1,0,0,0
9296,3,1.0,0.6666666666666666,2,3,1.0,0,0,0,1,0,0
9297,3,1.0,0.6666666666666666,2,3,1.0,0,1,0,0,0,0
9298,3,1.0,0.6666666666666666,2,3,1.0,0,1,0,0,0,0
9299,3,1.0,0.6666666666666666,2,3,1.0,0,1,0,0,0,0
9300,3,1.0,0.6666666666666666,2,3,1.0,0,1,0,0,0,0
9301,3,1.0,0.6666666666666666,2,3,1.0,0,0,0,0,1,0
9302,3,1.0,0.6666666666666666,2,3,1.0,0,0,0,0,1,0
9303,3,1.0,0.6666666666666666,2,3,1.0,0,0,0,0,1,0
9304,3,1.0,0.6666666666666666,2,3,1.0,0,0,0,0,0,1
9305,3,1.0,0.6666666666666666,2,3,1.0,0,0,0,0,0,1
9306,3,1.0,0.6666666666666666,2,3,1.0,0,0,0,0,0,1
9307,3,1.0,0.6666666666666666,2,3,1.0,0,0,0,0,0,1
9308,3,1.0,0.6666666666666666,2,3,1.0,0,0,0,0,0,1
9309,3,1.0,0.6666666666666666,2,3,1.0,0,0,0,0,0,1
9310,3,1.0,0.6666666666666666,2,0,1.0,0,0,0,0,0,0
9311,3,1.0,0.6666666666666666,2,1,0.9,0,0,0,0,0,0
9312,3,1.0,0.6666666666666666,2,1,1.0,1,0,0,0,0,0
9313,3,1.0,0.6666666666666666,2,1,1.0,1,0,0,0,0,0
9314,3,1.0,0.6666666666666666,2,1,1.0,1,0,0,0,0,0
9315,3,1.0,0.6666666666666666,2,1,1.0,1,0,0,0,0,0
9316,3,1.0,0.6666666666666666,2,1,1.0,1,0,0,0,0,0
9317,3,1.0,0.6666666666666666,2,1,1.0,1,0,0,0,0,0
9318,3,1.0,0.6666666666666666,2,1,1.0,0,0,1,0,0,0
9319,3,1.0,0.6666666666666666,2,1,1.0,0,0,0,1,0,0
9320,3,1.0,0.6666666666666666,2,1,1.0,0,1,0,0,0,0
9321,3,1.0,0.6666666666666666,2,1,1.0,0,1,0,0,0,0
9322,3,1.0,0.6666666666666666,2,1,1.0,0,1,0,0,0,0
9323,3,1.0,0.6666666666666666,2,1,1.0,0,1,0,0,0,0
9324,3,1.0,0.6666666666666666,2,1,1.0,0,0,0,0,1,0
9325,3,1.0,0.6666666666666666,2,1,1.0,0,0,0,0,0,1
9326,3,1.0,0.6666666666666666,2,1,1.0,0,0,0,0,0,1
9327,3,1.0,0.6666666666666666,2,1,1.0,0,0,0,0,0,1
9328,3,1.0,0.6666666666666666,2,1,1.0,0,0,0,0,0,1
9329,3,1.0,0.6666666666666666,2,1,1.0,0,0,0,0,0,1
9330,3,1.0,0.6666666666666666,2,1,1.0,0,0,0,0,0,1
9331,3,1.0,0.6666666666666666,2,1,0.9,0,0,0,0,0,0
9332,3,1.0,0.6666666666666666,2,1,1.0,1,0,0,0,0,0
9333,3,1.0,0.6666666666666666,2,1,1.0,1,0,0,0,0,0
9334,3,1.0,0.6666666666666666,2,1,1.0,1,0,0,0,0,0
9335,3,1.0,0.6666666666666666,2,1,1.0,1,0,0,0,0,0
9336,3,1.0,0.6666666666666666,2,1,1.0,1,0,0,0,0,0
9337,3,1.0,0.6666666666666666,2,1,1.0,1,0,0,0,0,0
9338,3,1.0,0.6666666666666666,2,1,1.0,0,0,1,0,0,0
9339,3,1.0,0.6666666666666666,2,1,1.0,0,0,0,1,0,0
9340,3,1.0,0.6666666666666666,2,1,1.0,0,1,0,0,0,0
9341,3,1.0,0.6666666666666666,2,1,1.0,0,1,0,0,0,0
9342,3,1.0,0.6666666666666666,2,1,1.0,0,1,0,0,0,0
9343,3,1.0,0.6666666666666666,2,1,1.0,0,1,0,0,0,0
9344,3,1.0,0.6666666666666666,2,1,1.0,0,0,0,0,1,0
9345,3,1.0,0.6666666666666666,2,1,1.0,0,0,0,0,0,1
9346,3,1.0,0.6666666666666666,2,1,1.0,0,0,0,0,0,1
9347,3,1.0,0.6666666666666666,2,1,1.0,0,0,0,0,0,1
9348,3,1.0,0.6666666666666666,2,1,1.0,0,0,0,0,0,1
9349,3,1.0,0.6666666666666666,2,1,1.0,0,0,0,0,0,1
9350,3,1.0,0.6666666666666666,2,1,1.0,0,0,0,0,0,1
9356,3,1.0,0.6666666666666666,1,1,0.9,0,0,0,0,0,0
9357,3,1.0,0.6666666666666666,2,1,0.9,0,0,0,0,0,0
9358,3,1.0,0.6666666666666666,2,2,0.8,0,0,0,0,0,0
9359,3,1.0,0.6666666666666666,2,2,0.8,0,0,0,0,0,0
9360,3,1.0,0.6666666666666666,2,2,0.9,1,0,0,0,0,0
9361,3,1.0,0.6666666666666666,2,2,0.9,1,0,0,0,0,0
9362,3,1.0,0.6666666666666666,2,2,0.9,1,0,0,0,0,0
9363,3,1.0,0.6666666666666666,2,2,0.9,1,0,0,0,0,0
9364,3,1.0,0.6666666666666666,2,2,0.9,1,0,0,0,0,0
9365,3,1.0,0.6666666666666666,2,2,0.9,1,0,0,0,0,0
9366,3,1.0,0.6666666666666666,2,2,0.9,1,0,0,0,0,0
9367,3,1.0,0.6666666666666666,2,2,0.9,1,0,0,0,0,0
9368,3,1.0,0.6666666666666666,2,2,0.9,0,0,1,0,0,0
9369,3,1.0,0.6666666666666666,2,2,0.9,0,0,0,1,0,0
9370,3,1.0,0.6666666666666666,2,2,0.9,0,1,0,0,0,0
9371,3,1.0,0.6666666666666666,2,2,0.9,0,1,0,0,0,0
9372,3,1.0,0.6666666666666666,2,2,0.9,0,1,0,0,0,0
9373,3,1.0,0.6666666666666666,2,2,0.9,0,1,0,0,0,0
9374,3,1.0,0.6666666666666666,2,2,0.9,0,1,0,0,0,0
9375,3,1.0,0.6666666666666666,2,2,0.9,0,1,0,0,0,0
9376,3,1.0,0.6666666666666666,2,2,0.9,0,0,0,0,1,0
9377,3,1.0,0.6666666666666666,2,2,0.9,0,0,0,0,1,0
9378,3,1.0,0.6666666666666666,2,2,0.9,0,0,0,0,0,1
9379,3,1.0,0.6666666666666666,2,2,0.9,0,0,0,0,0,1
9380,3,1.0,0.6666666666666666,2,2,0.9,0,0,0,0,0,1
9381,3,1.0,0.6666666666666666,2,2,0.9,0,0,0,0,0,1
9382,3,1.0,0.6666666666666666,2,2,0.9,0,0,0,0,0,1
9383,3,1.0,0.6666666666666666,2,2,0.9,0,0,0,0,0,1
9384,3,1.0,0.6666666666666666,2,2,0.9,0,0,0,0,0,1
9385,3,1.0,0.6666666666666666,2,2,0.9,0,0,0,0,0,1
9390,3,1.0,0.6666666666666666,1,1,0.9,0,0,0,0,0,0
9391,3,1.0,0.6666666666666666,2,1,0.9,0,0,0,0,0,0
9392,3,1.0,0.6666666666666666,2,2,0.9,1,0,0,0,0,0
9393,3,1.0,0.6666666666666666,2,2,0.9,1,0,0,0,0,0
9394,3,1.0,0.6666666666666666,2,2,0.9,1,0,0,0,0,0
9395,3,1.0,0.6666666666666666,2,2,0.9,1,0,0,0,0,0
9396,3,1.0,0.6666666666666666,2,2,0.9,1,0,0,0,0,0
9397,3,1.0,0.6666666666666666,2,2,0.9,1,0,0,0,0,0
9398,3,1.0,0.6666666666666666,2,2,0.9,0,0,1,0,0,0
9399,3,1.0,0.6666666666666666,2,2,0.9,0,0,0,1,0,0
9400,3,1.0,0.6666666666666666,2,2,0.9,0,1,0,0,0,0
9401,3,1.0,0.6666666666666666,2,2,0.9,0,1,0,0,0,0
9402,3,1.0,0.6666666666666666,2,2,0.9,0,1,0,0,0,0
9403,3,1.0,0.6666666666666666,2,2,0.9,0,1,0,0,0,0
9404,3,1.0,0.6666666666666666,2,2,0.9,0,0,0,0,1,0
9405,3,1.0,0.6666666666666666,2,2,0.9,0,0,0,0,1,0
9406,3,1.0,0.6666666666666666,2,2,0.9,0,0,0,0,0,1
9407,3,1.0,0.6666666666666666,2,2,0.9,0,0,0,0,0,1
9408,3,1.0,0.6666666666666666,2,2,0.9,0,0,0,0,0,1
9409,3,1.0,0.6666666666666666,2,2,0.9,0,0,0,0,0,1
9410,3,1.0,0.6666666666666666,2,2,0.9,0,0,0,0,0,1
9411,3,1.0,0.6666666666666666,2,2,0.9,0,0,0,0,0,1
9412,3,1.0,0.6666666666666666,2,2,1.0,2,0,0,0,0,0
9413,3,1.0,0.6666666666666666,2,2,1.0,2,0,0,0,0,0
9414,3,1.0,0.6666666666666666,2,2,1.0,2,0,0,0,0,0
9415,3,1.0,0.6666666666666666,2,2,1.0,2,0,0,0,0,0
9416,3,1.0,0.6666666666666666,2,2,1.0,2,0,0,0,0,0
9417,3,1.0,0.6666666666666666,2,2,1.0,2,0,0,0,0,0
9418,3,1.0,0.6666666666666666,2,2,1.0,2,0,0,0,0,0
9419,3,1.0,0.6666666666666666,2,2,1.0,1,0,1,0,0,0
9420,3,1.0,0.6666666666666666,2,2,1.0,1,0,0,1,0,0
9421,3,1.0,0.6666666666666666,2,2,1.0,1,1,0,0,0,0
9422,3,1.0,0.6666666666666666,2,2,1.0,1,1,0,0,0,0
9423,3,1.0,0.6666666666666666,2,2,1.0,1,1,0,0,0,0
9424,3,1.0,0.6666666666666666,2,2,1.0,1,1,0,0,0,0
9425,3,1.0,0.6666666666666666,2,2,1.0,1,1,0,0,0,0
9426,3,1.0,0.6666666666666666,2,2,1.0,1,0,0,0,1,0
9427,3,1.0,0.6666666666666666,2,2,1.0,1,0,0,0,1,0
9428,3,1.0,0.6666666666666666,2,2,1.0,1,0,0,0,0,1
9429,3,1.0,0.6666666666666666,2,2,1.0,1,0,0,0,0,1
9430,3,1.0,0.6666666666666666,2,2,1.0,1,0,0,0,0,1
9431,3,1.0,0.6666666666666666,2,2,1.0,1,0,0,0,0,1
9432,3,1.0,0.6666666666666666,2,2,1.0,1,0,0,0,0,1
9433,3,1.0,0.6666666666666666,2,2,1.0,1,0,0,0,0,1
9434,3,1.0,0.6666666666666666,2,2,1.0,1,0,0,0,0,1
9435,3,1.0,0.6666666666666666,2,2,1.0,2,0,0,0,0,0
9436,3,1.0,0.6666666666666666,2,2,1.0,2,0,0,0,0,0
9437,3,1.0,0.6666666666666666,2,2,1.0,2,0,0,0,0,0
9438,3,1.0,0.6666666666666666,2,2,1.0,2,0,0,0,0,0
9439,3,1.0,0.6666666666666666,2,2,1.0,2,0,0,0,0,0
9440,3,1.0,0.6666666666666666,2,2,1.0,1,0,1,0,0,0
9441,3,1.0,0.6666666666666666,2,2,1.0,1,0,0,1,0,0
