identifier,ringcount,linkage_p,six_ring_p,primaryamine,linker_length,linker_position,hetero_nitrogen,fluorination,furan,pyrrole,sidechain_on_linker,sidechain_on_backbone
24466,3,0.5,0.6666666666666666,2,2,0.875,0,0,0,0,0,1
24467,3,0.5,0.6666666666666666,2,2,0.875,0,0,0,0,0,1
24468,3,0.5,0.6666666666666666,2,2,0.875,0,0,0,0,0,1
24469,3,0.5,0.6666666666666666,2,2,1.0,2,0,0,0,0,0
24470,3,0.5,0.6666666666666666,2,2,1.0,2,0,0,0,0,0
24471,3,0.5,0.6666666666666666,2,2,1.0,2,0,0,0,0,0
24472,3,0.5,0.6666666666666666,2,2,1.0,2,0,0,0,0,0
24473,3,0.5,0.6666666666666666,2,2,1.0,2,0,0,0,0,0
24474,3,0.5,0.6666666666666666,2,2,1.0,2,0,0,0,0,0
24475,3,0.5,0.6666666666666666,2,2,1.0,2,0,0,0,0,0
24476,3,0.5,0.6666666666666666,2,2,1.0,1,0,1,0,0,0
24477,3,0.5,0.6666666666666666,2,2,1.0,1,0,0,1,0,0
24478,3,0.5,0.6666666666666666,2,2,1.0,1,1,0,0,0,0
24479,3,0.5,0.6666666666666666,2,2,1.0,1,1,0,0,0,0
24480,3,0.5,0.6666666666666666,2,2,1.0,1,1,0,0,0,0
24481,3,0.5,0.6666666666666666,2,2,1.0,1,1,0,0,0,0
24482,3,0.5,0.6666666666666666,2,2,1.0,1,1,0,0,0,0
24483,3,0.5,0.6666666666666666,2,2,1.0,1,1,0,0,0,0
24484,3,0.5,0.6666666666666666,2,2,1.0,1,0,0,0,1,0
24485,3,0.5,0.6666666666666666,2,2,1.0,1,0,0,0,1,0
24486,3,0.5,0.6666666666666666,2,2,1.0,1,0,0,0,0,1
24487,3,0.5,0.6666666666666666,2,2,1.0,1,0,0,0,0,1
24488,3,0.5,0.6666666666666666,2,2,1.0,1,0,0,0,0,1
24489,3,0.5,0.6666666666666666,2,2,1.0,1,0,0,0,0,1
24490,3,0.5,0.6666666666666666,2,2,1.0,1,0,0,0,0,1
24491,3,0.5,0.6666666666666666,2,2,1.0,1,0,0,0,0,1
24492,3,0.5,0.6666666666666666,2,2,1.0,1,0,0,0,0,1
24493,3,0.5,0.6666666666666666,2,2,1.0,2,0,0,0,0,0
24494,3,0.5,0.6666666666666666,2,2,1.0,2,0,0,0,0,0
24495,3,0.5,0.6666666666666666,2,2,1.0,2,0,0,0,0,0
24496,3,0.5,0.6666666666666666,2,2,1.0,2,0,0,0,0,0
24497,3,0.5,0.6666666666666666,2,2,1.0,2,0,0,0,0,0
24498,3,0.5,0.6666666666666666,2,2,1.0,1,0,1,0,0,0
24499,3,0.5,0.6666666666666666,2,2,1.0,1,0,0,1,0,0
24500,3,0.5,0.6666666666666666,2,2,1.0,1,1,0,0,0,0
24501,3,0.5,0.6666666666666666,2,2,1.0,1,1,0,0,0,0
24502,3,0.5,0.6666666666666666,2,2,1.0,1,1,0,0,0,0
24503,3,0.5,0.6666666666666666,2,2,1.0,1,1,0,0,0,0
24504,3,0.5,0.6666666666666666,2,2,1.0,1,1,0,0,0,0
24505,3,0.5,0.6666666666666666,2,2,1.0,1,1,0,0,0,0
24506,3,0.5,0.6666666666666666,2,2,1.0,1,0,0,0,1,0
24507,3,0.5,0.6666666666666666,2,2,1.0,1,0,0,0,1,0
24508,3,0.5,0.6666666666666666,2,2,1.0,1,0,0,0,0,1
24509,3,0.5,0.6666666666666666,2,2,1.0,1,0,0,0,0,1
24510,3,0.5,0.6666666666666666,2,2,1.0,1,0,0,0,0,1
24511,3,0.5,0.6666666666666666,2,2,1.0,1,0,0,0,0,1
24512,3,0.5,0.6666666666666666,2,2,1.0,1,0,0,0,0,1
24513,3,0.5,0.6666666666666666,2,2,1.0,1,0,0,0,0,1
24514,3,0.5,0.6666666666666666,2,2,1.0,1,0,0,0,0,1
24515,3,0.5,0.6666666666666666,2,2,1.0,2,0,0,0,0,0
24516,3,0.5,0.6666666666666666,2,2,1.0,2,0,0,0,0,0
24517,3,0.5,0.6666666666666666,2,2,1.0,2,0,0,0,0,0
24518,3,0.5,0.6666666666666666,2,2,1.0,1,0,1,0,0,0
24519,3,0.5,0.6666666666666666,2,2,1.0,1,0,0,1,0,0
24520,3,0.5,0.6666666666666666,2,2,1.0,1,1,0,0,0,0
24521,3,0.5,0.6666666666666666,2,2,1.0,1,1,0,0,0,0
24522,3,0.5,0.6666666666666666,2,2,1.0,1,1,0,0,0,0
24523,3,0.5,0.6666666666666666,2,2,1.0,1,1,0,0,0,0
24524,3,0.5,0.6666666666666666,2,2,1.0,1,1,0,0,0,0
24525,3,0.5,0.6666666666666666,2,2,1.0,1,0,0,0,1,0
24526,3,0.5,0.6666666666666666,2,2,1.0,1,0,0,0,1,0
24527,3,0.5,0.6666666666666666,2,2,1.0,1,0,0,0,0,1
24528,3,0.5,0.6666666666666666,2,2,1.0,1,0,0,0,0,1
24529,3,0.5,0.6666666666666666,2,2,1.0,1,0,0,0,0,1
24530,3,0.5,0.6666666666666666,2,2,1.0,1,0,0,0,0,1
24531,3,0.5,0.6666666666666666,2,2,1.0,1,0,0,0,0,1
24532,3,0.5,0.6666666666666666,2,2,1.0,2,0,0,0,0,0
24533,3,0.5,0.6666666666666666,2,2,1.0,2,0,0,0,0,0
24534,3,0.5,0.6666666666666666,2,2,1.0,1,0,1,0,0,0
24535,3,0.5,0.6666666666666666,2,2,1.0,1,0,0,1,0,0
24536,3,0.5,0.6666666666666666,2,2,1.0,1,1,0,0,0,0
24537,3,0.5,0.6666666666666666,2,2,1.0,1,1,0,0,0,0
24538,3,0.5,0.6666666666666666,2,2,1.0,1,1,0,0,0,0
24539,3,0.5,0.6666666666666666,2,2,1.0,1,1,0,0,0,0
24540,3,0.5,0.6666666666666666,2,2,1.0,1,0,0,0,1,0
24541,3,0.5,0.6666666666666666,2,2,1.0,1,0,0,0,1,0
24542,3,0.5,0.6666666666666666,2,2,1.0,1,0,0,0,0,1
24543,3,0.5,0.6666666666666666,2,2,1.0,1,0,0,0,0,1
24544,3,0.5,0.6666666666666666,2,2,1.0,1,0,0,0,0,1
24545,3,0.5,0.6666666666666666,2,2,1.0,1,0,0,0,0,1
24546,3,0.5,0.6666666666666666,2,2,1.0,1,0,0,0,0,1
24547,3,0.5,0.6666666666666666,2,2,1.0,2,0,0,0,0,0
24548,3,0.5,0.6666666666666666,2,2,1.0,1,0,1,0,0,0
24549,3,0.5,0.6666666666666666,2,2,1.0,1,0,0,1,0,0
24550,3,0.5,0.6666666666666666,2,2,1.0,1,1,0,0,0,0
24551,3,0.5,0.6666666666666666,2,2,1.0,1,1,0,0,0,0
24552,3,0.5,0.6666666666666666,2,2,1.0,1,1,0,0,0,0
24553,3,0.5,0.6666666666666666,2,2,1.0,1,1,0,0,0,0
24554,3,0.5,0.6666666666666666,2,2,1.0,1,0,0,0,1,0
24555,3,0.5,0.6666666666666666,2,2,1.0,1,0,0,0,1,0
24556,3,0.5,0.6666666666666666,2,2,1.0,1,0,0,0,0,1
24557,3,0.5,0.6666666666666666,2,2,1.0,1,0,0,0,0,1
24558,3,0.5,0.6666666666666666,2,2,1.0,1,0,0,0,0,1
24559,3,0.5,0.6666666666666666,2,2,1.0,1,0,0,0,0,1
24560,3,0.5,0.6666666666666666,2,2,1.0,1,0,0,0,0,1
24561,3,0.5,0.6666666666666666,2,2,1.0,1,0,1,0,0,0
24562,3,0.5,0.6666666666666666,2,2,1.0,1,0,0,1,0,0
24563,3,0.5,0.6666666666666666,2,2,1.0,1,1,0,0,0,0
24564,3,0.5,0.6666666666666666,2,2,1.0,1,1,0,0,0,0
24565,3,0.5,0.6666666666666666,2,2,1.0,1,1,0,0,0,0
24566,3,0.5,0.6666666666666666,2,2,1.0,1,1,0,0,0,0
24567,3,0.5,0.6666666666666666,2,2,1.0,1,0,0,0,1,0
24568,3,0.5,0.6666666666666666,2,2,1.0,1,0,0,0,1,0
24569,3,0.5,0.6666666666666666,2,2,1.0,1,0,0,0,0,1
24570,3,0.5,0.6666666666666666,2,2,1.0,1,0,0,0,0,1
24571,3,0.5,0.6666666666666666,2,2,1.0,1,0,0,0,0,1
24572,3,0.5,0.6666666666666666,2,2,1.0,1,0,0,0,0,1
24573,3,0.5,0.6666666666666666,2,2,1.0,1,0,0,0,0,1
24574,3,0.5,0.6666666666666666,2,2,1.0,0,1,1,0,0,0
24575,3,0.5,0.6666666666666666,2,2,1.0,0,1,1,0,0,0
24576,3,0.5,0.6666666666666666,2,2,1.0,0,1,1,0,0,0
24577,3,0.5,0.6666666666666666,2,2,1.0,0,1,1,0,0,0
24578,3,0.5,0.6666666666666666,2,2,1.0,0,1,1,0,0,0
24579,3,0.5,0.6666666666666666,2,2,1.0,0,0,1,0,1,0
24580,3,0.5,0.6666666666666666,2,2,1.0,0,0,1,0,1,0
24581,3,0.5,0.6666666666666666,2,2,1.0,0,0,1,0,0,1
24582,3,0.5,0.6666666666666666,2,2,1.0,0,0,1,0,0,1
24583,3,0.5,0.6666666666666666,2,2,1.0,0,0,1,0,0,1
24584,3,0.5,0.6666666666666666,2,2,1.0,0,0,1,0,0,1
24585,3,0.5,0.6666666666666666,2,2,1.0,0,0,1,0,0,1
24586,3,0.5,0.6666666666666666,2,2,1.0,0,0,1,0,0,1
24587,3,0.5,0.6666666666666666,2,2,1.0,0,1,0,1,0,0
24588,3,0.5,0.6666666666666666,2,2,1.0,0,1,0,1,0,0
24589,3,0.5,0.6666666666666666,2,2,1.0,0,1,0,1,0,0
24590,3,0.5,0.6666666666666666,2,2,1.0,0,1,0,1,0,0
24591,3,0.5,0.6666666666666666,2,2,1.0,0,1,0,1,0,0
24592,3,0.5,0.6666666666666666,2,2,1.0,0,0,0,1,1,0
24593,3,0.5,0.6666666666666666,2,2,1.0,0,0,0,1,1,0
24594,3,0.5,0.6666666666666666,2,2,1.0,0,0,0,1,0,1
24595,3,0.5,0.6666666666666666,2,2,1.0,0,0,0,1,0,1
24596,3,0.5,0.6666666666666666,2,2,1.0,0,0,0,1,0,1
24597,3,0.5,0.6666666666666666,2,2,1.0,0,0,0,1,0,1
24598,3,0.5,0.6666666666666666,2,2,1.0,0,0,0,1,0,1
24599,3,0.5,0.6666666666666666,2,2,1.0,0,0,0,1,0,1
24600,3,0.5,0.6666666666666666,2,2,1.0,0,2,0,0,0,0
24601,3,0.5,0.6666666666666666,2,2,1.0,0,2,0,0,0,0
24602,3,0.5,0.6666666666666666,2,2,1.0,0,2,0,0,0,0
24603,3,0.5,0.6666666666666666,2,2,1.0,0,2,0,0,0,0
24604,3,0.5,0.6666666666666666,2,2,1.0,0,2,0,0,0,0
24605,3,0.5,0.6666666666666666,2,2,1.0,0,2,0,0,0,0
24606,3,0.5,0.6666666666666666,2,2,1.0,0,1,0,0,1,0
24607,3,0.5,0.6666666666666666,2,2,1.0,0,1,0,0,1,0
24608,3,0.5,0.6666666666666666,2,2,1.0,0,1,0,0,0,1
24609,3,0.5,0.6666666666666666,2,2,1.0,0,1,0,0,0,1
24610,3,0.5,0.6666666666666666,2,2,1.0,0,1,0,0,0,1
24611,3,0.5,0.6666666666666666,2,2,1.0,0,1,0,0,0,1
24612,3,0.5,0.6666666666666666,2,2,1.0,0,1,0,0,0,1
24613,3,0.5,0.6666666666666666,2,2,1.0,0,1,0,0,0,1
24614,3,0.5,0.6666666666666666,2,2,1.0,0,1,0,0,0,1
24615,3,0.5,0.6666666666666666,2,2,1.0,0,2,0,0,0,0
24616,3,0.5,0.6666666666666666,2,2,1.0,0,2,0,0,0,0
24617,3,0.5,0.6666666666666666,2,2,1.0,0,2,0,0,0,0
24618,3,0.5,0.6666666666666666,2,2,1.0,0,2,0,0,0,0
24619,3,0.5,0.6666666666666666,2,2,1.0,0,1,0,0,1,0
24620,3,0.5,0.6666666666666666,2,2,1.0,0,1,0,0,1,0
24621,3,0.5,0.6666666666666666,2,2,1.0,0,1,0,0,0,1
24622,3,0.5,0.6666666666666666,2,2,1.0,0,1,0,0,0,1
24623,3,0.5,0.6666666666666666,2,2,1.0,0,1,0,0,0,1
24624,3,0.5,0.6666666666666666,2,2,1.0,0,1,0,0,0,1
24625,3,0.5,0.6666666666666666,2,2,1.0,0,1,0,0,0,1
24626,3,0.5,0.6666666666666666,2,2,1.0,0,1,0,0,0,1
24627,3,0.5,0.6666666666666666,2,2,1.0,0,1,0,0,0,1
24628,3,0.5,0.6666666666666666,2,2,1.0,0,2,0,0,0,0
24629,3,0.5,0.6666666666666666,2,2,1.0,0,2,0,0,0,0
24630,3,0.5,0.6666666666666666,2,2,1.0,0,1,0,0,1,0
24631,3,0.5,0.6666666666666666,2,2,1.0,0,1,0,0,1,0
24632,3,0.5,0.6666666666666666,2,2,1.0,0,1,0,0,0,1
24633,3,0.5,0.6666666666666666,2,2,1.0,0,1,0,0,0,1
24634,3,0.5,0.6666666666666666,2,2,1.0,0,1,0,0,0,1
24635,3,0.5,0.6666666666666666,2,2,1.0,0,1,0,0,0,1
24636,3,0.5,0.6666666666666666,2,2,1.0,0,1,0,0,0,1
24637,3,0.5,0.6666666666666666,2,2,1.0,0,2,0,0,0,0
24638,3,0.5,0.6666666666666666,2,2,1.0,0,1,0,0,1,0
24639,3,0.5,0.6666666666666666,2,2,1.0,0,1,0,0,1,0
24640,3,0.5,0.6666666666666666,2,2,1.0,0,1,0,0,0,1
24641,3,0.5,0.6666666666666666,2,2,1.0,0,1,0,0,0,1
24642,3,0.5,0.6666666666666666,2,2,1.0,0,1,0,0,0,1
24643,3,0.5,0.6666666666666666,2,2,1.0,0,1,0,0,0,1
24644,3,0.5,0.6666666666666666,2,2,1.0,0,1,0,0,0,1
24645,3,0.5,0.6666666666666666,2,2,1.0,0,1,0,0,1,0
24646,3,0.5,0.6666666666666666,2,2,1.0,0,1,0,0,1,0
24647,3,0.5,0.6666666666666666,2,2,1.0,0,1,0,0,0,1
24648,3,0.5,0.6666666666666666,2,2,1.0,0,1,0,0,0,1
24649,3,0.5,0.6666666666666666,2,2,1.0,0,1,0,0,0,1
24650,3,0.5,0.6666666666666666,2,2,1.0,0,1,0,0,0,1
24651,3,0.5,0.6666666666666666,2,2,1.0,0,1,0,0,0,1
24652,3,0.5,0.6666666666666666,2,2,1.0,0,0,0,0,2,0
24653,3,0.5,0.6666666666666666,2,2,1.0,0,0,0,0,1,1
24654,3,0.5,0.6666666666666666,2,2,1.0,0,0,0,0,1,1
24655,3,0.5,0.6666666666666666,2,2,1.0,0,0,0,0,1,1
24656,3,0.5,0.6666666666666666,2,2,1.0,0,0,0,0,1,1
24657,3,0.5,0.6666666666666666,2,2,1.0,0,0,0,0,1,1
24658,3,0.5,0.6666666666666666,2,2,1.0,0,0,0,0,1,1
24659,3,0.5,0.6666666666666666,2,2,1.0,0,0,0,0,1,1
24660,3,0.5,0.6666666666666666,2,2,1.0,0,0,0,0,1,1
24661,3,0.5,0.6666666666666666,2,2,1.0,0,0,0,0,1,1
24662,3,0.5,0.6666666666666666,2,2,1.0,0,0,0,0,1,1
24663,3,0.5,0.6666666666666666,2,2,1.0,0,0,0,0,1,1
24664,3,0.5,0.6666666666666666,2,2,1.0,0,0,0,0,1,1
24665,3,0.5,0.6666666666666666,2,2,1.0,0,0,0,0,0,2
24666,3,0.5,0.6666666666666666,2,2,1.0,0,0,0,0,0,2
24667,3,0.5,0.6666666666666666,2,2,1.0,0,0,0,0,0,2
24668,3,0.5,0.6666666666666666,2,2,1.0,0,0,0,0,0,2
24669,3,0.5,0.6666666666666666,2,2,1.0,0,0,0,0,0,2
24670,3,0.5,0.6666666666666666,2,2,1.0,0,0,0,0,0,2
24671,3,0.5,0.6666666666666666,2,2,1.0,0,0,0,0,0,2
24672,3,0.5,0.6666666666666666,2,2,1.0,0,0,0,0,0,2
24673,3,0.5,0.6666666666666666,2,2,1.0,0,0,0,0,0,2
24674,3,0.5,0.6666666666666666,2,2,1.0,0,0,0,0,0,2
24675,3,0.5,0.6666666666666666,2,2,1.0,0,0,0,0,0,2
24676,3,0.5,0.6666666666666666,2,2,1.0,0,0,0,0,0,2
24677,3,0.5,0.6666666666666666,2,2,1.0,0,0,0,0,0,2
24678,3,0.5,0.6666666666666666,2,2,1.0,0,0,0,0,0,2
24679,3,0.5,0.6666666666666666,2,2,1.0,0,0,0,0,0,2
24680,3,0.5,0.6666666666666666,2,2,1.0,0,0,0,0,0,2
24681,3,0.5,0.6666666666666666,2,2,1.0,0,0,0,0,0,2
24682,3,0.5,0.6666666666666666,2,2,1.0,0,0,0,0,0,2
24683,5,0.75,0.4,2,2,1.0,0,0,0,0,0,0
24684,5,0.75,0.2,2,2,1.0,0,0,0,0,0,0
24685,5,0.75,0.2,2,2,1.0,0,0,0,0,0,0
24686,5,0.5,0.4,2,2,1.0,0,0,0,0,0,0
24687,5,0.5,0.2,2,2,1.0,0,0,0,0,0,0
24688,5,0.5,0.2,2,2,1.0,0,0,0,0,0,0
24689,4,0.6666666666666666,0.25,1,1,1.0,0,0,0,0,0,0
24690,4,0.6666666666666666,0.25,1,1,1.0,0,0,0,0,0,0
24691,4,0.6666666666666666,0.25,2,3,1.0,0,0,0,0,0,0
24692,4,0.6666666666666666,0.25,2,3,1.0,0,0,0,0,0,0
24693,4,0.6666666666666666,0.25,2,1,1.0,0,0,0,0,0,0
24694,4,0.6666666666666666,0.25,2,1,1.0,0,0,0,0,0,0
24695,4,0.6666666666666666,0.25,2,2,0.9,0,0,0,0,0,0
24696,4,0.6666666666666666,0.25,2,2,1.0,1,0,0,0,0,0
24697,4,0.6666666666666666,0.25,2,2,1.0,1,0,0,0,0,0
24698,4,0.6666666666666666,0.25,2,2,1.0,1,0,0,0,0,0
24699,4,0.6666666666666666,0.25,2,2,1.0,1,0,0,0,0,0
24700,4,0.6666666666666666,0.25,2,2,1.0,1,0,0,0,0,0
24701,4,0.6666666666666666,0.25,2,2,1.0,1,0,0,0,0,0
24702,4,0.6666666666666666,0.25,2,2,1.0,1,0,0,0,0,0
24703,4,0.6666666666666666,0.25,2,2,1.0,1,0,0,0,0,0
24704,4,0.6666666666666666,0.25,2,2,1.0,0,0,1,0,0,0
24705,4,0.6666666666666666,0.25,2,2,1.0,0,0,1,0,0,0
24706,4,0.6666666666666666,0.25,2,2,1.0,0,0,1,0,0,0
24707,4,0.6666666666666666,0.25,2,2,1.0,0,0,0,1,0,0
24708,4,0.6666666666666666,0.25,2,2,1.0,0,0,0,1,0,0
24709,4,0.6666666666666666,0.25,2,2,1.0,0,0,0,1,0,0
24710,4,0.6666666666666666,0.25,2,2,1.0,0,1,0,0,0,0
24711,4,0.6666666666666666,0.25,2,2,1.0,0,1,0,0,0,0
24712,4,0.6666666666666666,0.25,2,2,1.0,0,1,0,0,0,0
24713,4,0.6666666666666666,0.25,2,2,1.0,0,0,0,0,1,0
24714,4,0.6666666666666666,0.25,2,2,1.0,0,0,0,0,1,0
24715,4,0.6666666666666666,0.25,2,2,1.0,0,0,0,0,0,1
24716,4,0.6666666666666666,0.25,2,2,1.0,0,0,0,0,0,1
24717,4,0.6666666666666666,0.25,2,2,1.0,0,0,0,0,0,1
24718,4,0.6666666666666666,0.25,2,2,1.0,0,0,0,0,0,1
24719,4,0.6666666666666666,0.25,2,2,1.0,0,0,0,0,0,1
24720,4,0.6666666666666666,0.25,2,2,1.0,0,0,0,0,0,1
24721,4,0.6666666666666666,0.25,2,2,1.0,0,0,0,0,0,1
24722,4,0.6666666666666666,0.25,2,2,1.0,0,0,0,0,0,1
24723,5,0.75,0.2,2,2,1.0,0,0,0,0,0,0
24724,5,0.75,0.2,2,2,1.0,0,0,0,0,0,0
24725,5,0.5,0.4,2,2,1.0,0,0,0,0,0,0
24726,5,0.5,0.2,2,2,1.0,0,0,0,0,0,0
24727,5,0.5,0.2,2,2,1.0,0,0,0,0,0,0
24728,4,0.6666666666666666,0.25,1,1,1.0,0,0,0,0,0,0
24729,4,0.6666666666666666,0.25,1,1,1.0,0,0,0,0,0,0
24730,4,0.6666666666666666,0.25,2,3,1.0,0,0,0,0,0,0
24731,4,0.6666666666666666,0.25,2,3,1.0,0,0,0,0,0,0
24732,4,0.6666666666666666,0.25,2,1,1.0,0,0,0,0,0,0
24733,4,0.6666666666666666,0.25,2,1,1.0,0,0,0,0,0,0
24734,4,0.6666666666666666,0.25,2,2,1.0,1,0,0,0,0,0
24735,4,0.6666666666666666,0.25,2,2,1.0,1,0,0,0,0,0
24736,4,0.6666666666666666,0.25,2,2,1.0,1,0,0,0,0,0
24737,4,0.6666666666666666,0.25,2,2,1.0,1,0,0,0,0,0
24738,4,0.6666666666666666,0.25,2,2,1.0,1,0,0,0,0,0
24739,4,0.6666666666666666,0.25,2,2,1.0,1,0,0,0,0,0
24740,4,0.6666666666666666,0.25,2,2,1.0,1,0,0,0,0,0
24741,4,0.6666666666666666,0.25,2,2,1.0,1,0,0,0,0,0
24742,4,0.6666666666666666,0.25,2,2,1.0,0,0,1,0,0,0
24743,4,0.6666666666666666,0.25,2,2,1.0,0,0,1,0,0,0
24744,4,0.6666666666666666,0.25,2,2,1.0,0,0,1,0,0,0
24745,4,0.6666666666666666,0.25,2,2,1.0,0,0,0,1,0,0
24746,4,0.6666666666666666,0.25,2,2,1.0,0,0,0,1,0,0
24747,4,0.6666666666666666,0.25,2,2,1.0,0,0,0,1,0,0
24748,4,0.6666666666666666,0.25,2,2,1.0,0,1,0,0,0,0
24749,4,0.6666666666666666,0.25,2,2,1.0,0,1,0,0,0,0
24750,4,0.6666666666666666,0.25,2,2,1.0,0,1,0,0,0,0
24751,4,0.6666666666666666,0.25,2,2,1.0,0,0,0,0,1,0
24752,4,0.6666666666666666,0.25,2,2,1.0,0,0,0,0,1,0
24753,4,0.6666666666666666,0.25,2,2,1.0,0,0,0,0,0,1
24754,4,0.6666666666666666,0.25,2,2,1.0,0,0,0,0,0,1
24755,4,0.6666666666666666,0.25,2,2,1.0,0,0,0,0,0,1
24756,4,0.6666666666666666,0.25,2,2,1.0,0,0,0,0,0,1
24757,4,0.6666666666666666,0.25,2,2,1.0,0,0,0,0,0,1
24758,4,0.6666666666666666,0.25,2,2,1.0,0,0,0,0,0,1
24759,4,0.6666666666666666,0.25,2,2,1.0,0,0,0,0,0,1
24760,4,0.6666666666666666,0.25,2,2,1.0,0,0,0,0,0,1
24761,5,0.5,0.4,2,2,1.0,0,0,0,0,0,0
24762,5,0.25,0.6,2,2,1.0,0,0,0,0,0,0
24763,5,0.25,0.6,2,2,1.0,0,0,0,0,0,0
24764,5,0.25,0.4,2,2,1.0,0,0,0,0,0,0
24765,5,0.25,0.4,2,2,1.0,0,0,0,0,0,0
24766,5,0.25,0.4,2,2,1.0,0,0,0,0,0,0
24767,4,0.3333333333333333,0.5,1,1,1.0,0,0,0,0,0,0
24768,4,0.3333333333333333,0.5,1,1,1.0,0,0,0,0,0,0
24769,4,0.3333333333333333,0.5,2,3,1.0,0,0,0,0,0,0
24770,4,0.3333333333333333,0.5,2,3,1.0,0,0,0,0,0,0
24771,4,0.3333333333333333,0.5,2,1,1.0,0,0,0,0,0,0
24772,4,0.3333333333333333,0.5,2,1,1.0,0,0,0,0,0,0
24773,4,0.3333333333333333,0.5,2,2,0.8888888888888888,0,0,0,0,0,0
24774,4,0.3333333333333333,0.5,2,2,1.0,1,0,0,0,0,0
24775,4,0.3333333333333333,0.5,2,2,1.0,1,0,0,0,0,0
24776,4,0.3333333333333333,0.5,2,2,1.0,1,0,0,0,0,0
24777,4,0.3333333333333333,0.5,2,2,1.0,1,0,0,0,0,0
24778,4,0.3333333333333333,0.5,2,2,1.0,1,0,0,0,0,0
24779,4,0.3333333333333333,0.5,2,2,1.0,1,0,0,0,0,0
24780,4,0.3333333333333333,0.5,2,2,1.0,1,0,0,0,0,0
24781,4,0.3333333333333333,0.5,2,2,1.0,1,0,0,0,0,0
24782,4,0.3333333333333333,0.5,2,2,1.0,0,0,1,0,0,0
24783,4,0.3333333333333333,0.5,2,2,1.0,0,0,1,0,0,0
24784,4,0.3333333333333333,0.5,2,2,1.0,0,0,0,1,0,0
24785,4,0.3333333333333333,0.5,2,2,1.0,0,0,0,1,0,0
24786,4,0.3333333333333333,0.5,2,2,1.0,0,1,0,0,0,0
24787,4,0.3333333333333333,0.5,2,2,1.0,0,1,0,0,0,0
24788,4,0.3333333333333333,0.5,2,2,1.0,0,1,0,0,0,0
24789,4,0.3333333333333333,0.5,2,2,1.0,0,1,0,0,0,0
24790,4,0.3333333333333333,0.5,2,2,1.0,0,1,0,0,0,0
24791,4,0.3333333333333333,0.5,2,2,1.0,0,1,0,0,0,0
24792,4,0.3333333333333333,0.5,2,2,1.0,0,0,0,0,1,0
24793,4,0.3333333333333333,0.5,2,2,1.0,0,0,0,0,1,0
24794,4,0.3333333333333333,0.5,2,2,1.0,0,0,0,0,0,1
24795,4,0.3333333333333333,0.5,2,2,1.0,0,0,0,0,0,1
24796,4,0.3333333333333333,0.5,2,2,1.0,0,0,0,0,0,1
24797,4,0.3333333333333333,0.5,2,2,1.0,0,0,0,0,0,1
24798,4,0.3333333333333333,0.5,2,2,1.0,0,0,0,0,0,1
24799,4,0.3333333333333333,0.5,2,2,1.0,0,0,0,0,0,1
24800,4,0.3333333333333333,0.5,2,2,1.0,0,0,0,0,0,1
24801,4,0.3333333333333333,0.5,2,2,1.0,0,0,0,0,0,1
24802,5,0.5,0.4,2,2,1.0,0,0,0,0,0,0
24803,5,0.5,0.2,2,2,1.0,0,0,0,0,0,0
24804,5,0.5,0.2,2,2,1.0,0,0,0,0,0,0
24805,5,0.25,0.4,2,2,1.0,0,0,0,0,0,0
24806,5,0.25,0.2,2,2,1.0,0,0,0,0,0,0
24807,5,0.25,0.2,2,2,1.0,0,0,0,0,0,0
24808,4,0.3333333333333333,0.25,1,1,1.0,0,0,0,0,0,0
24809,4,0.3333333333333333,0.25,1,1,1.0,0,0,0,0,0,0
24810,4,0.3333333333333333,0.25,2,3,1.0,0,0,0,0,0,0
24811,4,0.3333333333333333,0.25,2,3,1.0,0,0,0,0,0,0
24812,4,0.3333333333333333,0.25,2,1,1.0,0,0,0,0,0,0
24813,4,0.3333333333333333,0.25,2,1,1.0,0,0,0,0,0,0
24814,4,0.3333333333333333,0.25,2,2,1.0,1,0,0,0,0,0
24815,4,0.3333333333333333,0.25,2,2,1.0,1,0,0,0,0,0
24816,4,0.3333333333333333,0.25,2,2,1.0,1,0,0,0,0,0
24817,4,0.3333333333333333,0.25,2,2,1.0,1,0,0,0,0,0
24818,4,0.3333333333333333,0.25,2,2,1.0,1,0,0,0,0,0
24819,4,0.3333333333333333,0.25,2,2,1.0,1,0,0,0,0,0
24820,4,0.3333333333333333,0.25,2,2,1.0,0,0,1,0,0,0
24821,4,0.3333333333333333,0.25,2,2,1.0,0,0,1,0,0,0
24822,4,0.3333333333333333,0.25,2,2,1.0,0,0,1,0,0,0
24823,4,0.3333333333333333,0.25,2,2,1.0,0,0,0,1,0,0
24824,4,0.3333333333333333,0.25,2,2,1.0,0,0,0,1,0,0
24825,4,0.3333333333333333,0.25,2,2,1.0,0,0,0,1,0,0
24826,4,0.3333333333333333,0.25,2,2,1.0,0,1,0,0,0,0
24827,4,0.3333333333333333,0.25,2,2,1.0,0,1,0,0,0,0
24828,4,0.3333333333333333,0.25,2,2,1.0,0,1,0,0,0,0
24829,4,0.3333333333333333,0.25,2,2,1.0,0,0,0,0,1,0
24830,4,0.3333333333333333,0.25,2,2,1.0,0,0,0,0,1,0
24831,4,0.3333333333333333,0.25,2,2,1.0,0,0,0,0,0,1
24832,4,0.3333333333333333,0.25,2,2,1.0,0,0,0,0,0,1
24833,4,0.3333333333333333,0.25,2,2,1.0,0,0,0,0,0,1
24834,4,0.3333333333333333,0.25,2,2,1.0,0,0,0,0,0,1
