identifier,ringcount,linkage_p,six_ring_p,primaryamine,linker_length,linker_position,hetero_nitrogen,fluorination,furan,pyrrole,sidechain_on_linker,sidechain_on_backbone,HOMO,LUMO
966,2,1.0,0.5,1,1,1.0,0,1,0,0,0,0,-13.6218,-9.10929
967,2,1.0,0.5,1,1,1.0,0,0,0,0,1,0,-13.3042,-8.91228
968,2,1.0,0.5,1,2,1.0,0,0,0,0,0,0,-13.2098,-9.2282
969,2,1.0,0.5,1,0,1.0,0,0,0,0,0,0,-14.3233,-9.75746
970,2,1.0,0.5,1,1,1.0,1,0,0,0,0,0,-13.9513,-9.63175
971,2,1.0,0.5,1,1,1.0,1,0,0,0,0,0,-13.895,-9.39909
972,2,1.0,0.5,1,1,1.0,1,0,0,0,0,0,-13.8147,-10.4407
973,2,1.0,0.5,1,1,1.0,1,0,0,0,0,0,-13.8049,-10.2198
974,2,1.0,0.5,1,1,1.0,0,0,0,1,0,0,-13.3983,-8.84507
975,2,1.0,0.5,1,1,1.0,0,1,0,0,0,0,-13.64,-9.52426
976,2,1.0,0.5,1,1,1.0,0,1,0,0,0,0,-13.5439,-9.41623
977,2,1.0,0.5,1,1,1.0,0,0,0,0,1,0,-13.5807,-9.37623
978,2,1.0,0.5,2,4,1.0,0,0,0,0,0,0,-11.2467,-6.31821
979,2,1.0,0.5,2,4,1.0,0,0,0,0,0,0,-11.1673,-5.93943
980,2,1.0,0.5,2,2,1.0,0,0,0,0,0,0,-12.1284,-7.04612
981,2,1.0,0.5,2,3,0.8333333333333334,0,0,0,0,0,0,-11.474,-6.50434
982,2,1.0,0.5,2,3,1.0,1,0,0,0,0,0,-12.228,-6.88829
983,2,1.0,0.5,2,3,1.0,1,0,0,0,0,0,-11.8326,-6.82516
984,2,1.0,0.5,2,3,1.0,1,0,0,0,0,0,-12.0163,-7.23551
985,2,1.0,0.5,2,3,1.0,1,0,0,0,0,0,-11.4993,-6.6053
986,2,1.0,0.5,2,3,1.0,0,0,1,0,0,0,-11.5488,-6.33645
987,2,1.0,0.5,2,3,1.0,0,0,0,1,0,0,-10.9782,-5.97508
988,2,1.0,0.5,2,3,1.0,0,1,0,0,0,0,-11.7961,-6.67142
989,2,1.0,0.5,2,3,1.0,0,1,0,0,0,0,-11.727,-6.65672
990,2,1.0,0.5,2,3,1.0,0,0,0,0,1,0,-11.4457,-6.40121
991,2,1.0,0.5,2,3,1.0,0,0,0,0,1,0,-11.4106,-6.38624
992,2,1.0,0.5,2,3,1.0,0,0,0,0,1,0,-11.398,-6.2725
993,2,1.0,0.5,2,4,1.0,0,0,0,0,0,0,-11.6019,-6.69074
994,2,1.0,0.5,2,2,1.0,0,0,0,0,0,0,-12.068,-7.04149
995,2,1.0,0.5,2,3,0.8333333333333334,0,0,0,0,0,0,-11.7202,-6.60475
996,2,1.0,0.5,2,3,1.0,1,0,0,0,0,0,-11.5082,-6.61455
997,2,1.0,0.5,2,3,1.0,1,0,0,0,0,0,-11.7197,-7.04149
998,2,1.0,0.5,2,3,1.0,1,0,0,0,0,0,-11.8734,-6.79333
999,2,1.0,0.5,2,3,1.0,1,0,0,0,0,0,-12.0925,-7.05891
1000,2,1.0,0.5,2,3,1.0,0,0,1,0,0,0,-11.5779,-6.68992
1001,2,1.0,0.5,2,3,1.0,0,0,0,1,0,0,-11.2008,-6.43141
1002,2,1.0,0.5,2,3,1.0,0,1,0,0,0,0,-11.6767,-6.78761
1003,2,1.0,0.5,2,3,1.0,0,1,0,0,0,0,-11.7648,-6.70734
1004,2,1.0,0.5,2,3,1.0,0,0,0,0,1,0,-11.2982,-6.40801
1005,2,1.0,0.5,2,3,1.0,0,0,0,0,1,0,-11.5967,-6.64094
1006,2,1.0,0.5,2,3,1.0,0,0,0,0,1,0,-11.2805,-6.1925
1007,2,1.0,0.5,2,0,1.0,0,0,0,0,0,0,-13.0664,-7.67661
1008,2,1.0,0.5,2,1,1.0,1,0,0,0,0,0,-12.554,-7.51307
1009,2,1.0,0.5,2,1,1.0,1,0,0,0,0,0,-12.6136,-7.74845
1010,2,1.0,0.5,2,1,1.0,1,0,0,0,0,0,-12.7646,-7.67035
1011,2,1.0,0.5,2,1,1.0,1,0,0,0,0,0,-12.7926,-7.81375
1012,2,1.0,0.5,2,1,1.0,0,0,1,0,0,0,-12.2623,-7.20884
1013,2,1.0,0.5,2,1,1.0,0,0,0,1,0,0,-12.0215,-6.91034
1014,2,1.0,0.5,2,1,1.0,0,1,0,0,0,0,-12.6196,-7.43552
1015,2,1.0,0.5,2,1,1.0,0,0,0,0,1,0,-12.3306,-7.16422
1016,2,1.0,0.5,2,1,0.8333333333333334,0,0,0,0,0,0,-12.5162,-7.33674
1017,2,1.0,0.5,2,1,1.0,1,0,0,0,0,0,-12.8111,-7.49402
1018,2,1.0,0.5,2,1,1.0,1,0,0,0,0,0,-12.6587,-7.63117
1019,2,1.0,0.5,2,1,1.0,1,0,0,0,0,0,-12.8449,-7.93539
1020,2,1.0,0.5,2,1,1.0,1,0,0,0,0,0,-12.6617,-7.86301
1021,2,1.0,0.5,2,1,1.0,0,0,1,0,0,0,-12.5589,-7.22599
1022,2,1.0,0.5,2,1,1.0,0,0,0,1,0,0,-12.1295,-6.8472
1023,2,1.0,0.5,2,1,1.0,0,1,0,0,0,0,-12.6797,-7.39089
1024,2,1.0,0.5,2,1,1.0,0,1,0,0,0,0,-12.5417,-7.43932
1025,2,1.0,0.5,2,1,1.0,0,0,0,0,1,0,-12.4734,-7.22844
1028,2,1.0,0.5,2,1,0.8333333333333334,0,0,0,0,0,0,-12.5589,-7.29538
1029,2,1.0,0.5,2,2,0.8333333333333334,1,0,0,0,0,0,-12.5488,-7.2268
1030,2,1.0,0.5,2,2,0.8333333333333334,1,0,0,0,0,0,-12.351,-7.16449
1031,2,1.0,0.5,2,2,0.8333333333333334,1,0,0,0,0,0,-12.204,-7.31796
1032,2,1.0,0.5,2,2,0.8333333333333334,1,0,0,0,0,0,-12.3121,-7.54599
1033,2,1.0,0.5,2,2,0.8333333333333334,1,0,0,0,0,0,-12.1099,-7.12422
1034,2,1.0,0.5,2,2,0.8333333333333334,1,0,0,0,0,0,-12.3276,-7.28531
1035,2,1.0,0.5,2,2,0.8333333333333334,0,0,1,0,0,0,-11.9463,-6.68938
1036,2,1.0,0.5,2,2,0.8333333333333334,0,0,0,1,0,0,-11.7651,-6.50489
1037,2,1.0,0.5,2,2,0.8333333333333334,0,1,0,0,0,0,-12.0881,-6.91333
1038,2,1.0,0.5,2,2,0.8333333333333334,0,1,0,0,0,0,-12.1687,-7.03306
1039,2,1.0,0.5,2,2,0.8333333333333334,0,1,0,0,0,0,-12.1643,-6.88965
1040,2,1.0,0.5,2,2,0.8333333333333334,0,1,0,0,0,0,-12.2016,-6.90435
1041,2,1.0,0.5,2,2,0.8333333333333334,0,0,0,0,1,0,-12.0696,-6.87088
1042,2,1.0,0.5,2,2,0.8333333333333334,0,0,0,0,1,0,-12.0002,-6.71577
1043,2,1.0,0.5,1,1,0.8333333333333334,0,0,0,0,0,0,-13.7529,-8.75608
1044,2,1.0,0.5,2,2,1.0,2,0,0,0,0,0,-12.5338,-7.3313
1045,2,1.0,0.5,2,2,1.0,2,0,0,0,0,0,-12.3782,-7.69076
1046,2,1.0,0.5,2,2,1.0,2,0,0,0,0,0,-12.5317,-7.66736
1047,2,1.0,0.5,2,2,1.0,2,0,0,0,0,0,-12.3632,-7.33048
1048,2,1.0,0.5,2,2,1.0,2,0,0,0,0,0,-12.468,-7.53674
1049,2,1.0,0.5,2,2,1.0,1,0,1,0,0,0,-12.0802,-6.99006
1050,2,1.0,0.5,2,2,1.0,1,0,0,1,0,0,-11.8269,-6.73482
1051,2,1.0,0.5,2,2,1.0,1,1,0,0,0,0,-12.3817,-7.21483
1052,2,1.0,0.5,2,2,1.0,1,1,0,0,0,0,-12.3156,-7.15741
1053,2,1.0,0.5,2,2,1.0,1,1,0,0,0,0,-12.2683,-7.19551
1054,2,1.0,0.5,2,2,1.0,1,0,0,0,1,0,-12.2264,-7.01455
1055,2,1.0,0.5,2,2,1.0,1,0,0,0,1,0,-12.2391,-6.98108
1056,2,1.0,0.5,2,2,1.0,2,0,0,0,0,0,-12.3608,-7.51715
1057,2,1.0,0.5,2,2,1.0,2,0,0,0,0,0,-12.5202,-7.65838
1058,2,1.0,0.5,2,2,1.0,2,0,0,0,0,0,-12.2484,-7.44504
1059,2,1.0,0.5,2,2,1.0,1,0,1,0,0,0,-12.0315,-7.21157
1060,2,1.0,0.5,2,2,1.0,1,0,0,1,0,0,-11.7346,-6.93319
1061,2,1.0,0.5,2,2,1.0,1,1,0,0,0,0,-12.2824,-7.30027
1062,2,1.0,0.5,2,2,1.0,1,1,0,0,0,0,-12.1227,-7.50164
1063,2,1.0,0.5,2,2,1.0,1,1,0,0,0,0,-12.1951,-7.39579
1064,2,1.0,0.5,2,2,1.0,1,0,0,0,1,0,-12.0908,-7.09837
1065,2,1.0,0.5,2,2,1.0,1,0,0,0,1,0,-12.0228,-7.24204
1066,2,1.0,0.5,2,2,1.0,2,0,0,0,0,0,-12.5336,-7.66817
1067,2,1.0,0.5,2,2,1.0,1,0,0,1,0,0,-12.0628,-6.82544
1068,2,1.0,0.5,2,2,1.0,1,1,0,0,0,0,-12.425,-7.57021
1069,2,1.0,0.5,2,2,1.0,1,1,0,0,0,0,-12.3654,-7.53402
1070,2,1.0,0.5,2,2,1.0,1,0,0,0,1,0,-12.2778,-7.4132
1071,2,1.0,0.5,2,2,1.0,1,0,0,0,1,0,-12.2669,-7.26816
1072,2,1.0,0.5,2,2,1.0,1,0,1,0,0,0,-12.114,-7.08068
1073,2,1.0,0.5,2,2,1.0,1,0,0,1,0,0,-11.727,-6.7555
1074,2,1.0,0.5,2,2,1.0,1,1,0,0,0,0,-12.2155,-7.22408
1075,2,1.0,0.5,2,2,1.0,1,1,0,0,0,0,-12.1678,-7.20667
1076,2,1.0,0.5,2,2,1.0,1,0,0,0,1,0,-11.9657,-7.05918
1077,2,1.0,0.5,2,2,1.0,1,0,0,0,1,0,-12.09,-7.0853
1078,2,1.0,0.5,2,2,1.0,1,0,1,0,0,0,-12.6215,-7.40504
1079,2,1.0,0.5,2,2,1.0,0,1,1,0,0,0,-11.9706,-6.88122
1080,2,1.0,0.5,2,2,1.0,0,1,1,0,0,0,-11.9017,-7.01102
1081,2,1.0,0.5,2,2,1.0,0,0,1,0,1,0,-11.8059,-6.6589
1082,2,1.0,0.5,2,2,1.0,0,0,1,0,1,0,-11.8024,-6.78707
1083,2,1.0,0.5,2,2,1.0,0,1,0,1,0,0,-11.6998,-6.62325
1084,2,1.0,0.5,2,2,1.0,0,1,0,1,0,0,-11.6348,-6.75931
1085,2,1.0,0.5,2,2,1.0,0,0,0,1,1,0,-11.5134,-6.37209
1086,2,1.0,0.5,2,2,1.0,0,0,0,1,1,0,-11.49,-6.49754
1087,2,1.0,0.5,2,2,1.0,0,2,0,0,0,0,-12.1518,-7.11034
1088,2,1.0,0.5,2,2,1.0,0,2,0,0,0,0,-12.2794,-7.07769
1089,2,1.0,0.5,2,2,1.0,0,2,0,0,0,0,-12.1961,-7.1019
1090,2,1.0,0.5,2,2,1.0,0,1,0,0,1,0,-12.0459,-6.82952
1091,2,1.0,0.5,2,2,1.0,0,1,0,0,1,0,-12.0884,-6.88122
1092,2,1.0,0.5,2,2,1.0,0,2,0,0,0,0,-12.0995,-7.1468
1093,2,1.0,0.5,2,2,1.0,0,1,0,0,1,0,-12.0174,-6.91061
1094,2,1.0,0.5,2,2,1.0,0,1,0,0,1,0,-11.948,-6.91877
1095,2,1.0,0.5,2,2,1.0,0,0,0,0,2,0,-11.8887,-6.72639
1096,4,1.0,0.5,2,2,1.0,0,0,0,0,0,0,-9.6976,-5.89154
1097,3,1.0,0.6666666666666666,1,1,1.0,0,0,0,0,0,0,-11.619,-8.09893
1098,3,1.0,0.6666666666666666,2,3,1.0,0,0,0,0,0,0,-9.99747,-5.89072
1099,3,1.0,0.6666666666666666,2,1,1.0,0,0,0,0,0,0,-10.7599,-6.54625
1100,3,1.0,0.6666666666666666,2,2,0.9,0,0,0,0,0,0,-10.5365,-6.23549
1101,3,1.0,0.6666666666666666,2,2,1.0,1,0,0,0,0,0,-10.6369,-6.37754
1102,3,1.0,0.6666666666666666,2,2,1.0,1,0,0,0,0,0,-10.5265,-6.59822
1103,3,1.0,0.6666666666666666,2,2,1.0,1,0,0,0,0,0,-10.7354,-6.6638
1104,3,1.0,0.6666666666666666,2,2,1.0,0,0,1,0,0,0,-10.2712,-6.57999
1105,3,1.0,0.6666666666666666,2,2,1.0,0,0,0,1,0,0,-10.023,-6.22053
1106,3,1.0,0.6666666666666666,2,2,1.0,0,1,0,0,0,0,-10.5376,-6.40529
1107,3,1.0,0.6666666666666666,2,2,1.0,0,1,0,0,0,0,-10.502,-6.40039
1108,3,1.0,0.6666666666666666,2,2,1.0,0,0,0,0,1,0,-10.3994,-6.27767
1109,4,1.0,0.5,2,2,1.0,0,0,0,0,0,0,-9.48127,-5.7397
1110,4,1.0,0.25,2,2,1.0,0,0,0,0,0,0,-9.54902,-5.83222
1111,4,1.0,0.25,2,2,1.0,0,0,0,0,0,0,-9.70222,-5.88038
1112,4,1.0,0.25,2,2,1.0,0,0,0,0,0,0,-9.61324,-6.03658
1113,3,1.0,0.3333333333333333,1,1,1.0,0,0,0,0,0,0,-11.5689,-8.12968
1114,3,1.0,0.3333333333333333,1,1,1.0,0,0,0,0,0,0,-11.5795,-8.6837
1115,3,1.0,0.3333333333333333,2,3,1.0,0,0,0,0,0,0,-10.2323,-6.08229
1116,3,1.0,0.3333333333333333,2,3,1.0,0,0,0,0,0,0,-10.225,-6.11658
1117,3,1.0,0.3333333333333333,2,1,1.0,0,0,0,0,0,0,-10.7322,-6.56366
1118,3,1.0,0.3333333333333333,2,1,1.0,0,0,0,0,0,0,-10.7733,-6.58053
1119,3,1.0,0.3333333333333333,2,2,0.8888888888888888,0,0,0,0,0,0,-10.5365,-6.21944
1120,3,1.0,0.3333333333333333,2,2,1.0,1,0,0,0,0,0,-10.5997,-6.36937
1121,3,1.0,0.3333333333333333,2,2,1.0,1,0,0,0,0,0,-10.5131,-6.59414
1122,3,1.0,0.3333333333333333,2,2,1.0,1,0,0,0,0,0,-10.7327,-6.62924
1123,3,1.0,0.3333333333333333,2,2,1.0,1,0,0,0,0,0,-10.7975,-6.48611
1124,3,1.0,0.3333333333333333,2,2,1.0,1,0,0,0,0,0,-10.6097,-6.77292
1125,3,1.0,0.3333333333333333,2,2,1.0,1,0,0,0,0,0,-10.5428,-6.454
1126,3,1.0,0.3333333333333333,2,2,1.0,0,0,1,0,0,0,-10.2837,-6.41999
1127,3,1.0,0.3333333333333333,2,2,1.0,0,0,1,0,0,0,-10.3885,-6.20719
1128,3,1.0,0.3333333333333333,2,2,1.0,0,0,0,1,0,0,-10.161,-6.05726
1129,3,1.0,0.3333333333333333,2,2,1.0,0,0,0,1,0,0,-9.99774,-6.19957
1130,3,1.0,0.3333333333333333,2,2,1.0,0,1,0,0,0,0,-10.5194,-6.3359
1131,3,1.0,0.3333333333333333,2,2,1.0,0,1,0,0,0,0,-10.469,-6.38434
1132,3,1.0,0.3333333333333333,2,2,1.0,0,0,0,0,1,0,-10.3828,-6.17399
1133,3,1.0,0.3333333333333333,2,2,1.0,0,0,0,0,1,0,-10.3983,-6.23821
1134,4,1.0,0.25,2,2,1.0,0,0,0,0,0,0,-9.72427,-6.06352
1135,3,1.0,0.3333333333333333,1,1,1.0,0,0,0,0,0,0,-11.9352,-8.51717
1136,3,1.0,0.3333333333333333,2,3,1.0,0,0,0,0,0,0,-10.5213,-6.29808
1137,3,1.0,0.3333333333333333,2,1,1.0,0,0,0,0,0,0,-11.1368,-6.75305
1138,3,1.0,0.3333333333333333,2,2,1.0,1,0,0,0,0,0,-10.9218,-6.55414
1139,3,1.0,0.3333333333333333,2,2,1.0,1,0,0,0,0,0,-10.9548,-6.84666
1140,3,1.0,0.3333333333333333,2,2,1.0,1,0,0,0,0,0,-10.9518,-6.75904
1141,3,1.0,0.3333333333333333,2,2,1.0,0,0,1,0,0,0,-10.6957,-6.58189
1142,3,1.0,0.3333333333333333,2,2,1.0,0,0,0,1,0,0,-10.5039,-6.30352
1143,3,1.0,0.3333333333333333,2,2,1.0,0,1,0,0,0,0,-10.927,-6.60067
1144,3,1.0,0.3333333333333333,2,2,1.0,0,0,0,0,1,0,-10.7912,-6.39658
1145,4,1.0,0.5,2,2,1.0,0,0,0,0,0,0,-9.27691,-5.91004
1146,4,1.0,0.25,2,2,1.0,0,0,0,0,0,0,-9.27909,-5.91277
1147,4,1.0,0.25,2,2,1.0,0,0,0,0,0,0,-9.37977,-6.18325
1148,3,1.0,0.3333333333333333,1,1,1.0,0,0,0,0,0,0,-11.438,-8.24696
1149,3,1.0,0.3333333333333333,1,1,1.0,0,0,0,0,0,0,-11.9534,-8.48696
1150,3,1.0,0.3333333333333333,2,3,1.0,0,0,0,0,0,0,-10.2505,-6.40067
1151,3,1.0,0.3333333333333333,2,3,1.0,0,0,0,0,0,0,-10.102,-6.35277
1152,3,1.0,0.3333333333333333,2,1,1.0,0,0,0,0,0,0,-10.711,-6.85455
1153,3,1.0,0.3333333333333333,2,1,1.0,0,0,0,0,0,0,-10.7659,-6.93238
1154,3,1.0,0.3333333333333333,2,2,0.8888888888888888,0,0,0,0,0,0,-10.5493,-6.5974
1155,3,1.0,0.3333333333333333,2,2,1.0,1,0,0,0,0,0,-10.5518,-6.74244
1156,3,1.0,0.3333333333333333,2,2,1.0,1,0,0,0,0,0,-10.5216,-6.88176
1157,3,1.0,0.3333333333333333,2,2,1.0,1,0,0,0,0,0,-10.6829,-6.95224
1158,3,1.0,0.3333333333333333,2,2,1.0,1,0,0,0,0,0,-10.7028,-6.89265
1159,3,1.0,0.3333333333333333,2,2,1.0,1,0,0,0,0,0,-10.6778,-6.89401
1160,3,1.0,0.3333333333333333,2,2,1.0,1,0,0,0,0,0,-10.5937,-6.57808
1161,3,1.0,0.3333333333333333,2,2,1.0,0,0,1,0,0,0,-10.2794,-6.77292
1162,3,1.0,0.3333333333333333,2,2,1.0,0,0,1,0,0,0,-10.3428,-6.55387
1163,3,1.0,0.3333333333333333,2,2,1.0,0,0,0,1,0,0,-10.1058,-6.38407
1164,3,1.0,0.3333333333333333,2,2,1.0,0,0,0,1,0,0,-10.0552,-6.47033
1165,3,1.0,0.3333333333333333,2,2,1.0,0,1,0,0,0,0,-10.4897,-6.64257
1166,3,1.0,0.3333333333333333,2,2,1.0,0,1,0,0,0,0,-10.5126,-6.59332
1167,3,1.0,0.3333333333333333,2,2,1.0,0,0,0,0,1,0,-10.3803,-6.55768
1168,3,1.0,0.3333333333333333,2,2,1.0,0,0,0,0,1,0,-10.2962,-6.50489
1169,2,1.0,0.5,1,2,1.0,0,0,0,0,0,0,-12.9703,-8.86275
1170,2,1.0,0.5,1,0,1.0,0,0,0,0,0,0,-14.2068,-9.60835
1171,2,1.0,0.5,1,1,1.0,1,0,0,0,0,0,-13.7774,-9.35474
1172,2,1.0,0.5,1,1,1.0,1,0,0,0,0,0,-13.9363,-9.59011
1173,2,1.0,0.5,1,1,1.0,1,0,0,0,0,0,-13.726,-9.601
1174,2,1.0,0.5,1,1,1.0,1,0,0,0,0,0,-13.889,-10.2179
1175,2,1.0,0.5,1,1,1.0,0,0,0,1,0,0,-12.9303,-8.94929
1176,2,1.0,0.5,1,1,1.0,0,1,0,0,0,0,-13.5654,-9.38548
1177,2,1.0,0.5,1,1,1.0,0,1,0,0,0,0,-13.652,-9.29895
1178,2,1.0,0.5,1,1,1.0,0,0,0,0,1,0,-13.3246,-9.05051
1179,2,1.0,0.5,1,2,1.0,0,0,0,0,0,0,-13.4909,-9.13786
1180,2,1.0,0.5,1,0,1.0,0,0,0,0,0,0,-14.6234,-9.81107
1181,2,1.0,0.5,1,1,1.0,1,0,0,0,0,0,-14.2479,-9.63855
1182,2,1.0,0.5,1,1,1.0,1,0,0,0,0,0,-14.1799,-9.71556
1183,2,1.0,0.5,1,1,1.0,1,0,0,0,0,0,-14.049,-9.89815
1184,2,1.0,0.5,1,1,1.0,1,0,0,0,0,0,-14.2155,-10.3322
1185,2,1.0,0.5,1,1,1.0,0,0,0,1,0,0,-13.7826,-9.00344
1186,2,1.0,0.5,1,1,1.0,0,1,0,0,0,0,-13.8384,-9.52943
1187,2,1.0,0.5,1,1,1.0,0,1,0,0,0,0,-13.7578,-9.45923
1188,2,1.0,0.5,1,1,1.0,0,0,0,0,1,0,-13.809,-9.32698
1189,2,1.0,0.5,2,4,1.0,0,0,0,0,0,0,-11.7039,-6.87169
1190,2,1.0,0.5,2,4,1.0,0,0,0,0,0,0,-10.9651,-6.13971
1191,2,1.0,0.5,2,2,1.0,0,0,0,0,0,0,-12.1673,-7.2668
1192,2,1.0,0.5,2,3,0.8333333333333334,0,0,0,0,0,0,-11.4685,-6.71659
1193,2,1.0,0.5,2,3,1.0,1,0,0,0,0,0,-12.1442,-7.22245
1194,2,1.0,0.5,2,3,1.0,1,0,0,0,0,0,-11.7795,-7.18163
1195,2,1.0,0.5,2,3,1.0,1,0,0,0,0,0,-11.9896,-7.32232
1196,2,1.0,0.5,2,3,1.0,1,0,0,0,0,0,-11.8683,-7.01401
1197,2,1.0,0.5,2,3,1.0,0,0,1,0,0,0,-11.5363,-6.92775
1198,2,1.0,0.5,2,3,1.0,0,0,0,1,0,0,-10.9156,-6.14869
1199,2,1.0,0.5,2,3,1.0,0,1,0,0,0,0,-11.8125,-6.897
1200,2,1.0,0.5,2,3,1.0,0,1,0,0,0,0,-11.7749,-6.88367
1201,2,1.0,0.5,2,3,1.0,0,0,0,0,1,0,-11.4402,-6.59876
1202,2,1.0,0.5,2,3,1.0,0,0,0,0,1,0,-11.7017,-6.84775
1203,2,1.0,0.5,2,3,1.0,0,0,0,0,1,0,-11.3232,-6.39277
1204,2,1.0,0.5,2,4,1.0,0,0,0,0,0,0,-10.7308,-6.25699
1205,2,1.0,0.5,2,2,1.0,0,0,0,0,0,0,-11.9376,-7.23279
1206,2,1.0,0.5,2,3,0.8333333333333334,0,0,0,0,0,0,-11.5708,-6.86135
1207,2,1.0,0.5,2,3,1.0,1,0,0,0,0,0,-12.034,-7.14
1208,2,1.0,0.5,2,3,1.0,1,0,0,0,0,0,-11.8614,-7.29157
1209,2,1.0,0.5,2,3,1.0,1,0,0,0,0,0,-11.6462,-7.22381
1210,2,1.0,0.5,2,3,1.0,1,0,0,0,0,0,-11.7782,-6.96748
1211,2,1.0,0.5,2,3,1.0,0,0,1,0,0,0,-11.3989,-7.05918
1212,2,1.0,0.5,2,3,1.0,0,0,0,1,0,0,-10.6873,-6.35604
1213,2,1.0,0.5,2,3,1.0,0,1,0,0,0,0,-11.6832,-6.92993
1214,2,1.0,0.5,2,3,1.0,0,1,0,0,0,0,-11.6693,-6.89374
1215,2,1.0,0.5,2,3,1.0,0,0,0,0,1,0,-11.2084,-6.58951
1216,2,1.0,0.5,2,3,1.0,0,0,0,0,1,0,-11.5036,-6.83251
1217,2,1.0,0.5,2,3,1.0,0,0,0,0,1,0,-11.1714,-6.43114
1218,2,1.0,0.5,2,0,1.0,0,0,0,0,0,0,-13.01,-7.98437
1219,2,1.0,0.5,2,1,1.0,1,0,0,0,0,0,-12.6351,-7.73348
1220,2,1.0,0.5,2,1,1.0,1,0,0,0,0,0,-12.7243,-8.10355
1221,2,1.0,0.5,2,1,1.0,1,0,0,0,0,0,-12.5162,-8.03226
1222,2,1.0,0.5,2,1,1.0,1,0,0,0,0,0,-12.7295,-7.9675
1223,2,1.0,0.5,2,1,1.0,0,0,1,0,0,0,-12.256,-7.77239
1224,2,1.0,0.5,2,1,1.0,0,0,0,1,0,0,-11.8446,-7.23333
1225,2,1.0,0.5,2,1,1.0,0,1,0,0,0,0,-12.4957,-7.69538
1226,2,1.0,0.5,2,1,1.0,0,1,0,0,0,0,-12.5719,-7.78954
1227,2,1.0,0.5,2,1,1.0,0,0,0,0,1,0,-12.2707,-7.41511
1228,2,1.0,0.5,2,1,0.8333333333333334,0,0,0,0,0,0,-12.5513,-7.5547
1229,2,1.0,0.5,2,1,1.0,1,0,0,0,0,0,-12.7763,-7.78545
1230,2,1.0,0.5,2,1,1.0,1,0,0,0,0,0,-12.6057,-7.98954
1231,2,1.0,0.5,2,1,1.0,1,0,0,0,0,0,-12.7983,-8.10546
1232,2,1.0,0.5,2,1,1.0,1,0,0,0,0,0,-12.8911,-8.03199
1233,2,1.0,0.5,2,1,1.0,0,0,1,0,0,0,-12.3611,-7.69593
1234,2,1.0,0.5,2,1,1.0,0,0,0,1,0,0,-12.1733,-7.23606
1235,2,1.0,0.5,2,1,1.0,0,1,0,0,0,0,-12.6302,-7.68695
1236,2,1.0,0.5,2,1,1.0,0,1,0,0,0,0,-12.5363,-7.70436
1237,2,1.0,0.5,2,1,1.0,0,0,0,0,1,0,-12.468,-7.47062
1238,2,1.0,0.5,1,1,0.8333333333333334,0,0,0,0,0,0,-13.4139,-9.0516
1239,2,1.0,0.5,2,1,0.8333333333333334,0,0,0,0,0,0,-12.5861,-7.49375
1240,2,1.0,0.5,2,2,0.8333333333333334,1,0,0,0,0,0,-12.5289,-7.50817
1241,2,1.0,0.5,2,2,0.8333333333333334,1,0,0,0,0,0,-12.3159,-7.43497
1242,2,1.0,0.5,2,2,0.8333333333333334,1,0,0,0,0,0,-12.1518,-7.57157
1243,2,1.0,0.5,2,2,0.8333333333333334,1,0,0,0,0,0,-12.2868,-7.68042
1244,2,1.0,0.5,2,2,0.8333333333333334,1,0,0,0,0,0,-12.2383,-7.25837
1245,2,1.0,0.5,2,2,0.8333333333333334,1,0,0,0,0,0,-12.4087,-7.51524
1246,2,1.0,0.5,2,2,0.8333333333333334,0,0,1,0,0,0,-11.8103,-7.26163
1247,2,1.0,0.5,2,2,0.8333333333333334,0,0,0,1,0,0,-11.4691,-6.72747
1248,2,1.0,0.5,2,2,0.8333333333333334,0,1,0,0,0,0,-12.0859,-7.09428
1249,2,1.0,0.5,2,2,0.8333333333333334,0,1,0,0,0,0,-12.1738,-7.28939
1250,2,1.0,0.5,2,2,0.8333333333333334,0,1,0,0,0,0,-12.0182,-7.2151
1251,2,1.0,0.5,2,2,0.8333333333333334,0,1,0,0,0,0,-12.0933,-7.30408
1252,2,1.0,0.5,2,2,0.8333333333333334,0,0,0,0,1,0,-11.9828,-7.16122
1253,2,1.0,0.5,2,2,0.8333333333333334,0,0,0,0,1,0,-11.9232,-7.07959
1254,2,1.0,0.5,2,2,1.0,2,0,0,0,0,0,-12.4794,-7.72042
1255,2,1.0,0.5,2,2,1.0,2,0,0,0,0,0,-12.2949,-7.90165
1256,2,1.0,0.5,2,2,1.0,2,0,0,0,0,0,-12.5404,-7.85756
1257,2,1.0,0.5,2,2,1.0,2,0,0,0,0,0,-12.4223,-7.52314
1258,2,1.0,0.5,2,2,1.0,2,0,0,0,0,0,-12.4038,-7.7694
1259,2,1.0,0.5,2,2,1.0,1,0,1,0,0,0,-12.0487,-7.53048
1260,2,1.0,0.5,2,2,1.0,1,0,0,1,0,0,-11.6691,-6.97074
1261,2,1.0,0.5,2,2,1.0,1,1,0,0,0,0,-12.3638,-7.53729
1262,2,1.0,0.5,2,2,1.0,1,1,0,0,0,0,-12.3164,-7.43742
1263,2,1.0,0.5,2,2,1.0,1,1,0,0,0,0,-12.3096,-7.41211
1264,2,1.0,0.5,2,2,1.0,1,0,0,0,1,0,-12.1787,-7.34436
1265,2,1.0,0.5,2,2,1.0,1,0,0,0,1,0,-12.0498,-7.18544
1266,2,1.0,0.5,2,2,1.0,2,0,0,0,0,0,-12.3347,-7.84069
