identifier,ringcount,linkage_p,six_ring_p,primaryamine,linker_length,linker_position,hetero_nitrogen,fluorination,furan,pyrrole,sidechain_on_linker,sidechain_on_backbone,HOMO,LUMO
1,2,0.0,0.0,2,2,1.0,0,0,0,0,0,0,-12.63,-7.888
2,2,0.0,0.0,2,1,1.0,0,0,0,0,0,0,-13.185,-8.346
4,1,0.0,0.0,2,2,1.0,0,0,0,0,0,0,-14.221,-8.494
5,1,0.0,0.0,2,2,1.0,0,0,1,0,0,0,-14.147,-8.37
6,1,0.0,0.0,2,2,1.0,0,0,0,1,0,0,-13.449,-7.463
7,1,0.0,1.0,2,2,1.0,0,0,0,0,0,1,-13.7241,-8.10519
8,1,0.0,0.0,1,1,1.0,0,0,0,0,0,0,-16.72,-11.247
9,2,0.0,1.0,2,2,1.0,0,0,0,0,0,1,-11.7991,-7.60559
10,1,0.0,0.0,1,1,1.0,0,0,0,0,0,0,-16.656,-11.238
11,1,0.0,1.0,1,1,0.6666666666666666,0,0,0,0,0,0,-16.405,-10.585
12,1,0.0,1.0,1,1,0.6666666666666666,0,1,0,0,0,0,-16.348,-10.709
13,1,0.0,1.0,1,1,0.6666666666666666,0,1,0,0,0,0,-16.388,-10.792
14,1,0.0,1.0,1,1,0.6666666666666666,0,1,0,0,0,0,-16.287,-10.886
15,1,0.0,1.0,1,1,0.6666666666666666,0,1,0,0,0,0,-16.814,-10.679
16,1,0.0,1.0,1,0,0.6666666666666666,0,0,0,0,0,0,-17.513,-11.585
17,1,0.0,0.0,2,2,0.5,0,0,0,0,0,0,-14.0234,-7.98709
18,1,0.0,0.0,2,1,1.0,0,0,0,0,0,0,-15.011,-9.079
21,1,0.0,1.0,2,1,1.0,0,1,0,0,0,0,-14.771,-8.984
22,1,0.0,1.0,2,2,1.0,0,1,0,0,0,0,-14.073,-8.256
23,1,0.0,1.0,2,1,1.0,1,1,0,0,0,0,-15.425,-9.571
24,1,0.0,1.0,2,2,1.0,1,1,0,0,0,0,-14.47,-8.734
25,1,0.0,1.0,2,1,1.0,0,0,0,0,0,0,-14.872,-8.748
26,1,0.0,1.0,2,2,1.0,0,0,0,0,0,0,-14.147,-8.206
27,1,0.0,1.0,2,1,1.0,1,0,0,0,0,0,-15.616,-9.291
28,1,0.0,1.0,2,2,1.0,1,0,0,0,0,0,-14.648,-8.495
29,2,0.0,1.0,1,1,1.0,0,0,0,0,0,0,-13.974,-9.881
30,2,0.0,1.0,2,2,1.0,0,0,0,0,0,0,-12.151,-7.86
31,2,0.0,1.0,2,1,1.0,0,0,0,0,0,0,-12.699,-8.336
32,2,0.0,1.0,2,0,1.0,0,0,0,0,0,0,-13.295,-8.861
33,1,0.0,0.0,2,2,0.5,0,0,0,0,0,0,-13.9589,-8.38383
34,2,0.0,0.5,2,2,1.0,0,0,0,0,0,0,-12.388,-7.789
35,1,0.0,0.0,2,2,1.0,0,0,0,0,0,1,-13.5771,-7.99906
36,1,0.0,0.0,2,2,1.0,0,0,0,0,0,1,-13.6939,-8.07607
37,1,0.0,1.0,1,1,1.0,0,0,0,0,0,0,-16.524,-10.859
38,1,0.0,1.0,1,1,0.6666666666666666,1,0,0,0,0,0,-16.668,-11.269
39,1,0.0,1.0,1,1,1.0,1,0,0,0,0,0,-17.339,-11.184
40,2,1.0,1.0,2,2,1.0,0,0,0,0,0,1,-12.1006,-6.87823
41,2,1.0,1.0,2,2,1.0,0,0,0,0,0,1,-12.1736,-6.60829
42,3,0.5,0.6666666666666666,2,2,1.0,0,0,0,0,0,0,-10.9907,-6.49835
43,3,0.5,0.3333333333333333,2,2,1.0,0,0,0,0,0,0,-11.1452,-6.64992
44,2,1.0,0.5,2,2,1.0,0,0,0,0,0,1,-11.9899,-6.83795
45,2,1.0,0.5,2,2,1.0,0,0,0,0,0,1,-12.1825,-6.70924
46,2,1.0,0.5,2,2,1.0,0,0,0,0,0,1,-11.8473,-6.70516
47,2,1.0,0.5,2,2,1.0,0,0,0,0,0,1,-12.127,-6.73564
48,2,1.0,0.5,2,2,1.0,0,0,0,0,0,1,-11.9439,-7.1732
49,2,1.0,0.5,2,2,1.0,0,0,0,0,0,1,-12.29,-6.74788
50,2,1.0,0.5,2,2,1.0,0,0,0,0,0,1,-11.8764,-6.9234
51,2,1.0,0.5,2,2,1.0,0,0,0,0,0,1,-11.8451,-7.12667
52,2,0.0,1.0,2,2,1.0,0,0,0,0,0,1,-11.9357,-7.74926
53,2,0.0,1.0,1,1,1.0,1,0,0,0,0,0,-14.475,-10.246
54,2,0.0,1.0,1,1,1.0,1,0,0,0,0,0,-14.615,-10.359
55,2,0.0,1.0,1,1,1.0,1,0,0,0,0,0,-14.684,-10.218
56,1,0.0,1.0,2,0,1.0,0,0,0,0,0,0,-15.651,-9.395
57,1,0.0,1.0,2,1,0.6666666666666666,0,0,0,0,0,0,-14.925,-8.685
58,1,0.0,1.0,2,2,0.6666666666666666,0,0,0,0,0,0,-14.208,-8.084
59,1,0.0,1.0,2,0,0.6666666666666666,0,0,0,0,0,0,-15.764,-9.401
61,1,0.0,1.0,2,2,1.0,0,3,0,0,0,0,-13.993,-8.44
62,1,0.0,1.0,2,2,1.0,0,2,0,0,0,0,-14.109,-8.315
63,1,0.0,1.0,2,2,1.0,0,2,0,0,0,0,-14.011,-8.368
64,1,0.0,1.0,2,2,1.0,0,2,0,0,0,0,-14.045,-8.417
68,1,0.0,1.0,2,1,1.0,0,1,0,0,0,0,-14.824,-8.828
69,1,0.0,1.0,2,1,1.0,0,2,0,0,0,0,-14.836,-9.021
70,1,0.0,1.0,2,1,1.0,0,2,0,0,0,0,-14.715,-9.104
71,1,0.0,1.0,2,1,1.0,0,2,0,0,0,0,-14.817,-8.965
72,1,0.0,1.0,2,1,1.0,0,2,0,0,0,0,-14.767,-9.087
73,1,0.0,1.0,2,0,1.0,0,1,0,0,0,0,-15.555,-9.625
79,1,0.0,0.0,2,1,1.0,0,0,0,1,0,0,-14.288,-7.792
81,1,0.0,0.0,2,0,1.0,0,0,0,0,0,0,-15.918,-9.763
82,1,0.0,0.0,2,1,1.0,0,0,1,0,0,0,-14.987,-8.931
84,1,0.0,1.0,2,0,1.0,1,0,0,0,0,0,-16.442,-10.068
85,2,0.0,1.0,2,2,1.0,0,0,0,0,0,1,-11.9268,-7.74328
86,1,0.0,0.0,1,1,1.0,0,0,0,1,0,0,-16.387,-9.642
87,2,0.0,1.0,1,0,1.0,0,0,0,0,0,0,-14.634,-10.461
88,2,0.0,1.0,1,2,1.0,0,0,0,0,0,0,-13.283,-9.144
89,2,0.0,1.0,2,2,1.0,1,0,0,0,0,0,-12.629,-8.327
90,2,0.0,1.0,2,2,1.0,1,0,0,0,0,0,-12.549,-8.18
97,2,0.0,0.5,2,2,1.0,0,0,0,1,0,0,-12.104,-7.386
98,3,0.0,0.0,2,2,1.0,0,0,0,0,0,0,-11.885,-7.629
100,2,1.0,0.0,2,2,1.0,0,0,0,0,0,0,-11.812,-7.618
101,3,1.0,0.0,2,2,1.0,0,0,0,0,0,0,-10.46,-6.915
103,3,0.0,1.0,2,2,1.0,0,0,0,0,0,0,-10.786,-7.701
104,4,0.0,1.0,2,2,1.0,0,0,0,0,0,0,-9.808,-7.506
105,2,1.0,1.0,2,2,1.0,0,0,0,0,0,0,-12.243,-6.906
106,3,1.0,1.0,2,2,1.0,0,0,0,0,0,0,-10.807,-6.067
107,4,1.0,1.0,2,2,1.0,0,0,0,0,0,0,-9.833,-5.578
108,1,0.0,0.0,1,1,1.0,0,0,0,0,0,0,-16.57,-10.747
109,1,0.0,0.0,1,1,1.0,0,0,1,0,0,0,-16.715,-10.767
110,1,0.0,1.0,1,1,0.6666666666666666,1,0,0,0,0,0,-17.056,-11.69
111,1,0.0,1.0,1,1,1.0,2,0,0,0,0,0,-17.041,-11.716
112,1,0.0,1.0,2,2,1.0,2,0,0,0,0,0,-14.887,-9.217
113,1,0.0,1.0,2,2,1.0,2,0,0,0,0,0,-14.355,-8.823
114,1,0.0,1.0,2,2,0.6666666666666666,1,0,0,0,0,0,-14.07,-8.453
115,1,0.0,1.0,2,2,0.6666666666666666,1,0,0,0,0,0,-14.59,-8.688
116,1,0.0,1.0,2,2,0.6666666666666666,1,0,0,0,0,0,-14.725,-8.598
117,1,0.0,0.0,2,2,1.0,1,0,0,1,0,0,-13.993,-7.691
118,1,0.0,0.0,2,2,1.0,1,0,0,0,0,0,-14.484,-8.745
119,1,0.0,0.0,2,2,1.0,1,0,1,0,0,0,-14.539,-8.539
120,1,0.0,0.0,2,2,1.0,0,0,0,1,0,0,-13.559,-7.384
121,1,0.0,0.0,2,2,1.0,0,0,0,0,0,0,-14.065,-8.268
122,1,0.0,0.0,2,2,1.0,0,0,1,0,0,0,-13.892,-7.857
124,2,0.0,0.0,1,1,0.75,0,0,0,0,0,0,-14.329,-10.142
131,2,0.0,0.5,2,2,1.0,0,0,1,0,0,0,-12.609,-7.586
132,2,0.0,0.5,2,2,1.0,0,0,0,1,0,0,-12.088,-7.334
133,2,0.0,0.5,2,2,1.0,0,0,0,0,0,0,-12.397,-7.631
134,2,0.0,0.5,2,2,1.0,0,0,1,0,0,0,-12.588,-7.494
135,2,0.0,0.5,1,1,1.0,0,0,0,0,0,0,-14.514,-9.744
139,2,0.0,0.5,1,1,1.0,0,0,0,1,0,0,-14.048,-9.311
140,2,0.0,0.5,1,1,1.0,0,0,1,0,0,0,-14.803,-9.905
141,2,0.0,0.5,1,1,1.0,0,0,0,0,0,0,-14.246,-9.862
144,2,0.0,0.5,1,1,1.0,0,0,0,0,0,0,-14.216,-9.494
159,1,0.0,0.0,1,2,1.0,0,0,0,0,0,0,-15.86,-10.181
161,1,0.0,1.0,1,2,1.0,0,0,0,0,0,0,-15.941,-10.043
162,1,0.0,1.0,1,3,1.0,0,0,0,0,0,0,-15.333,-9.345
163,1,0.0,1.0,1,2,0.6666666666666666,0,0,0,0,0,0,-15.78,-10.067
167,1,0.0,0.0,1,0,1.0,0,0,0,0,0,0,-17.649,-11.588
168,1,0.0,1.0,1,0,1.0,0,0,0,0,0,0,-17.446,-11.689
173,1,0.0,0.0,2,4,1.0,0,0,0,0,0,0,-12.944,-7.176
175,1,0.0,1.0,2,4,1.0,0,0,0,0,0,0,-12.951,-6.653
177,1,0.0,1.0,2,4,0.6666666666666666,0,0,0,0,0,0,-13.371,-7.097
183,2,1.0,1.0,1,1,1.0,0,0,0,0,0,0,-13.597,-8.922
187,3,0.0,1.0,1,1,1.0,0,0,0,0,0,0,-12.248,-9.349
191,1,0.0,0.0,2,2,1.0,0,1,0,0,0,0,-14.1162,-8.56424
192,3,1.0,1.0,1,1,1.0,0,0,0,0,0,0,-11.837,-7.947
193,1,0.0,0.0,2,2,1.0,0,1,0,0,0,0,-13.9371,-8.20179
194,1,0.0,0.0,2,2,1.0,0,1,0,0,0,0,-14.0283,-8.42737
195,2,0.0,0.5,2,2,1.0,0,0,0,0,0,1,-12.188,-7.71851
196,2,1.0,0.5,2,2,1.0,0,1,0,0,0,0,-12.0402,-6.88857
199,2,1.0,0.0,1,1,1.0,0,0,0,0,0,0,-13.432,-9.538
203,2,1.0,1.0,2,2,1.0,0,1,0,0,0,0,-12.178,-7.075
204,2,1.0,0.5,2,2,1.0,0,1,0,0,0,0,-12.077,-7.313
211,1,0.0,1.0,2,3,1.0,0,0,0,0,0,0,-13.387,-7.271
212,1,0.0,1.0,1,1,1.0,0,0,0,0,1,0,-16.369,-10.635
213,1,0.0,1.0,1,1,0.6666666666666666,0,0,0,0,1,0,-16.322,-10.505
214,1,0.0,1.0,1,2,1.0,0,0,0,0,1,0,-15.968,-10.164
215,1,0.0,1.0,1,2,1.0,0,0,0,0,1,0,-15.62,-9.703
216,2,1.0,0.5,2,2,1.0,0,1,0,0,0,0,-12.203,-7.05864
217,2,1.0,0.5,2,2,1.0,0,1,0,0,0,0,-12.0182,-7.37293
218,1,0.0,1.0,1,1,1.0,0,0,0,0,0,1,-15.956,-10.625
219,1,0.0,1.0,1,1,1.0,0,0,0,0,0,2,-15.547,-10.41
220,1,0.0,1.0,2,2,1.0,0,0,0,0,1,0,-14.03,-8.025
221,1,0.0,1.0,2,2,1.0,0,0,0,0,2,0,-13.914,-7.85
222,1,0.0,0.0,2,3,1.0,0,0,0,0,0,0,-12.941,-7.191
223,2,1.0,0.5,2,2,1.0,0,1,0,0,0,0,-12.0438,-7.20585
224,2,0.0,0.5,2,2,1.0,0,1,0,0,0,0,-12.3651,-7.89512
225,1,0.0,0.0,2,3,1.0,0,0,0,0,1,0,-12.913,-7.235
226,1,0.0,0.0,2,3,1.0,0,0,0,0,1,0,-13.122,-7.45
227,1,0.0,0.0,2,3,1.0,0,0,0,0,0,1,-12.883,-7.382
228,1,0.0,0.0,2,2,1.0,0,0,0,0,1,0,-13.99,-8.252
229,1,0.0,0.0,2,2,1.0,0,0,0,0,0,1,-13.788,-8.334
234,2,1.0,0.5,2,2,0.8333333333333334,0,0,0,0,0,0,-12.056,-6.907
236,2,1.0,0.5,2,2,1.0,0,1,0,0,0,1,-11.941,-7.014
237,2,1.0,0.5,2,1,1.0,0,1,0,0,0,0,-12.492,-7.38
238,2,1.0,0.5,2,1,1.0,0,0,0,0,0,1,-12.583,-6.961
250,2,1.0,0.5,1,1,1.0,0,0,0,0,0,0,-13.742,-8.859
252,2,1.0,0.5,1,1,1.0,0,0,1,0,0,0,-13.503,-9.348
258,2,1.0,0.5,1,1,1.0,0,0,0,0,0,0,-13.917,-9.402
259,2,1.0,0.5,1,1,1.0,0,0,1,0,0,0,-13.897,-9.641
260,2,1.0,0.5,1,1,1.0,0,0,0,0,0,0,-13.689,-9.425
261,2,1.0,0.5,1,1,0.8333333333333334,0,0,0,0,0,0,-13.427,-8.96
262,2,1.0,0.5,1,1,1.0,0,0,0,0,0,0,-13.519,-8.984
263,2,1.0,0.5,1,1,0.8333333333333334,0,0,0,0,0,0,-13.933,-9.438
265,2,1.0,0.5,1,1,0.8333333333333334,0,0,0,0,0,0,-13.617,-9.508
266,2,1.0,0.0,1,1,1.0,0,0,0,0,0,0,-13.473,-9.565
267,3,0.0,1.0,2,2,1.0,0,0,0,0,0,0,-11.279,-7.124
268,4,0.0,1.0,2,2,1.0,0,0,0,0,0,0,-10.49,-6.793
269,2,1.0,0.5,2,2,1.0,0,0,0,0,0,0,-12.045,-6.895
270,2,1.0,0.5,2,2,1.0,0,0,0,0,0,0,-12.05,-7.159
271,2,1.0,0.0,2,2,1.0,0,0,0,0,0,0,-11.956,-7.165
272,2,1.0,0.5,2,2,1.0,0,0,0,0,0,0,-11.987,-7.001
273,2,1.0,0.0,2,2,1.0,0,0,0,0,0,0,-11.94,-6.913
274,2,1.0,0.0,2,2,1.0,0,0,0,0,0,0,-11.86,-6.99
275,2,1.0,0.0,2,2,1.0,0,0,0,0,0,0,-11.798,-7.4
276,2,0.0,0.5,2,2,1.0,0,0,0,0,0,0,-12.507,-7.725
277,2,0.0,0.5,2,2,1.0,0,0,0,0,0,0,-12.026,-8.346
278,2,0.0,0.0,2,2,1.0,0,0,0,0,0,0,-12.713,-7.367
279,2,0.0,0.0,2,2,0.75,0,0,0,0,0,0,-12.662,-7.807
280,2,0.0,0.0,2,2,0.75,0,0,0,0,0,0,-12.32,-8.003
281,1,0.0,0.0,2,3,1.0,0,0,0,0,0,0,-13.507,-7.719
282,1,0.0,0.0,2,3,1.0,0,0,0,0,0,0,-13.079,-7.36
283,1,0.0,0.0,2,1,1.0,0,0,0,0,0,0,-14.781,-8.932
284,1,0.0,0.0,2,1,1.0,0,0,0,0,0,0,-14.904,-8.87
285,1,0.0,0.0,2,2,1.0,1,0,0,0,0,0,-14.643,-8.906
286,1,0.0,0.0,2,2,1.0,1,0,0,0,0,0,-14.508,-8.82
287,1,0.0,0.0,2,2,1.0,0,0,0,0,1,0,-13.962,-8.112
288,1,0.0,0.0,2,2,1.0,0,0,0,0,1,0,-13.756,-8.007
289,3,1.0,0.6666666666666666,2,2,1.0,0,0,0,0,0,0,-10.748,-6.099
290,3,1.0,0.6666666666666666,2,2,1.0,0,0,0,0,0,0,-10.822,-6.29
291,3,0.5,1.0,2,2,1.0,0,0,0,0,0,0,-10.832,-6.684
292,3,0.5,0.6666666666666666,2,2,1.0,0,0,0,0,0,0,-11.062,-6.69
293,2,1.0,1.0,2,3,1.0,0,0,0,0,0,0,-11.561,-6.329
294,2,1.0,1.0,2,1,1.0,0,0,0,0,0,0,-12.68,-7.265
295,2,1.0,1.0,2,2,0.8571428571428571,0,0,0,0,0,0,-12.265,-6.828
296,2,1.0,1.0,2,2,1.0,1,0,0,0,0,0,-12.466,-7.065
297,2,1.0,1.0,2,2,1.0,1,0,0,0,0,0,-12.3,-7.337
298,2,1.0,1.0,2,2,1.0,0,1,0,0,0,0,-12.298,-7.001
299,2,1.0,1.0,2,2,1.0,0,0,0,0,1,0,-12.143,-6.822
300,3,1.0,0.6666666666666666,2,2,1.0,0,0,0,0,0,0,-10.588,-6.118
301,3,1.0,0.3333333333333333,2,2,1.0,0,0,0,0,0,0,-10.719,-6.144
302,3,1.0,0.3333333333333333,2,2,1.0,0,0,0,0,0,0,-10.544,-6.202
303,3,1.0,0.3333333333333333,2,2,1.0,0,0,0,0,0,0,-10.802,-6.316
304,3,1.0,0.3333333333333333,2,2,1.0,0,0,0,0,0,0,-10.605,-6.4
305,3,0.5,0.6666666666666666,2,2,1.0,0,0,0,0,0,0,-10.892,-6.713
306,3,0.5,0.3333333333333333,2,2,1.0,0,0,0,0,0,0,-11.126,-6.683
307,2,1.0,0.5,2,3,1.0,0,0,0,0,0,0,-11.677,-6.632
308,2,1.0,0.5,2,3,1.0,0,0,0,0,0,0,-11.698,-6.7
309,2,1.0,0.5,2,1,1.0,0,0,0,0,0,0,-12.48,-7.252
310,2,1.0,0.5,2,1,1.0,0,0,0,0,0,0,-12.608,-7.306
311,2,1.0,0.5,2,2,0.8333333333333334,0,0,0,0,0,0,-12.201,-7.022
312,2,1.0,0.5,2,2,1.0,1,0,0,0,0,0,-12.269,-7.052
313,2,1.0,0.5,2,2,1.0,1,0,0,0,0,0,-12.186,-7.262
314,2,1.0,0.5,2,2,1.0,1,0,0,0,0,0,-12.355,-7.475
315,2,1.0,0.5,2,2,1.0,1,0,0,0,0,0,-12.053,-7.193
316,2,1.0,0.5,2,2,1.0,0,0,1,0,0,0,-11.872,-6.826
317,2,1.0,0.5,2,2,1.0,0,0,0,1,0,0,-11.601,-6.569
318,2,1.0,0.5,2,2,1.0,0,1,0,0,0,0,-12.169,-6.969
319,2,1.0,0.5,2,2,1.0,0,1,0,0,0,0,-12.097,-7.044
320,2,1.0,0.5,2,2,1.0,0,0,0,0,1,0,-12.012,-6.796
321,2,1.0,0.5,2,2,1.0,0,0,0,0,1,0,-11.95,-6.804
322,3,1.0,0.6666666666666666,2,2,1.0,0,0,0,0,0,0,-10.456,-6.338
323,3,1.0,0.3333333333333333,2,2,1.0,0,0,0,0,0,0,-10.428,-6.292
324,3,1.0,0.3333333333333333,2,2,1.0,0,0,0,0,0,0,-10.856,-6.455
325,3,1.0,0.3333333333333333,2,2,1.0,0,0,0,0,0,0,-10.457,-6.623
326,3,0.5,0.6666666666666666,2,2,1.0,0,0,0,0,0,0,-10.956,-6.934
327,3,0.5,0.6666666666666666,2,2,1.0,0,0,0,0,0,0,-10.952,-6.747
328,3,0.5,0.3333333333333333,2,2,1.0,0,0,0,0,0,0,-11.187,-6.891
329,3,0.5,0.3333333333333333,2,2,1.0,0,0,0,0,0,0,-11.069,-6.779
330,2,1.0,0.5,1,1,1.0,0,0,0,0,0,0,-13.527,-9.2
331,2,1.0,0.5,2,3,1.0,0,0,0,0,0,0,-11.736,-6.886
332,2,1.0,0.5,2,3,1.0,0,0,0,0,0,0,-11.568,-6.867
333,2,1.0,0.5,2,1,1.0,0,0,0,0,0,0,-12.442,-7.601
334,2,1.0,0.5,2,1,1.0,0,0,0,0,0,0,-12.54,-7.602
335,2,1.0,0.5,2,2,0.8333333333333334,0,0,0,0,0,0,-12.114,-7.062
336,2,1.0,0.5,2,2,1.0,1,0,0,0,0,0,-12.225,-7.363
337,2,1.0,0.5,2,2,1.0,1,0,0,0,0,0,-12.093,-7.591
338,2,1.0,0.5,2,2,1.0,1,0,0,0,0,0,-12.289,-7.683
339,2,1.0,0.5,2,2,1.0,1,0,0,0,0,0,-12.203,-7.34
340,2,1.0,0.5,2,2,1.0,0,0,1,0,0,0,-11.802,-7.375
341,2,1.0,0.5,2,2,1.0,0,0,0,1,0,0,-11.514,-6.861
342,2,1.0,0.5,2,2,1.0,0,1,0,0,0,0,-12.138,-7.246
343,2,1.0,0.5,2,2,1.0,0,0,0,0,1,0,-11.965,-7.127
344,2,1.0,0.5,2,2,1.0,0,0,0,0,1,0,-11.898,-7.02
345,3,0.0,0.6666666666666666,2,2,1.0,0,0,0,0,0,0,-10.988,-7.538
346,3,0.0,0.6666666666666666,2,2,1.0,0,0,0,0,0,0,-11.441,-7.288
347,2,0.0,1.0,2,3,1.0,0,0,0,0,0,0,-11.808,-7.518
348,2,0.0,1.0,2,2,0.8,0,0,0,0,0,0,-12.156,-7.796
349,2,0.0,1.0,2,2,0.8,0,0,0,0,0,0,-12.344,-8.034
350,2,0.0,1.0,2,2,1.0,1,0,0,0,0,0,-12.712,-8.244
351,2,0.0,1.0,2,2,1.0,0,1,0,0,0,0,-12.202,-7.923
352,2,0.0,1.0,2,2,1.0,0,1,0,0,0,0,-12.138,-7.923
353,2,0.0,1.0,2,2,1.0,0,1,0,0,0,0,-12.171,-7.945
354,2,0.0,1.0,2,2,1.0,0,0,0,0,1,0,-12.042,-7.7
355,3,0.5,0.3333333333333333,2,2,1.0,0,0,0,0,0,0,-11.021,-6.682
356,3,0.5,0.3333333333333333,2,2,1.0,0,0,0,0,0,0,-11.004,-7.102
357,3,0.0,0.6666666666666666,2,2,1.0,0,0,0,0,0,0,-11.476,-7.25
358,3,0.0,0.3333333333333333,2,2,1.0,0,0,0,0,0,0,-11.218,-7.44
359,3,0.0,0.3333333333333333,2,2,1.0,0,0,0,0,0,0,-11.658,-7.38
360,3,0.0,0.3333333333333333,2,2,1.0,0,0,0,0,0,0,-11.44,-7.267
361,2,0.0,0.5,1,1,1.0,0,0,0,0,0,0,-14.288,-10.265
362,2,0.0,0.5,2,3,1.0,0,0,0,0,0,0,-12.044,-7.408
363,2,0.0,0.5,2,3,1.0,0,0,0,0,0,0,-12.04,-7.274
364,2,0.0,0.5,2,1,1.0,0,0,0,0,0,0,-12.96,-8.222
365,2,0.0,0.5,2,1,1.0,0,0,0,0,0,0,-12.942,-8.22
366,2,0.0,0.5,2,2,0.75,0,0,0,0,0,0,-12.573,-7.871
367,2,0.0,0.5,2,2,1.0,1,0,0,0,0,0,-12.769,-7.941
368,2,0.0,0.5,2,2,1.0,1,0,0,0,0,0,-12.902,-8.235
369,2,0.0,0.5,2,2,1.0,1,0,0,0,0,0,-12.89,-7.892
370,2,0.0,0.5,2,2,1.0,1,0,0,0,0,0,-12.952,-8.09
371,2,0.0,0.5,2,2,1.0,0,1,0,0,0,0,-12.473,-7.884
372,2,0.0,0.5,2,2,1.0,0,1,0,0,0,0,-12.362,-7.876
373,2,0.0,0.5,2,2,1.0,0,1,0,0,0,0,-12.436,-7.912
374,2,0.0,0.5,2,2,1.0,0,0,0,0,1,0,-12.302,-7.704
375,2,0.0,0.5,2,2,1.0,0,0,0,0,1,0,-12.274,-7.646
376,1,0.0,1.0,1,1,1.0,1,0,0,0,0,0,-17.332,-12.088
377,1,0.0,1.0,1,1,1.0,0,1,0,0,0,0,-16.505,-11.012
378,1,0.0,1.0,1,1,1.0,0,1,0,0,0,0,-16.403,-11.0
379,1,0.0,1.0,2,4,1.0,0,0,0,0,0,0,-13.094,-6.939
380,1,0.0,1.0,2,2,1.0,0,0,0,0,0,0,-14.101,-7.745
381,1,0.0,1.0,2,3,0.6666666666666666,0,0,0,0,0,0,-13.642,-7.574
382,1,0.0,1.0,2,3,1.0,1,0,0,0,0,0,-14.287,-8.283
383,1,0.0,1.0,2,3,1.0,1,0,0,0,0,0,-14.066,-7.945
384,1,0.0,1.0,2,3,1.0,0,1,0,0,0,0,-13.685,-7.665
385,1,0.0,1.0,2,3,1.0,0,1,0,0,0,0,-13.599,-7.638
386,1,0.0,1.0,2,3,1.0,0,0,0,0,1,0,-13.659,-7.505
387,1,0.0,1.0,2,3,1.0,0,0,0,0,1,0,-13.685,-7.521
388,1,0.0,1.0,2,3,1.0,0,0,0,0,1,0,-13.623,-7.417
389,1,0.0,1.0,2,1,1.0,1,0,0,0,0,0,-15.405,-9.173
390,1,0.0,1.0,2,1,1.0,0,0,0,0,1,0,-14.745,-8.541
391,1,0.0,1.0,2,2,0.6666666666666666,0,1,0,0,0,0,-14.224,-8.069
392,1,0.0,1.0,2,2,0.6666666666666666,0,1,0,0,0,0,-13.957,-8.315
393,1,0.0,1.0,2,2,0.6666666666666666,0,1,0,0,0,0,-14.06,-8.285
394,1,0.0,1.0,2,2,0.6666666666666666,0,0,0,0,1,0,-14.108,-7.96
395,1,0.0,1.0,2,2,1.0,2,0,0,0,0,0,-14.35,-9.062
396,1,0.0,1.0,2,2,1.0,1,1,0,0,0,0,-14.847,-8.396
397,1,0.0,1.0,2,2,1.0,1,1,0,0,0,0,-14.558,-8.673
398,1,0.0,1.0,2,2,1.0,1,0,0,0,1,0,-14.53,-8.342
399,1,0.0,1.0,2,2,1.0,1,0,0,0,1,0,-14.538,-8.431
400,1,0.0,1.0,2,2,1.0,0,1,0,0,1,0,-13.96,-8.116
401,1,0.0,1.0,2,2,1.0,0,1,0,0,1,0,-13.988,-8.133
402,3,1.0,0.3333333333333333,2,2,1.0,0,0,0,0,0,0,-10.657,-6.228
403,3,1.0,0.0,2,2,1.0,0,0,0,0,0,0,-10.647,-6.289
404,3,1.0,0.0,2,2,1.0,0,0,0,0,0,0,-10.421,-6.277
405,3,1.0,0.0,2,2,1.0,0,0,0,0,0,0,-10.642,-6.516
406,3,1.0,0.0,2,2,1.0,0,0,0,0,0,0,-10.402,-6.618
407,3,0.5,0.0,2,2,1.0,0,0,0,0,0,0,-11.076,-6.764
408,2,1.0,0.0,1,1,1.0,0,0,0,0,0,0,-13.227,-9.509
409,2,1.0,0.0,1,1,1.0,0,0,0,0,0,0,-13.744,-9.455
410,2,1.0,0.0,2,3,1.0,0,0,0,0,0,0,-11.68,-6.943
411,2,1.0,0.0,2,3,1.0,0,0,0,0,0,0,-11.488,-6.78
412,2,1.0,0.0,2,1,1.0,0,0,0,0,0,0,-12.377,-7.507
413,2,1.0,0.0,2,1,1.0,0,0,0,0,0,0,-12.434,-7.547
414,2,1.0,0.0,2,2,1.0,1,0,0,0,0,0,-12.078,-7.306
415,2,1.0,0.0,2,2,1.0,1,0,0,0,0,0,-12.333,-7.48
416,2,1.0,0.0,2,2,1.0,1,0,0,0,0,0,-12.14,-7.267
417,2,1.0,0.0,2,2,1.0,1,0,0,0,0,0,-12.253,-7.637
418,2,1.0,0.0,2,2,1.0,0,0,1,0,0,0,-11.914,-7.049
419,2,1.0,0.0,2,2,1.0,0,0,1,0,0,0,-11.839,-7.126
420,2,1.0,0.0,2,2,1.0,0,0,0,1,0,0,-11.518,-6.909
421,2,1.0,0.0,2,2,1.0,0,0,0,1,0,0,-11.617,-6.774
422,2,1.0,0.0,2,2,1.0,0,0,0,0,1,0,-11.857,-7.062
423,2,1.0,0.0,2,2,1.0,0,0,0,0,1,0,-11.755,-6.93
424,2,1.0,0.0,1,1,1.0,0,0,0,0,0,0,-13.738,-9.741
425,2,1.0,0.0,2,3,1.0,0,0,0,0,0,0,-11.446,-7.171
