identifier,HOMO,LUMO,HOMO_LUMO_gap
749,-10.844,-6.344,4.499999999999999
750,-10.827,-6.387,4.44
751,-10.879,-6.411,4.468
752,-10.897,-6.35,4.547000000000001
753,-10.763,-6.229,4.534
754,-10.718,-6.164,4.554
755,-13.211,-8.665,4.546000000000001
756,-14.303,-9.296,5.0070000000000014
757,-13.643,-8.956,4.687000000000001
758,-13.994,-9.135,4.859
759,-13.862,-9.199,4.663
760,-13.633,-9.419,4.213999999999999
761,-13.884,-10.018,3.8659999999999997
762,-13.534,-9.03,4.504000000000001
763,-13.448,-9.002,4.446
764,-13.618,-9.155,4.463000000000001
765,-13.684,-9.051,4.632999999999999
766,-13.492,-8.849,4.643000000000001
767,-11.791,-6.626,5.165
768,-11.529,-6.199,5.33
769,-12.255,-6.935,5.320000000000001
770,-11.971,-6.642,5.329
771,-11.943,-6.466,5.476999999999999
772,-12.305,-6.941,5.364
773,-11.939,-6.964,4.975
774,-11.94,-7.028,4.912
775,-12.084,-6.723,5.361
776,-11.925,-6.656,5.269000000000001
777,-11.829,-6.676,5.1530000000000005
778,-11.886,-6.765,5.1209999999999996
779,-11.943,-6.659,5.284
780,-11.867,-6.55,5.317000000000001
781,-11.835,-6.546,5.289000000000001
782,-11.777,-6.445,5.331999999999999
783,-13.199,-7.636,5.563
784,-12.664,-7.19,5.473999999999999
785,-12.922,-7.431,5.4910000000000005
786,-12.771,-7.701,5.070000000000001
787,-12.744,-7.78,4.9639999999999995
788,-12.977,-7.641,5.336
789,-12.701,-7.346,5.355
790,-12.587,-7.4,5.186999999999999
791,-12.673,-7.408,5.265
792,-12.812,-7.442,5.369999999999999
793,-12.578,-7.155,5.422999999999999
794,-13.589,-8.851,4.7379999999999995
795,-12.718,-7.266,5.452
796,-12.2,-6.812,5.387999999999999
797,-12.444,-7.027,5.417000000000001
798,-12.372,-7.222,5.1499999999999995
799,-12.335,-7.316,5.019000000000001
800,-12.485,-7.087,5.398
801,-12.7488,-7.23878,5.510019999999999
802,-12.5455,-7.26381,5.28169
803,-12.2859,-6.89564,5.39026
804,-12.2299,-7.04884,5.18106
805,-12.2927,-6.91088,5.38182
806,-12.2759,-6.99496,5.28094
807,-12.1945,-6.85782,5.336679999999999
808,-12.2372,-6.96993,5.26727
809,-12.1194,-6.70571,5.413690000000001
810,-12.1319,-6.78244,5.34946
811,-12.6802,-7.20041,5.4797899999999995
812,-12.554,-7.48558,5.068420000000001
813,-12.517,-7.69756,4.819439999999999
814,-12.6715,-7.3313,5.3402
815,-12.4892,-7.50273,4.986470000000001
816,-12.5183,-7.14109,5.37721
817,-12.3874,-7.23796,5.149439999999999
818,-12.5379,-7.14898,5.388920000000001
819,-12.5211,-7.23361,5.287490000000001
820,-12.4242,-7.19143,5.23277
821,-12.3542,-6.95061,5.40359
822,-12.4081,-7.04258,5.365519999999999
823,-12.4827,-7.64042,4.84228
824,-12.5042,-7.65756,4.846640000000001
825,-12.3055,-7.42817,4.877330000000001
826,-12.367,-7.15415,5.212850000000001
827,-12.287,-7.52341,4.763590000000001
828,-12.4223,-7.3498,5.0725
829,-12.3793,-7.48232,4.896980000000001
830,-12.2114,-7.24694,4.964459999999999
831,-12.1915,-7.24939,4.94211
832,-12.3752,-7.06952,5.30568
833,-12.287,-7.14109,5.145910000000001
834,-12.1804,-7.14054,5.039860000000001
835,-12.4492,-7.07496,5.3742399999999995
836,-12.3611,-7.08803,5.273070000000001
837,-12.2127,-6.87605,5.33665
838,-12.2419,-6.95578,5.2861199999999995
839,-12.2857,-7.05837,5.22733
840,-12.2938,-7.18626,5.107539999999999
841,-12.1017,-6.95687,5.144829999999999
842,-12.1216,-6.91306,5.208540000000001
843,-12.0691,-6.65917,5.409930000000001
844,-9.65651,-5.63276,4.023750000000001
845,-9.73134,-5.71004,4.021299999999999
846,-9.71365,-5.72528,3.9883699999999997
847,-9.80046,-5.72936,4.0710999999999995
848,-9.7727,-5.75848,4.014220000000001
849,-11.659,-7.98736,3.671640000000001
850,-11.7243,-8.11362,3.6106800000000003
851,-10.1409,-5.90079,4.2401100000000005
852,-10.4062,-5.91168,4.4945200000000005
853,-10.8394,-6.30434,4.53506
854,-10.8707,-6.42652,4.444179999999999
855,-10.6437,-6.19059,4.453110000000001
856,-10.5861,-6.06379,4.52231
857,-10.7485,-6.22733,4.52117
858,-10.6277,-6.36665,4.261050000000001
859,-11.1093,-6.4472,4.6621
860,-10.6421,-6.47114,4.170959999999999
861,-10.7616,-6.2491,4.512499999999999
862,-10.7363,-6.52284,4.2134599999999995
863,-10.3953,-6.19821,4.19709
864,-10.1273,-6.05073,4.07657
865,-10.6949,-6.11359,4.58131
866,-10.5662,-6.16801,4.3981900000000005
867,-10.6263,-6.25372,4.37258
868,-10.6924,-6.11304,4.579359999999999
869,-10.5469,-6.08148,4.465420000000001
870,-10.5278,-5.97807,4.549729999999999
871,-9.75447,-5.81372,3.9407499999999995
872,-9.81542,-5.91821,3.8972099999999994
873,-11.7545,-8.62901,3.125490000000001
874,-10.2173,-5.90814,4.309159999999999
875,-11.0835,-6.47985,4.603650000000001
876,-10.7501,-6.2842,4.4658999999999995
877,-10.8952,-6.31332,4.581880000000001
878,-10.8484,-6.68584,4.16256
879,-10.6244,-6.09508,4.529319999999999
880,-10.4062,-6.02569,4.38051
881,-10.7681,-6.19114,4.576960000000001
882,-10.6511,-6.08229,4.568809999999999
883,-9.56562,-5.7729,3.792719999999999
884,-9.59365,-5.82433,3.7693200000000004
885,-9.83719,-5.84746,3.9897299999999998
886,-9.68753,-5.99032,3.697210000000001
887,-11.5336,-8.06491,3.4686900000000005
888,-11.7254,-8.72071,3.00469
889,-10.1338,-6.00147,4.1323300000000005
890,-10.3504,-5.95521,4.39519
891,-10.819,-6.35822,4.460780000000001
892,-10.8946,-6.59441,4.300190000000001
893,-10.6475,-6.26352,4.383980000000001
894,-10.721,-6.28094,4.44006
895,-10.6114,-6.4423,4.169099999999999
896,-11.1918,-6.43087,4.760930000000001
897,-10.7444,-6.77863,3.965770000000001
898,-10.6873,-6.32828,4.35902
899,-10.7746,-6.37726,4.39734
900,-10.4176,-6.19794,4.21966
901,-10.5145,-6.03386,4.48064
902,-10.1294,-6.20039,3.929010000000001
903,-10.2737,-5.97508,4.29862
904,-10.6337,-6.25536,4.37834
905,-10.5567,-6.22706,4.3296399999999995
906,-10.5107,-6.171,4.3397
907,-10.478,-6.02025,4.45775
908,-9.61733,-5.75113,3.866200000000001
909,-9.60698,-5.77344,3.83354
910,-9.89026,-5.95875,3.9315099999999994
911,-9.66739,-5.97263,3.6947599999999996
912,-11.736,-8.68044,3.05556
913,-11.9594,-8.4456,3.5138
914,-10.576,-6.13535,4.440650000000001
915,-10.4848,-6.06324,4.4215599999999995
916,-11.1039,-6.56965,4.534249999999999
917,-11.1156,-6.60312,4.512480000000001
918,-10.8658,-6.39468,4.47112
919,-10.9159,-6.49999,4.41591
920,-10.9414,-6.50625,4.43515
921,-10.9148,-6.71441,4.20039
922,-10.8685,-6.37264,4.4958599999999995
923,-10.9058,-6.74924,4.156559999999999
924,-10.6927,-6.26842,4.42428
925,-10.6429,-6.35631,4.2865899999999995
926,-10.453,-6.1076,4.3454
927,-10.4739,-6.08964,4.38426
928,-10.8718,-6.414,4.457800000000001
929,-10.902,-6.34924,4.552759999999999
930,-10.7912,-6.2559,4.5353
931,-10.7055,-6.15903,4.546470000000001
932,-9.42031,-5.81344,3.6068700000000007
933,-9.35038,-5.87793,3.4724499999999994
934,-9.46766,-6.12365,3.344010000000001
935,-11.5232,-8.13458,3.3886199999999995
936,-12.0223,-8.54601,3.4762899999999988
937,-10.1885,-6.14923,4.039269999999999
938,-10.3286,-6.03658,4.29202
939,-10.7948,-6.59849,4.19631
940,-10.8682,-6.83006,4.03814
941,-10.5972,-6.51795,4.079250000000001
942,-10.4709,-6.25318,4.21772
943,-10.7594,-6.50244,4.256959999999999
944,-10.6255,-6.50597,4.119530000000001
945,-11.1262,-6.84965,4.276550000000001
946,-10.8157,-6.73836,4.0773399999999995
947,-10.6255,-6.57427,4.05123
948,-10.7452,-6.81482,3.9303800000000004
949,-10.4051,-6.46706,3.938039999999999
950,-10.5474,-6.34924,4.19816
951,-10.1684,-6.29046,3.8779399999999997
952,-10.6122,-6.13644,4.475759999999999
953,-10.641,-6.45318,4.18782
954,-10.5526,-6.4355,4.1171
955,-10.5352,-6.37998,4.15522
956,-10.4788,-6.27359,4.205209999999999
957,-12.9695,-8.7618,4.207700000000001
958,-14.2675,-9.39419,4.87331
959,-13.769,-9.18575,4.58325
960,-13.7001,-9.42385,4.276250000000001
961,-13.8503,-10.096,3.7543000000000006
962,-14.052,-9.30412,4.74788
963,-13.3121,-9.01568,4.2964199999999995
964,-13.1009,-8.7052,4.3957
965,-13.5284,-9.20616,4.322239999999999
966,-13.6218,-9.10929,4.512510000000001
967,-13.3042,-8.91228,4.391919999999999
968,-13.2098,-9.2282,3.9816000000000003
969,-14.3233,-9.75746,4.56584
970,-13.9513,-9.63175,4.31955
971,-13.895,-9.39909,4.49591
972,-13.8147,-10.4407,3.3740000000000006
973,-13.8049,-10.2198,3.5851000000000006
974,-13.3983,-8.84507,4.553230000000001
975,-13.64,-9.52426,4.115740000000001
976,-13.5439,-9.41623,4.12767
977,-13.5807,-9.37623,4.204470000000001
978,-11.2467,-6.31821,4.928490000000001
979,-11.1673,-5.93943,5.227869999999999
980,-12.1284,-7.04612,5.082279999999999
981,-11.474,-6.50434,4.96966
982,-12.228,-6.88829,5.33971
983,-11.8326,-6.82516,5.007439999999999
984,-12.0163,-7.23551,4.78079
985,-11.4993,-6.6053,4.894
986,-11.5488,-6.33645,5.21235
987,-10.9782,-5.97508,5.003119999999999
988,-11.7961,-6.67142,5.124679999999999
989,-11.727,-6.65672,5.07028
990,-11.4457,-6.40121,5.044490000000001
991,-11.4106,-6.38624,5.024360000000001
992,-11.398,-6.2725,5.1255
993,-11.6019,-6.69074,4.911160000000001
994,-12.068,-7.04149,5.02651
995,-11.7202,-6.60475,5.11545
996,-11.5082,-6.61455,4.89365
997,-11.7197,-7.04149,4.67821
998,-11.8734,-6.79333,5.08007
999,-12.0925,-7.05891,5.033589999999999
1000,-11.5779,-6.68992,4.88798
1001,-11.2008,-6.43141,4.76939
1002,-11.6767,-6.78761,4.88909
1003,-11.7648,-6.70734,5.057459999999999
1004,-11.2982,-6.40801,4.89019
1005,-11.5967,-6.64094,4.955760000000001
1006,-11.2805,-6.1925,5.088
1007,-13.0664,-7.67661,5.38979
1008,-12.554,-7.51307,5.04093
1009,-12.6136,-7.74845,4.86515
1010,-12.7646,-7.67035,5.09425
1011,-12.7926,-7.81375,4.97885
1012,-12.2623,-7.20884,5.053459999999999
1013,-12.0215,-6.91034,5.11116
1014,-12.6196,-7.43552,5.18408
1015,-12.3306,-7.16422,5.16638
1016,-12.5162,-7.33674,5.17946
1017,-12.8111,-7.49402,5.31708
1018,-12.6587,-7.63117,5.02753
1019,-12.8449,-7.93539,4.909510000000001
1020,-12.6617,-7.86301,4.79869
1021,-12.5589,-7.22599,5.332909999999999
1022,-12.1295,-6.8472,5.2823
1023,-12.6797,-7.39089,5.288810000000001
1024,-12.5417,-7.43932,5.10238
1025,-12.4734,-7.22844,5.24496
1026,-10.9118,-6.21753,4.6942699999999995
1027,-11.0103,-6.25808,4.752220000000001
1028,-12.5589,-7.29538,5.26352
1029,-12.5488,-7.2268,5.322
1030,-12.351,-7.16449,5.186510000000001
1031,-12.204,-7.31796,4.88604
1032,-12.3121,-7.54599,4.766109999999999
1033,-12.1099,-7.12422,4.9856799999999994
1034,-12.3276,-7.28531,5.04229
1035,-11.9463,-6.68938,5.256920000000001
1036,-11.7651,-6.50489,5.260210000000001
1037,-12.0881,-6.91333,5.1747700000000005
1038,-12.1687,-7.03306,5.1356399999999995
1039,-12.1643,-6.88965,5.274650000000001
1040,-12.2016,-6.90435,5.297249999999999
1041,-12.0696,-6.87088,5.19872
1042,-12.0002,-6.71577,5.2844299999999995
1043,-13.7529,-8.75608,4.99682
1044,-12.5338,-7.3313,5.2025
1045,-12.3782,-7.69076,4.68744
1046,-12.5317,-7.66736,4.86434
1047,-12.3632,-7.33048,5.032720000000001
1048,-12.468,-7.53674,4.93126
1049,-12.0802,-6.99006,5.09014
1050,-11.8269,-6.73482,5.09208
1051,-12.3817,-7.21483,5.16687
1052,-12.3156,-7.15741,5.15819
1053,-12.2683,-7.19551,5.07279
1054,-12.2264,-7.01455,5.21185
1055,-12.2391,-6.98108,5.25802
1056,-12.3608,-7.51715,4.843649999999999
1057,-12.5202,-7.65838,4.861820000000001
1058,-12.2484,-7.44504,4.8033600000000005
1059,-12.0315,-7.21157,4.819929999999999
1060,-11.7346,-6.93319,4.801410000000001
1061,-12.2824,-7.30027,4.982130000000001
1062,-12.1227,-7.50164,4.62106
1063,-12.1951,-7.39579,4.79931
1064,-12.0908,-7.09837,4.99243
1065,-12.0228,-7.24204,4.78076
1066,-12.5336,-7.66817,4.86543
1067,-12.0628,-6.82544,5.237359999999999
1068,-12.425,-7.57021,4.85479
1069,-12.3654,-7.53402,4.831379999999999
1070,-12.2778,-7.4132,4.864599999999999
1071,-12.2669,-7.26816,4.99874
1072,-12.114,-7.08068,5.033320000000001
1073,-11.727,-6.7555,4.971500000000001
1074,-12.2155,-7.22408,4.991420000000001
1075,-12.1678,-7.20667,4.96113
1076,-11.9657,-7.05918,4.90652
1077,-12.09,-7.0853,5.0047
1078,-12.6215,-7.40504,5.21646
1079,-11.9706,-6.88122,5.089379999999999
1080,-11.9017,-7.01102,4.89068
1081,-11.8059,-6.6589,5.146999999999999
1082,-11.8024,-6.78707,5.0153300000000005
1083,-11.6998,-6.62325,5.07655
1084,-11.6348,-6.75931,4.87549
1085,-11.5134,-6.37209,5.141310000000001
1086,-11.49,-6.49754,4.99246
1087,-12.1518,-7.11034,5.04146
1088,-12.2794,-7.07769,5.201710000000001
1089,-12.1961,-7.1019,5.0942
1090,-12.0459,-6.82952,5.21638
1091,-12.0884,-6.88122,5.20718
1092,-12.0995,-7.1468,4.952700000000001
1093,-12.0174,-6.91061,5.10679
1094,-11.948,-6.91877,5.02923
1095,-11.8887,-6.72639,5.16231
1096,-9.6976,-5.89154,3.8060599999999996
1097,-11.619,-8.09893,3.5200700000000005
1098,-9.99747,-5.89072,4.10675
1099,-10.7599,-6.54625,4.21365
1100,-10.5365,-6.23549,4.30101
1101,-10.6369,-6.37754,4.259360000000001
1102,-10.5265,-6.59822,3.92828
1103,-10.7354,-6.6638,4.0716
1104,-10.2712,-6.57999,3.6912100000000008
1105,-10.023,-6.22053,3.8024699999999996
1106,-10.5376,-6.40529,4.1323099999999995
1107,-10.502,-6.40039,4.101610000000001
1108,-10.3994,-6.27767,4.12173
1109,-9.48127,-5.7397,3.7415700000000003
1110,-9.54902,-5.83222,3.7168
1111,-9.70222,-5.88038,3.821840000000001
1112,-9.61324,-6.03658,3.5766599999999995
1113,-11.5689,-8.12968,3.439219999999999
1114,-11.5795,-8.6837,2.8957999999999995
1115,-10.2323,-6.08229,4.15001
1116,-10.225,-6.11658,4.10842
1117,-10.7322,-6.56366,4.168540000000001
1118,-10.7733,-6.58053,4.19277
1119,-10.5365,-6.21944,4.317060000000001
1120,-10.5997,-6.36937,4.23033
1121,-10.5131,-6.59414,3.9189599999999993
1122,-10.7327,-6.62924,4.103459999999999
1123,-10.7975,-6.48611,4.311389999999999
1124,-10.6097,-6.77292,3.83678
1125,-10.5428,-6.454,4.0888
1126,-10.2837,-6.41999,3.8637099999999993
1127,-10.3885,-6.20719,4.181310000000001
1128,-10.161,-6.05726,4.103739999999999
1129,-9.99774,-6.19957,3.7981700000000007
1130,-10.5194,-6.3359,4.1834999999999996
1131,-10.469,-6.38434,4.0846599999999995
1132,-10.3828,-6.17399,4.20881
1133,-10.3983,-6.23821,4.160090000000001
1134,-9.72427,-6.06352,3.660750000000001
1135,-11.9352,-8.51717,3.41803
1136,-10.5213,-6.29808,4.22322
1137,-11.1368,-6.75305,4.383749999999999
1138,-10.9218,-6.55414,4.367659999999999
1139,-10.9548,-6.84666,4.108140000000001
1140,-10.9518,-6.75904,4.192760000000001
1141,-10.6957,-6.58189,4.113810000000001
1142,-10.5039,-6.30352,4.20038
1143,-10.927,-6.60067,4.32633
1144,-10.7912,-6.39658,4.39462
1145,-9.27691,-5.91004,3.3668700000000005
1146,-9.27909,-5.91277,3.36632
1147,-9.37977,-6.18325,3.1965200000000005
1148,-11.438,-8.24696,3.191040000000001
1149,-11.9534,-8.48696,3.4664400000000004
1150,-10.2505,-6.40067,3.8498300000000008
1151,-10.102,-6.35277,3.7492300000000007
1152,-10.711,-6.85455,3.8564500000000006
1153,-10.7659,-6.93238,3.83352
1154,-10.5493,-6.5974,3.9519
1155,-10.5518,-6.74244,3.80936
1156,-10.5216,-6.88176,3.6398399999999995
1157,-10.6829,-6.95224,3.7306600000000003
1158,-10.7028,-6.89265,3.81015
1159,-10.6778,-6.89401,3.7837899999999998
1160,-10.5937,-6.57808,4.01562
1161,-10.2794,-6.77292,3.5064800000000007
1162,-10.3428,-6.55387,3.7889300000000006
1163,-10.1058,-6.38407,3.72173
1164,-10.0552,-6.47033,3.5848699999999996
1165,-10.4897,-6.64257,3.847129999999999
1166,-10.5126,-6.59332,3.9192800000000005
1167,-10.3803,-6.55768,3.8226199999999997
1168,-10.2962,-6.50489,3.791310000000001
1169,-12.9703,-8.86275,4.10755
1170,-14.2068,-9.60835,4.59845
1171,-13.7774,-9.35474,4.4226600000000005
1172,-13.9363,-9.59011,4.34619
1173,-13.726,-9.601,4.125
1174,-13.889,-10.2179,3.671099999999999
1175,-12.9303,-8.94929,3.9810100000000013
1176,-13.5654,-9.38548,4.179920000000001
1177,-13.652,-9.29895,4.35305
1178,-13.3246,-9.05051,4.274090000000001
1179,-13.4909,-9.13786,4.35304
1180,-14.6234,-9.81107,4.812329999999999
1181,-14.2479,-9.63855,4.609349999999999
1182,-14.1799,-9.71556,4.46434
1183,-14.049,-9.89815,4.15085
1184,-14.2155,-10.3322,3.8833
1185,-13.7826,-9.00344,4.779160000000001
1186,-13.8384,-9.52943,4.30897
1187,-13.7578,-9.45923,4.29857
1188,-13.809,-9.32698,4.482019999999999
1189,-11.7039,-6.87169,4.832210000000001
1190,-10.9651,-6.13971,4.82539
1191,-12.1673,-7.2668,4.900499999999999
1192,-11.4685,-6.71659,4.7519100000000005
1193,-12.1442,-7.22245,4.921749999999999
1194,-11.7795,-7.18163,4.59787
1195,-11.9896,-7.32232,4.667279999999999
1196,-11.8683,-7.01401,4.85429
1197,-11.5363,-6.92775,4.608550000000001
1198,-10.9156,-6.14869,4.766909999999999
1199,-11.8125,-6.897,4.9155
1200,-11.7749,-6.88367,4.89123
1201,-11.4402,-6.59876,4.84144
1202,-11.7017,-6.84775,4.853950000000001
1203,-11.3232,-6.39277,4.93043
1204,-10.7308,-6.25699,4.47381
1205,-11.9376,-7.23279,4.70481
1206,-11.5708,-6.86135,4.70945
1207,-12.034,-7.14,4.894000000000001
1208,-11.8614,-7.29157,4.56983
1209,-11.6462,-7.22381,4.42239
1210,-11.7782,-6.96748,4.81072
1211,-11.3989,-7.05918,4.33972
1212,-10.6873,-6.35604,4.33126
1213,-11.6832,-6.92993,4.75327
1214,-11.6693,-6.89374,4.77556
1215,-11.2084,-6.58951,4.6188899999999995
1216,-11.5036,-6.83251,4.67109
1217,-11.1714,-6.43114,4.74026
1218,-13.01,-7.98437,5.02563
1219,-12.6351,-7.73348,4.901619999999999
1220,-12.7243,-8.10355,4.620749999999999
1221,-12.5162,-8.03226,4.483939999999999
1222,-12.7295,-7.9675,4.762
1223,-12.256,-7.77239,4.4836100000000005
1224,-11.8446,-7.23333,4.61127
1225,-12.4957,-7.69538,4.800319999999999
1226,-12.5719,-7.78954,4.78236
1227,-12.2707,-7.41511,4.855589999999999
1228,-12.5513,-7.5547,4.996599999999999
1229,-12.7763,-7.78545,4.990850000000001
1230,-12.6057,-7.98954,4.616160000000001
1231,-12.7983,-8.10546,4.692839999999999
1232,-12.8911,-8.03199,4.859109999999999
1233,-12.3611,-7.69593,4.665170000000001
1234,-12.1733,-7.23606,4.937239999999999
1235,-12.6302,-7.68695,4.94325
1236,-12.5363,-7.70436,4.83194
1237,-12.468,-7.47062,4.99738
1238,-13.4139,-9.0516,4.362299999999999
1239,-12.5861,-7.49375,5.09235
1240,-12.5289,-7.50817,5.02073
1241,-12.3159,-7.43497,4.880929999999999
1242,-12.1518,-7.57157,4.580229999999999
1243,-12.2868,-7.68042,4.60638
1244,-12.2383,-7.25837,4.97993
1245,-12.4087,-7.51524,4.893459999999999
1246,-11.8103,-7.26163,4.5486699999999995
1247,-11.4691,-6.72747,4.741629999999999
1248,-12.0859,-7.09428,4.99162
1249,-12.1738,-7.28939,4.88441
1250,-12.0182,-7.2151,4.803100000000001
1251,-12.0933,-7.30408,4.789219999999999
1252,-11.9828,-7.16122,4.821579999999999
1253,-11.9232,-7.07959,4.84361
1254,-12.4794,-7.72042,4.75898
1255,-12.2949,-7.90165,4.39325
1256,-12.5404,-7.85756,4.68284
1257,-12.4223,-7.52314,4.89916
1258,-12.4038,-7.7694,4.6344
1259,-12.0487,-7.53048,4.51822
1260,-11.6691,-6.97074,4.69836
1261,-12.3638,-7.53729,4.82651
1262,-12.3164,-7.43742,4.878979999999999
1263,-12.3096,-7.41211,4.8974899999999995
1264,-12.1787,-7.34436,4.834339999999999
1265,-12.0498,-7.18544,4.86436
1266,-12.3347,-7.84069,4.494009999999999
1267,-12.468,-7.9411,4.5269
1268,-12.2762,-7.7264,4.549799999999999
1269,-12.0255,-7.63389,4.391609999999999
1270,-11.6035,-7.19306,4.41044
1271,-12.1997,-7.63552,4.56418
1272,-12.1175,-7.77566,4.3418399999999995
1273,-12.2413,-7.68831,4.55299
1274,-12.0473,-7.42164,4.62566
1275,-11.9053,-7.43633,4.4689700000000006
1276,-12.6835,-7.80858,4.87492
1277,-12.3096,-7.68913,4.62047
1278,-11.9278,-7.13292,4.794879999999999
1279,-12.3719,-7.79661,4.57529
1280,-12.3551,-7.72341,4.63169
1281,-12.1921,-7.57756,4.61454
1282,-12.1526,-7.52749,4.625109999999999
1283,-12.0533,-7.42626,4.62704
1284,-11.8462,-7.03768,4.80852
1285,-12.2927,-7.44096,4.85174
1286,-12.3126,-7.36994,4.94266
1287,-12.1178,-7.22626,4.891540000000001
1288,-12.1461,-7.28585,4.860250000000001
1289,-14.062,-9.65814,4.40386
1290,-11.9164,-7.47334,4.443059999999999
1291,-11.7989,-7.4464,4.3525
1292,-11.7512,-7.22191,4.5292900000000005
1293,-11.6658,-7.23061,4.43519
1294,-11.4987,-6.82734,4.671359999999999
1295,-11.4821,-7.09891,4.383190000000001
1296,-11.4383,-6.69645,4.74185
1297,-11.3616,-6.75986,4.6017399999999995
1298,-12.0917,-7.3917,4.699999999999999
1299,-12.2519,-7.37048,4.881419999999999
1300,-12.2117,-7.37755,4.83415
1301,-11.9649,-7.17891,4.78599
1302,-12.0933,-7.27197,4.82133
1303,-12.1665,-7.39769,4.768809999999999
1304,-12.0195,-7.18463,4.8348700000000004
1305,-11.9025,-7.20585,4.69665
1306,-11.8149,-6.95251,4.8623899999999995
1307,-10.2971,-7.04422,3.25288
1308,-9.94223,-7.35769,2.5845400000000005
1309,-10.3229,-7.1498,3.1731000000000007
1310,-10.5256,-7.39062,3.1349800000000005
1311,-11.2095,-8.0992,3.1103000000000005
1312,-10.7784,-7.67062,3.107779999999999
1313,-11.0946,-8.00178,3.0928199999999997
1314,-11.0693,-8.03689,3.0324100000000005
1315,-11.2794,-8.06791,3.2114900000000013
1316,-11.1414,-8.00206,3.1393400000000007
1317,-10.8372,-7.75226,3.0849399999999996
1318,-10.8443,-7.76423,3.08007
1319,-10.776,-7.76341,3.0125899999999994
1320,-10.8582,-7.80178,3.05642
1321,-10.7107,-7.63742,3.0732799999999996
1322,-10.4565,-6.93428,3.52222
1323,-10.668,-6.80176,3.8662399999999995
1324,-12.6794,-8.92643,3.7529699999999995
1325,-11.072,-6.79333,4.278669999999999
1326,-11.7129,-7.49837,4.214529999999999
1327,-11.7025,-7.35198,4.35052
1328,-11.4933,-7.46001,4.03329
1329,-11.7706,-7.36422,4.4063799999999995
1330,-11.6446,-7.38517,4.259430000000001
1331,-11.2963,-7.19524,4.10106
1332,-11.3216,-7.15224,4.16936
1333,-11.2829,-7.24068,4.0422199999999995
1334,-11.3618,-7.20776,4.15404
1335,-11.2179,-7.02626,4.1916400000000005
1336,-10.4516,-7.04367,3.4079299999999995
1337,-10.0987,-7.22816,2.870539999999999
1338,-10.4824,-7.11633,3.3660700000000006
1339,-10.5172,-7.06517,3.4520300000000006
1340,-12.4898,-9.26548,3.2243200000000005
1341,-12.5004,-9.57569,2.924710000000001
1342,-10.7303,-7.22136,3.50894
1343,-10.7281,-7.17048,3.557619999999999
1344,-11.4312,-7.93103,3.5001700000000007
1345,-11.3934,-7.89348,3.4999199999999995
1346,-11.308,-7.7996,3.5084
1347,-11.2987,-7.89593,3.4027700000000003
1348,-11.4933,-7.90872,3.58458
1349,-11.2541,-7.59089,3.6632099999999994
1350,-11.4965,-7.88614,3.610359999999999
1351,-11.3711,-7.82954,3.5415600000000005
1352,-11.1341,-7.44041,3.69369
1353,-10.669,-7.25864,3.4103600000000007
1354,-11.0369,-7.59633,3.4405699999999992
1355,-11.0416,-7.6045,3.437100000000001
1356,-10.9754,-7.59688,3.378520000000001
1357,-10.9997,-7.60695,3.3927500000000004
1358,-11.0508,-7.63742,3.413380000000001
1359,-10.9199,-7.47715,3.44275
1360,-10.905,-7.38191,3.523089999999999
1361,-10.6568,-6.83169,3.8251100000000005
1362,-10.8217,-6.90707,3.91463
1363,-10.8312,-6.86244,3.9687600000000005
1364,-12.9047,-9.0701,3.8346
1365,-12.8816,-9.39065,3.4909499999999998
1366,-10.8767,-6.67414,4.202559999999999
1367,-11.2277,-6.95006,4.277640000000001
1368,-11.8887,-7.69402,4.19468
1369,-11.8383,-7.64341,4.19489
1370,-11.7123,-7.37238,4.339920000000001
1371,-11.828,-7.47062,4.357379999999999
1372,-11.6987,-7.64205,4.05665
1373,-11.9695,-7.55089,4.41861
1374,-11.9031,-7.51524,4.38786
1375,-11.5882,-7.38354,4.2046600000000005
1376,-11.8454,-7.57946,4.26594
1377,-11.53,-7.23769,4.29231
1378,-11.1515,-6.86027,4.2912300000000005
1379,-11.4688,-7.36259,4.10621
1380,-11.4647,-7.28857,4.176130000000001
1381,-11.4228,-7.39742,4.02538
1382,-11.4337,-7.41674,4.01696
1383,-11.5028,-7.35143,4.151370000000001
1384,-11.3621,-7.19878,4.16332
1385,-11.3774,-7.1615,4.2158999999999995
1386,-13.9913,-9.81787,4.1734300000000015
1387,-14.3682,-11.0095,3.3587000000000007
1388,-14.8025,-10.3488,4.4536999999999995
1389,-14.4405,-10.4331,4.0074000000000005
1390,-14.0348,-10.0016,4.033200000000001
1391,-13.9298,-9.97516,3.9546399999999995
1392,-14.0476,-9.90604,4.141559999999998
1393,-13.9758,-10.096,3.8797999999999995
1394,-14.046,-9.99067,4.05533
1395,-13.9741,-10.0347,3.939399999999999
1396,-13.8683,-9.78957,4.07873
1397,-11.2846,-6.91877,4.365829999999999
1398,-10.8448,-6.42135,4.423449999999999
1399,-12.3172,-7.96723,4.34997
1400,-11.813,-7.51878,4.294220000000001
1401,-11.8446,-7.51797,4.32663
1402,-12.29,-7.95199,4.338009999999999
1403,-12.3129,-7.91661,4.3962900000000005
1404,-12.1752,-7.79471,4.38049
1405,-12.3175,-7.9294,4.3881000000000006
1406,-12.6525,-8.16478,4.4877199999999995
1407,-11.8375,-7.50708,4.33042
