identifier,HOMO,LUMO,HOMO_LUMO_gap
1408,-11.7782,-7.57565,4.20255
1409,-11.8274,-7.60858,4.218820000000001
1410,-11.5646,-7.21864,4.345960000000001
1411,-11.807,-7.56667,4.24033
1412,-11.8666,-7.59416,4.2724400000000005
1413,-11.4723,-7.11741,4.354890000000001
1414,-11.7765,-7.47089,4.305610000000001
1415,-11.7229,-7.4415,4.2814
1416,-12.7091,-8.269,4.440099999999999
1417,-13.1211,-8.70384,4.417260000000001
1418,-13.2506,-8.792,4.458600000000001
1419,-13.2296,-8.82085,4.4087499999999995
1420,-13.2247,-8.7901,4.4346
1421,-13.1592,-8.88235,4.27685
1422,-13.3069,-8.74112,4.56578
1423,-12.773,-8.41458,4.358419999999999
1424,-12.6849,-8.39798,4.28692
1425,-12.7436,-8.392,4.351600000000001
1426,-12.7638,-8.54492,4.21888
1427,-12.7148,-8.44451,4.270290000000001
1428,-12.717,-8.45567,4.261330000000001
1429,-12.6035,-8.26329,4.340210000000001
1430,-12.514,-8.21322,4.30078
1431,-12.6443,-8.25295,4.391349999999999
1432,-12.7017,-8.24641,4.4552900000000015
1433,-12.2329,-7.88478,4.348120000000001
1434,-12.1385,-7.8543,4.2842
1435,-12.1513,-7.87933,4.2719700000000005
1436,-12.0604,-7.70464,4.355759999999999
1437,-12.459,-8.08423,4.37477
1438,-12.9039,-8.6671,4.236800000000001
1439,-13.0792,-8.65241,4.4267900000000004
1440,-13.0321,-8.58057,4.45153
1441,-12.9409,-8.82575,4.11515
1442,-13.074,-8.64234,4.431659999999999
1443,-12.6397,-8.2592,4.3805
1444,-12.5178,-8.24886,4.268939999999999
1445,-12.5466,-8.22628,4.320320000000001
1446,-12.5695,-8.23308,4.33642
1447,-12.564,-8.2905,4.2735
1448,-12.4421,-8.05376,4.3883399999999995
1449,-12.5012,-8.13104,4.37016
1450,-13.2669,-8.68343,4.58347
1451,-12.9415,-8.76207,4.17943
1452,-13.0775,-8.83663,4.240870000000001
1453,-12.7257,-8.40234,4.323359999999999
1454,-12.6215,-8.42928,4.192219999999999
1455,-12.677,-8.38084,4.29616
1456,-12.5502,-8.41703,4.13317
1457,-12.7034,-8.36751,4.335890000000001
1458,-12.5246,-8.1773,4.347299999999999
1459,-12.5219,-8.19145,4.330450000000001
1460,-13.4065,-8.61322,4.793279999999999
1461,-12.7896,-8.2992,4.490399999999999
1462,-12.6419,-8.3373,4.304599999999999
1463,-12.7243,-8.40805,4.31625
1464,-12.7687,-8.28778,4.480920000000001
1465,-12.6876,-8.35091,4.336689999999999
1466,-12.6109,-8.11907,4.49183
1467,-12.6615,-8.20342,4.458080000000001
1468,-12.2576,-8.01539,4.24221
1469,-12.2176,-8.0026,4.215
1470,-12.2111,-7.98546,4.22564
1471,-12.2125,-8.00369,4.20881
1472,-12.2402,-8.04451,4.195689999999999
1473,-12.1186,-7.79307,4.3255300000000005
1474,-12.1491,-7.8679,4.281200000000001
1475,-12.1711,-7.97512,4.195979999999999
1476,-12.1722,-8.00587,4.16633
1477,-12.1578,-8.04559,4.112209999999999
1478,-12.0383,-7.77647,4.26183
1479,-12.0465,-7.76967,4.27683
1480,-12.2217,-8.03743,4.18427
1481,-12.0827,-7.81784,4.2648600000000005
1482,-12.0919,-7.8875,4.204400000000001
1483,-11.9749,-7.70355,4.27135
1484,-10.6369,-6.98598,3.650920000000001
1485,-10.6775,-6.7887,3.8888
1486,-12.8748,-9.07691,3.7978900000000007
1487,-11.2176,-6.90816,4.3094399999999995
1488,-11.9083,-7.59824,4.310060000000001
1489,-11.8685,-7.34272,4.525779999999999
1490,-11.7063,-7.58273,4.123570000000001
1491,-11.8272,-7.44422,4.38298
1492,-12.0117,-7.3215,4.690199999999999
1493,-11.348,-7.07714,4.270860000000001
1494,-11.4911,-7.32558,4.165519999999999
1495,-11.5463,-7.29266,4.253640000000001
1496,-11.5681,-7.31932,4.248779999999999
1497,-11.4018,-7.12694,4.274859999999999
1498,-10.7025,-7.09129,3.6112100000000007
1499,-12.77,-9.56562,3.2043800000000005
1500,-10.6165,-6.79224,3.8242600000000007
1501,-11.6375,-7.80042,3.8370799999999994
1502,-11.5072,-7.50735,3.9998499999999995
1503,-11.717,-7.79144,3.925560000000001
1504,-11.3629,-7.33701,4.0258899999999995
1505,-10.8922,-7.13619,3.7560100000000007
1506,-11.2174,-7.50763,3.70977
1507,-11.1338,-7.35279,3.781010000000001
1508,-10.8394,-6.90598,3.93342
1509,-10.8473,-6.87687,3.9704300000000003
1510,-10.9703,-7.08694,3.8833599999999997
1511,-13.1622,-9.13949,4.02271
1512,-13.0743,-9.71066,3.3636399999999984
1513,-11.0837,-6.79088,4.292820000000001
1514,-11.0993,-6.67169,4.42761
1515,-12.1298,-7.73729,4.39251
1516,-12.0696,-7.75144,4.31816
1517,-12.0073,-7.50109,4.506210000000001
1518,-11.9798,-7.68477,4.295029999999999
1519,-12.0805,-7.56803,4.51247
1520,-11.8032,-7.50735,4.295850000000001
1521,-11.9681,-7.45647,4.511629999999999
1522,-11.6794,-7.22299,4.456409999999999
1523,-11.4628,-7.1585,4.3043
1524,-11.3333,-6.91278,4.42052
1525,-11.6971,-7.45184,4.245260000000001
1526,-11.6922,-7.41075,4.2814499999999995
1527,-11.736,-7.44586,4.290140000000001
1528,-11.5896,-7.26762,4.321980000000001
1529,-11.5853,-7.19524,4.39006
1530,-12.9393,-9.4331,3.5061999999999998
1531,-11.204,-6.90897,4.295030000000001
1532,-11.8669,-7.61239,4.254509999999999
1533,-11.6312,-7.3547,4.2764999999999995
1534,-12.0696,-7.463,4.606599999999999
1535,-11.5774,-7.19878,4.378620000000001
1536,-11.1605,-6.91387,4.246630000000001
1537,-11.3989,-7.38082,4.018079999999999
1538,-11.3782,-7.11714,4.26106
1539,-13.4892,-9.03854,4.450660000000001
1540,-14.9148,-10.4296,4.485199999999999
1541,-14.8933,-10.0192,4.8741
1542,-14.7377,-10.4065,4.331200000000001
1543,-15.0234,-10.5205,4.5029
1544,-14.634,-10.9659,3.668100000000001
1545,-14.3015,-9.9972,4.304300000000001
1546,-14.2618,-10.0557,4.206099999999999
1547,-14.3401,-9.91801,4.422089999999999
1548,-14.1165,-9.65814,4.458360000000001
1549,-13.597,-9.54494,4.052059999999999
1550,-14.9671,-10.8467,4.1204
1551,-14.8291,-10.5564,4.2727
1552,-14.9524,-10.7197,4.232700000000001
1553,-14.8269,-11.2029,3.6240000000000006
1554,-14.978,-10.5431,4.434899999999999
1555,-14.2082,-10.0032,4.205
1556,-14.3467,-10.3997,3.947000000000001
1557,-14.2414,-10.3656,3.8758
1558,-14.3045,-10.4424,3.8621000000000016
1559,-14.1839,-10.1727,4.011199999999999
1560,-11.4144,-6.77863,4.635770000000001
1561,-11.345,-6.56285,4.782150000000001
1562,-12.2593,-7.47933,4.77997
1563,-12.5771,-7.75879,4.818309999999999
1564,-12.5649,-7.82491,4.73999
1565,-12.4955,-7.49728,4.99822
1566,-12.8552,-7.9411,4.9141
1567,-12.28,-7.32694,4.95306
1568,-11.748,-7.00285,4.74515
1569,-12.0987,-7.43633,4.662369999999999
1570,-11.9929,-7.45864,4.534260000000001
1571,-12.1175,-7.52069,4.59681
1572,-12.0138,-7.36177,4.65203
1573,-11.7072,-7.0717,4.6355
1574,-11.6046,-6.91061,4.693989999999999
1575,-11.3423,-6.64421,4.69809
1576,-12.2174,-7.3634,4.853999999999999
1577,-12.776,-7.67361,5.10239
1578,-12.5009,-7.71443,4.78647
1579,-12.3548,-7.37919,4.975609999999999
1580,-12.1676,-7.28776,4.879840000000001
1581,-12.3066,-7.27524,5.031359999999999
1582,-11.797,-6.92421,4.87279
1583,-12.0089,-7.34545,4.663450000000001
1584,-12.1172,-7.33674,4.780460000000001
1585,-12.0699,-7.36014,4.70976
1586,-11.9893,-7.24204,4.74726
1587,-11.9727,-7.20068,4.7720199999999995
1588,-11.6057,-6.86516,4.74054
1589,-13.5535,-8.70438,4.849119999999999
1590,-13.5213,-8.34084,5.18046
1591,-13.4536,-8.72452,4.72908
1592,-13.4481,-8.59635,4.851750000000001
1593,-13.4819,-8.70248,4.77942
1594,-13.2827,-8.15961,5.1230899999999995
1595,-12.6715,-7.79035,4.88115
1596,-12.9597,-8.3275,4.632199999999999
1597,-13.0337,-8.48207,4.551629999999999
1598,-13.0103,-8.3471,4.663200000000002
1599,-12.8201,-8.06083,4.759270000000001
1600,-13.3513,-8.41458,4.936719999999999
1601,-13.5456,-8.68561,4.85999
1602,-13.5088,-8.64125,4.867550000000001
1603,-13.5638,-8.51472,5.04908
1604,-13.3156,-8.23036,5.085240000000001
1605,-12.7232,-7.77702,4.94618
1606,-13.0188,-8.32778,4.69102
1607,-12.9026,-8.30955,4.59305
1608,-12.9741,-8.34601,4.62809
1609,-12.8487,-8.12668,4.722019999999999
1610,-14.5845,-9.83883,4.7456700000000005
1611,-13.2321,-8.35689,4.875210000000001
1612,-13.3235,-8.05784,5.265659999999999
1613,-12.9945,-8.51336,4.48114
1614,-12.9703,-7.86137,5.10893
1615,-12.4612,-7.62055,4.84065
1616,-12.8092,-8.0075,4.8017
1617,-12.7904,-7.99988,4.79052
1618,-12.7211,-7.89158,4.82952
1619,-12.631,-7.70055,4.93045
1620,-13.5426,-8.34138,5.201220000000001
1621,-13.3545,-8.73295,4.621549999999999
1622,-13.1798,-8.149,5.030800000000001
1623,-12.6726,-7.82001,4.852589999999999
1624,-13.0305,-8.34955,4.680949999999999
1625,-13.0019,-8.25621,4.74569
1626,-12.8307,-8.13458,4.6961200000000005
1627,-12.8163,-8.03743,4.7788699999999995
1628,-13.5276,-8.16206,5.365539999999999
1629,-13.2231,-7.86954,5.353560000000001
1630,-12.7328,-7.45864,5.274159999999999
1631,-12.9385,-7.98002,4.95848
1632,-12.8079,-7.98355,4.82435
1633,-12.8792,-8.00369,4.87551
1634,-12.7932,-7.79525,4.99795
1635,-12.8275,-7.81729,5.010210000000001
1636,-13.1096,-8.05403,5.055570000000001
1637,-12.6182,-7.71552,4.90268
1638,-13.0013,-8.28505,4.7162500000000005
1639,-12.9937,-8.11662,4.877080000000001
1640,-12.8996,-8.05022,4.84938
1641,-12.7986,-7.93212,4.86648
1642,-14.895,-10.5923,4.3027
1643,-12.8217,-7.79988,5.02182
1644,-12.5842,-7.70627,4.877929999999999
1645,-12.7075,-7.81974,4.887759999999999
1646,-12.502,-7.45538,5.046620000000001
1647,-12.5265,-7.48422,5.042280000000001
1648,-12.1776,-7.44912,4.72848
1649,-12.0764,-7.41021,4.666189999999999
1650,-12.1115,-7.48341,4.628089999999999
1651,-12.0198,-7.30762,4.71218
1652,-12.0206,-7.29592,4.72468
1653,-12.4571,-7.96478,4.49232
1654,-12.4832,-7.95362,4.52958
1655,-12.3521,-7.74436,4.60774
1656,-12.4174,-7.83253,4.5848700000000004
1657,-12.3877,-8.00587,4.381830000000001
1658,-12.2721,-7.72532,4.54678
1659,-12.2446,-7.69756,4.54704
1660,-12.3126,-7.74709,4.56551
1661,-12.3507,-7.83879,4.511909999999999
1662,-12.1907,-7.40477,4.78593
1663,-16.8882,-10.7129,6.175300000000002
1664,-16.7252,-11.3129,5.4123
1665,-15.6313,-10.0579,5.5733999999999995
1666,-15.6006,-9.97162,5.62898
1667,-18.4488,-12.3284,6.120399999999998
1668,-18.3408,-13.0239,5.316900000000002
1669,-17.3568,-11.9649,5.3919
1670,-17.3301,-11.8285,5.501600000000002
1671,-16.5429,-10.6963,5.846599999999999
1672,-17.2575,-11.9825,5.275
1673,-17.4158,-11.865,5.550800000000001
1674,-17.6482,-12.6887,4.9594999999999985
1675,-17.4041,-12.5553,4.848799999999999
1676,-17.0558,-11.4718,5.584000000000001
1677,-17.2792,-11.2688,6.010399999999999
1678,-17.242,-11.3784,5.863600000000002
1679,-17.1592,-11.0489,6.110299999999999
1680,-17.3764,-13.3113,4.065100000000001
1681,-17.4142,-12.1899,5.224300000000001
1682,-17.5783,-12.2767,5.301599999999999
1683,-17.559,-12.1066,5.452400000000001
1684,-17.1399,-11.862,5.277900000000001
1685,-16.4613,-11.1991,5.262200000000002
1686,-16.3889,-11.1654,5.2235
1687,-16.4202,-11.1189,5.301300000000001
1688,-16.369,-10.8182,5.550800000000001
1689,-16.3268,-11.0954,5.231399999999999
1690,-16.2479,-10.7722,5.475700000000002
1691,-12.5461,-6.45019,6.095909999999999
1692,-12.3719,-6.26597,6.10593
1693,-13.7477,-7.33783,6.40987
1694,-12.8258,-6.80965,6.016149999999999
1695,-13.2634,-7.37184,5.891560000000001
1696,-13.3341,-7.2034,6.130699999999999
1697,-12.7553,-6.94435,5.81095
1698,-12.8147,-6.81782,5.99688
1699,-12.8835,-6.73945,6.14405
1700,-12.9918,-6.85891,6.13289
1701,-13.0367,-6.88857,6.14813
1702,-12.9924,-6.81129,6.18111
1703,-13.6958,-7.76559,5.93021
1704,-13.2822,-7.11197,6.170229999999999
1705,-12.5578,-6.24801,6.3097900000000005
1706,-13.2209,-6.90081,6.32009
1707,-14.062,-7.75253,6.309469999999999
1708,-14.5029,-8.27444,6.22846
1709,-14.7178,-8.32125,6.396550000000001
1710,-13.9679,-7.91498,6.05292
1711,-13.9992,-8.0026,5.996600000000001
1712,-14.0702,-7.70763,6.36257
1713,-14.329,-7.9509,6.378100000000001
1714,-14.286,-8.57186,5.71414
1715,-13.64,-8.06791,5.572090000000001
1716,-14.1126,-7.90464,6.207960000000001
1717,-14.2112,-8.15635,6.05485
1718,-13.7899,-7.51742,6.272479999999999
1719,-13.1956,-7.47524,5.72036
1720,-13.3009,-7.25538,6.045520000000001
1721,-13.2851,-7.42572,5.85938
1722,-13.3224,-7.17374,6.1486600000000005
1723,-13.6585,-7.55171,6.10679
1724,-13.4022,-7.24177,6.160430000000001
1725,-13.443,-8.0124,5.4306
1726,-13.9126,-8.32478,5.587819999999999
1727,-13.4392,-8.23444,5.20476
1728,-14.111,-8.5022,5.6088000000000005
1729,-14.5279,-8.20124,6.32666
1730,-14.1268,-8.38547,5.74133
1731,-13.6672,-7.61184,6.055359999999999
1732,-14.2795,-8.2875,5.992000000000001
1733,-14.1178,-8.12424,5.99356
1734,-13.6471,-8.00233,5.644769999999999
1735,-14.2884,-7.88858,6.399819999999999
1736,-13.6805,-7.84205,5.83845
1737,-14.0601,-8.02355,6.03655
1738,-13.7339,-7.53701,6.19689
1739,-13.9837,-7.826,6.157700000000001
1740,-13.9475,-7.83933,6.108169999999999
1741,-13.292,-7.61457,5.67743
1742,-13.1774,-7.4747,5.7027
1743,-13.6846,-7.71879,5.965809999999999
1744,-13.2152,-7.41075,5.804449999999999
1745,-13.1793,-7.40477,5.7745299999999995
1746,-13.148,-7.24177,5.90623
1747,-13.2805,-7.38572,5.89478
1748,-13.2786,-7.31715,5.961450000000001
1749,-13.2547,-7.26109,5.993609999999999
1750,-13.2076,-7.25646,5.95114
1751,-13.2547,-7.03877,6.215929999999999
1752,-13.206,-6.99115,6.214849999999999
1753,-15.3992,-9.29433,6.10487
1754,-14.8599,-9.16888,5.69102
1755,-15.5374,-9.38984,6.14756
1756,-15.4392,-9.09732,6.34188
1757,-15.0041,-8.72915,6.274949999999999
1758,-14.6659,-8.90575,5.760150000000001
1759,-14.8746,-8.76071,6.11389
1760,-14.735,-8.78656,5.94844
1761,-14.754,-8.46275,6.29125
1762,-15.1129,-9.64209,5.47081
1763,-15.76,-10.0595,5.7005
1764,-15.1698,-9.97243,5.197370000000001
1765,-15.2057,-9.4244,5.7813
1766,-15.609,-9.12208,6.48692
1767,-15.2966,-9.41025,5.88635
1768,-15.2895,-9.11147,6.17803
1769,-15.338,-9.67529,5.662709999999999
1770,-15.8229,-9.26358,6.559320000000001
1771,-15.4996,-9.44208,6.0575199999999985
1772,-15.4147,-9.10194,6.312759999999999
1773,-14.7072,-8.74384,5.96336
1774,-14.6414,-8.75772,5.88368
1775,-14.9222,-8.88534,6.036860000000001
1776,-13.9627,-9.34195,4.620749999999999
1777,-14.8044,-8.81595,5.9884499999999985
1778,-14.5551,-8.76561,5.789489999999999
1779,-14.4327,-8.86248,5.570220000000001
1780,-14.4961,-8.88969,5.60641
1781,-14.4634,-8.43717,6.02623
1782,-14.483,-8.6271,5.8559
1783,-14.4076,-9.45433,4.95327
1784,-14.7298,-8.63908,6.090719999999999
1785,-14.169,-8.56234,5.60666
1786,-13.9543,-8.36887,5.585430000000001
1787,-14.5929,-8.69704,5.895860000000001
1788,-14.8819,-8.59146,6.29044
1789,-14.5135,-8.32397,6.189530000000001
1790,-14.2841,-8.03471,6.24939
1791,-14.0775,-8.29104,5.78646
1792,-14.1722,-8.2192,5.952999999999999
1793,-14.1208,-7.9509,6.169899999999999
1794,-14.1282,-7.90818,6.22002
1795,-13.8326,-8.52533,5.307269999999999
1796,-13.8609,-8.19771,5.66319
1797,-13.8188,-7.98818,5.83062
1798,-13.932,-7.69484,6.23716
1799,-14.2863,-9.87257,4.413730000000001
1800,-14.852,-9.43637,5.41563
1801,-14.7807,-9.15473,5.625969999999999
1802,-14.9108,-8.91636,5.994440000000001
1803,-14.222,-8.68942,5.532579999999999
1804,-14.2495,-8.71636,5.5331399999999995
1805,-14.6329,-9.15854,5.474359999999999
1806,-14.2525,-8.98711,5.26539
1807,-14.6552,-8.63826,6.01694
1808,-14.7031,-8.57431,6.128789999999999
1809,-14.7298,-8.31363,6.416169999999999
1810,-14.7018,-8.23907,6.4627300000000005
1811,-14.3875,-8.94548,5.442019999999999
1812,-14.3154,-8.53948,5.775920000000001
1813,-14.3861,-8.68044,5.70566
1814,-14.4427,-8.57758,5.865120000000001
1815,-14.3352,-8.51445,5.82075
1816,-14.4201,-8.27716,6.142939999999999
1817,-13.9124,-8.21022,5.70218
1818,-13.9238,-8.22873,5.695069999999999
1819,-13.9442,-8.38274,5.56146
1820,-14.0057,-8.24587,5.759829999999999
1821,-13.8579,-7.87171,5.986190000000001
1822,-12.1034,-7.63361,4.469790000000001
1823,-12.1439,-7.67253,4.47137
1824,-12.1722,-7.72123,4.45097
1825,-15.8063,-10.4386,5.367700000000001
1826,-13.3537,-7.54191,5.81179
1827,-12.9646,-7.21946,5.745140000000001
1828,-14.4068,-8.61431,5.792490000000001
1829,-14.3946,-8.53322,5.8613800000000005
1830,-14.1007,-8.03281,6.06789
1831,-13.8389,-7.93947,5.899430000000001
1832,-13.5894,-7.89158,5.697819999999999
1833,-13.4797,-7.3664,6.1133
1834,-14.4348,-8.28642,6.1483799999999995
1835,-14.1556,-8.3373,5.818299999999999
1836,-14.2231,-8.33213,5.890970000000001
1837,-13.6305,-8.1539,5.4765999999999995
1838,-13.7143,-8.09267,5.62163
1839,-13.7159,-8.15036,5.56554
1840,-13.5671,-7.92777,5.63933
1841,-13.6109,-7.93348,5.677420000000001
1842,-13.3646,-7.9441,5.4205
1843,-13.333,-8.01947,5.31353
1844,-13.4133,-8.02002,5.393279999999999
1845,-10.9953,-6.75441,4.24089
1846,-11.1578,-6.8551,4.3027
1847,-12.1953,-7.44177,4.75353
1848,-11.8993,-7.08013,4.819170000000001
1849,-11.7768,-7.09483,4.68197
1850,-11.7809,-7.03034,4.750560000000001
1851,-11.7455,-6.95659,4.78891
1852,-11.0691,-7.15959,3.909510000000001
1853,-11.7219,-7.50817,4.21373
1854,-11.9259,-7.22408,4.7018200000000006
1855,-12.3934,-7.78028,4.613119999999999
1856,-16.1013,-11.1341,4.967199999999998
1857,-15.9587,-10.7643,5.1944
1858,-13.2258,-7.72396,5.50184
1859,-14.4672,-8.8818,5.5854
1860,-14.5186,-8.82085,5.697749999999999
1861,-13.9529,-8.54574,5.407159999999999
1862,-13.763,-8.19798,5.5650200000000005
1863,-13.2032,-7.42572,5.777480000000001
1864,-13.5845,-8.04206,5.542440000000001
1865,-13.6079,-8.09838,5.50952
1866,-13.4996,-8.0709,5.428699999999999
1867,-10.9379,-6.77591,4.161990000000001
1868,-10.4982,-6.96258,3.5356200000000007
1869,-10.9341,-6.65482,4.279280000000001
1870,-11.1534,-6.71387,4.4395299999999995
1871,-10.8821,-6.84149,4.040609999999999
1872,-11.0832,-6.56856,4.51464
1873,-12.1461,-7.20694,4.93916
1874,-11.933,-6.93074,5.00226
1875,-12.1858,-6.66679,5.519010000000001
1876,-11.9167,-6.75441,5.1622900000000005
1877,-11.6614,-6.87959,4.78181
1878,-11.0209,-6.59795,4.422949999999999
1879,-11.1695,-6.71469,4.454809999999999
1880,-12.0849,-7.17102,4.913879999999999
1881,-12.0511,-6.91904,5.13206
1882,-11.8179,-6.8736,4.9443
1883,-10.9463,-6.63686,4.30944
1884,-10.9931,-6.70326,4.28984
1885,-10.5692,-7.14381,3.42539
1886,-11.0726,-6.51196,4.560639999999999
1887,-11.1447,-6.81129,4.333410000000001
1888,-10.9493,-6.91197,4.037329999999999
1889,-11.9355,-7.06136,4.87414
1890,-12.1515,-7.5781,4.5734
1891,-11.5814,-6.87959,4.70181
1892,-11.7183,-6.78734,4.930959999999999
1893,-11.7912,-6.87578,4.91542
1894,-11.6451,-6.86789,4.777209999999999
1895,-11.0217,-7.02843,3.993269999999999
1896,-10.9806,-6.96857,4.012030000000001
1897,-10.6895,-7.19388,3.4956200000000006
1898,-11.0135,-6.92666,4.0868400000000005
1899,-10.9705,-7.02925,3.9412499999999993
1900,-11.0146,-7.04911,3.96549
1901,-12.2329,-7.61838,4.614520000000001
1902,-11.5689,-7.21973,4.349169999999999
1903,-11.8748,-7.07388,4.8009200000000005
1904,-11.6402,-7.33048,4.30972
1905,-11.9831,-7.04313,4.939970000000001
1906,-11.0712,-6.49808,4.573119999999999
1907,-11.1069,-6.57808,4.52882
1908,-11.1662,-6.69074,4.47546
1909,-12.5053,-7.80749,4.6978100000000005
1910,-12.1768,-7.45565,4.72115
1911,-12.1493,-7.49266,4.65664
1912,-12.1534,-7.5411,4.612299999999999
1913,-12.1616,-7.51089,4.65071
1914,-11.195,-6.59495,4.60005
1915,-11.2209,-6.55142,4.66948
1916,-11.2799,-6.84557,4.434329999999999
1917,-12.3205,-7.63117,4.689329999999999
1918,-12.1042,-7.42817,4.676030000000001
1919,-12.3376,-7.49837,4.83923
1920,-12.2819,-7.62681,4.65509
1921,-10.7161,-7.06952,3.646580000000001
1922,-10.7504,-7.12286,3.6275400000000007
1923,-10.8622,-7.27878,3.5834199999999994
1924,-10.6633,-8.09403,2.5692699999999995
1925,-10.8778,-7.95906,2.9187400000000006
1926,-11.8514,-8.19961,3.65179
1927,-11.6944,-8.06002,3.63438
1928,-11.7333,-8.16451,3.56879
1929,-11.7278,-8.11362,3.614180000000001
1930,-12.7257,-7.38381,5.341889999999999
1931,-12.4362,-7.25864,5.17756
1932,-11.1616,-6.81537,4.34623
1933,-11.1591,-6.75958,4.399520000000001
1934,-11.1091,-7.21619,3.8929099999999996
1935,-12.4677,-7.66382,4.80388
1936,-12.4446,-7.61348,4.831119999999999
1937,-10.8437,-6.84938,3.99432
1938,-10.8391,-6.82407,4.01503
1939,-10.9431,-7.19333,3.74977
1940,-12.0868,-7.88097,4.205830000000001
1941,-11.9804,-7.78899,4.191409999999999
1942,-15.83,-10.4323,5.3977
1943,-15.8536,-10.142,5.711600000000001
1944,-16.0675,-10.7373,5.3302
1945,-16.3799,-10.7953,5.5846
1946,-13.1344,-7.28912,5.84528
1947,-13.1779,-7.51851,5.659389999999999
1948,-13.111,-7.59035,5.520650000000001
1949,-13.1681,-7.56831,5.5997900000000005
1950,-13.0087,-7.54354,5.465159999999999
1951,-12.6808,-7.12911,5.55169
1952,-14.7864,-8.4788,6.307600000000001
1953,-14.3341,-8.68533,5.648769999999999
1954,-14.2155,-8.61105,5.60445
1955,-14.7984,-8.89813,5.900270000000001
1956,-14.3439,-8.5539,5.789999999999999
1957,-14.4912,-8.59064,5.900559999999999
1958,-14.5532,-8.52805,6.02515
1959,-14.0386,-7.73239,6.306210000000001
1960,-13.4658,-7.13075,6.33505
1961,-13.9048,-7.84396,6.06084
1962,-13.5755,-7.83171,5.74379
1963,-12.3142,-7.17456,5.13964
1964,-12.2454,-7.25538,4.99002
1965,-12.2084,-7.42953,4.7788699999999995
1966,-16.3614,-10.9134,5.448
1967,-14.6536,-8.98602,5.667580000000001
1968,-14.5527,-8.74003,5.812669999999999
1969,-14.8161,-9.09949,5.716610000000001
1970,-13.757,-7.87607,5.880929999999999
1971,-13.5564,-7.81239,5.74401
1972,-13.8335,-8.22165,5.6118500000000004
1973,-13.7875,-8.18492,5.60258
1974,-13.5671,-8.30438,5.26272
1975,-13.4141,-8.146,5.268099999999999
1976,-14.1668,-8.69622,5.47058
1977,-13.9627,-8.52887,5.43383
1978,-13.3695,-7.5811,5.7884
1979,-13.5341,-7.62545,5.908650000000001
1980,-13.1154,-7.19796,5.917439999999999
1981,-13.2838,-7.26163,6.022169999999999
1982,-13.4609,-7.87144,5.589460000000001
1983,-13.6177,-7.91933,5.698369999999999
1984,-13.4702,-7.83879,5.63141
1985,-13.4786,-7.89756,5.58104
1986,-13.293,-7.81756,5.475439999999999
1987,-10.0913,-5.9895,4.101800000000001
1988,-10.25,-6.00229,4.24771
1989,-10.7458,-6.05018,4.695619999999999
1990,-10.896,-5.91576,4.980240000000001
1991,-10.7009,-5.90814,4.79276
1992,-10.1798,-5.85861,4.3211900000000005
1993,-10.3202,-6.01018,4.31002
1994,-10.2854,-6.00066,4.284739999999999
1995,-11.2944,-6.37318,4.92122
1996,-10.7074,-6.06379,4.64361
1997,-10.8195,-6.03331,4.7861899999999995
1998,-10.6859,-5.98569,4.70021
1999,-10.792,-6.01508,4.77692
2000,-10.8261,-6.00882,4.81728
2001,-10.8911,-6.02052,4.8705799999999995
2002,-10.1828,-6.10842,4.074380000000001
2003,-10.1305,-5.96419,4.166309999999999
2004,-10.3401,-6.11685,4.223249999999999
2005,-10.176,-6.0159,4.1601
2006,-10.7953,-6.25264,4.542659999999999
2007,-10.8454,-6.11195,4.7334499999999995
2008,-10.7488,-6.04148,4.707319999999999
2009,-10.9006,-6.03358,4.867020000000001
2010,-10.7948,-6.0978,4.697
2011,-10.6987,-6.19413,4.50457
2012,-9.63855,-5.85236,3.7861900000000004
2013,-9.69978,-5.81317,3.88661
2014,-9.78848,-6.01535,3.77313
2015,-10.3577,-6.42924,3.9284599999999994
2016,-10.2122,-6.20393,4.0082699999999996
2017,-9.70005,-6.68475,3.015299999999999
2018,-10.4568,-6.41944,4.03736
2019,-10.3107,-6.31685,3.993850000000001
2020,-9.86005,-6.52121,3.3388399999999994
2021,-11.7205,-8.37132,3.3491799999999987
2022,-12.4639,-8.4603,4.0036000000000005
2023,-10.681,-6.47659,4.204409999999999
2024,-10.5265,-6.37237,4.15413
2025,-11.0671,-6.93809,4.12901
2026,-11.3047,-7.08367,4.221030000000001
2027,-10.9148,-6.70951,4.20529
2028,-10.8938,-6.61536,4.278440000000001
2029,-10.8353,-6.64067,4.19463
2030,-10.9844,-6.81346,4.170940000000001
2031,-10.792,-6.94408,3.8479200000000002
2032,-11.1303,-7.03197,4.09833
2033,-11.3259,-7.0366,4.289300000000001
2034,-11.2816,-6.99523,4.286369999999999
2035,-11.1597,-6.90353,4.256170000000001
2036,-11.2163,-7.08068,4.13562
2037,-11.3521,-7.09156,4.26054
2038,-10.8993,-6.74271,4.1565900000000005
2039,-10.8149,-6.76285,4.0520499999999995
2040,-10.9091,-6.82952,4.079580000000001
2041,-10.8135,-6.78217,4.03133
2042,-10.8827,-6.7555,4.1272
2043,-10.8922,-6.72312,4.169080000000001
2044,-10.8505,-6.73918,4.11132
2045,-10.7937,-6.80122,3.9924799999999996
2046,-10.7885,-6.6189,4.169600000000001
2047,-10.7499,-6.6023,4.147600000000001
2048,-10.7901,-6.64856,4.141540000000001
2049,-10.835,-6.5272,4.307800000000001
